"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-06-01",0.0130659374050441,0,0,0,0.0142594615380881
"2020-06-02",0.0130659374050441,0,0,0,0.0142437090232282
"2020-06-03",0.0130659374050441,0,0,0,0.0142283242998956
"2020-06-04",0.0130659374050441,0,0,0,0.0142133039345121
"2020-06-05",0.0130659374050441,0,0,0,0.0141986418979822
"2020-06-06",0.0130659374050441,0,0,0,0.0141843301343482
"2020-06-07",0.0130659374050441,0,0,0,0.014170359285531
"2020-06-08",0.0130659374050441,0,0,0,0.0141578726275733
"2020-06-09",0.0130659374050441,0,0,0,0.0141446980638208
"2020-06-10",0.0130659374050441,0,0,0,0.0141318179863207
"2020-06-11",0.0130659374050441,0,0,0,0.0141192213369982
"2020-06-12",0.0130659374050441,0,0,0,0.0141068970894637
"2020-06-13",0.0130659374050441,0,0,0,0.0140948343534951
"2020-06-14",0.0130659374050441,0,0,0,0.014083022586398
"2020-06-15",0.0130659374050441,0,0,0,0.0140714518593711
"2020-06-16",0.0130659374050441,0,0,0,0.0140601131358735
"2020-06-17",0.0130659374050441,0,0,0,0.0140489986149984
"2020-06-18",0.0130659374050441,0,0,0,0.0140381019726632
"2020-06-19",0.0130659374050441,0,0,0,0.0140274183968422
"2020-06-20",0.0130659374050441,0,0,0,0.0140169443254303
"2020-06-21",0.0130659374050441,0,0,0,0.0140066771190942
"2020-06-22",0.0130659374050441,0,0,0,0.013996614627607
"2020-06-23",0.0130659374050441,0,0,0,0.0139867547507844
"2020-06-24",0.0130659374050441,0,0,0,0.0139770950718041
"2020-06-25",0.0130659374050441,0,0,0,0.0139678841903844
"2020-06-26",0.0130659374050441,0,0,0,0.0139586081674309
"2020-06-27",0.0130659374050441,0,0,0,0.013949522210881
"2020-06-28",0.0130659374050441,0,0,0,0.0139406289819132
"2020-06-29",0.0130659374050441,0,0,0,0.0139318490697904
"2020-06-30",0.0130659374050441,0,0,0,0.0139236067291554
"2020-07-01",0.0130659374050441,0,0,0,0.0139155205648272
"2020-07-02",0.0130659374050441,0,0,0,0.0139075706409968
"2020-07-03",0.0130659374050441,0,0,0,0.0138997431475943
"2020-07-04",0.0130659374050441,0,0,0,0.0138920311514377
"2020-07-05",0.0130659374050441,0,0,0,0.013884433746974
"2020-07-06",0.0130659374050441,0,0,0,0.0138769525926741
"2020-07-07",0.0130659374050441,0,0,0,0.0138695892986853
"2020-07-08",0.0130659374050441,0,0,0,0.0138623445130971
"2020-07-09",0.0130659374050441,0,0,0,0.0138552179334862
"2020-07-10",0.0130659374050441,0,0,0,0.0138482085692713
"2020-07-11",0.0130659374050441,0,0,0,0.0138413149781813
"2020-07-12",0.0130659374050441,0,0,0,0.0138345354219688
"2020-07-13",0.0130659374050441,0,0,0,0.0138278679638173
"2020-07-14",0.0130659374050441,0,0,0,0.0138213105329595
"2020-07-15",0.0130659374050441,0,0,0,0.0138148609750562
"2020-07-16",0.0130659374050441,0,0,0,0.0138085170870622
"2020-07-17",0.0130659374050441,0,0,0,0.0138022766436847
"2020-07-18",0.0130659374050441,0,0,0,0.0137961374172568
"2020-07-19",0.0130659374050441,0,0,0,0.0137900971933613
"2020-07-20",0.0130659374050441,0,0,0,0.0137841537835731
"2020-07-21",0.0130659374050441,0,0,0,0.0137783050330149
"2020-07-22",0.0037037037037037,0,0,0,0.0134182998393129
"2020-07-23",0.00240963855421687,0,0,0,0.0130402531180762
"2020-07-24",0.0027027027027027,0,0,0,0.0126765181958403
"2020-07-25",0.0027027027027027,0,0,0,0.0123420049731502
"2020-07-26",0,0,0,0,0.012192590702266
"2020-07-27",0,0,0,0,0.0120837150717381
"2020-07-28",0,0,0,0,0.0119767651806789
"2020-07-29",0,0,0,0,0.0118717130707942
"2020-07-30",0,0,0,0,0.011768463996813
"2020-07-31",0,0,0,0,0.0116670117209784
"2020-08-01",0,0,0,0,0.0115672936720811
"2020-08-02",0,0,0,0,0.0114692657596059
"2020-08-03",0,0,0,0,0.0113728853750714
"2020-08-04",0,0,0,0,0.0112781113315959
"2020-08-05",0,0,0,0,0.0111849037986239
"2020-08-06",0,0,0,0,0.0110932242592909
"2020-08-07",0,0,0,0,0.0110030354441748
"2020-08-08",0,0,0,0,0.0109143012873675
"2020-08-09",0,0,0,0,0.010826986877068
"2020-08-10",0,0,0,0,0.0107410584097896
"2020-08-11",0,0,0,0,0.0106564831467204
"2020-08-12",0,0,0,0,0.0105732293721406
"2020-08-13",0,0,0,0,0.010491266353748
"2020-08-14",0,0,0,0,0.010410564304873
"2020-08-15",0,0,0,0,0.0103310943483473
"2020-08-16",0,0,0,0,0.010252828482072
"2020-08-17",0,0,0,0,0.0101757395461165
"2020-08-18",0,0,0,0,0.0100998011912948
"2020-08-19",0,0,0,0,0.010024987849137
"2020-08-20",0,0,0,0,0.00995127470318749
"2020-08-21",0,0,0,0,0.00987863766155846
"2020-08-22",0,0,0,0,0.00980705333067752
"2020-08-23",0,0,0,0,0.00973649899016905
"2020-08-24",0,0,0,0,0.00966695256881071
"2020-08-25",0,0,0,0,0.00959839262151435
"2020-08-26",0,0,0,0,0.00953079830727817
"2020-08-27",0,0,0,0,0.00946414936806643
"2020-08-28",0,0,0,0,0.00939842610856596
"2020-08-29",0,0,0,0,0.00933360937678275
"2020-08-30",0,0,0,0,0.009269680545435
"2020-08-31",0,0,0,0,0.00920662149410617
"2020-09-01",0,0,0,0,0.00914441459211824
"2020-09-02",0,0,0,0,0.00908304268210404
"2020-09-03",0,0,0,0,0.00902249306682584
"2020-09-04",0,0,0,0,0.00896488557418808
"2020-09-05",0,0,0,0,0.00890373263504825
"2020-09-06",0,0,0,0,0.00884557751395139
"2020-09-07",0,0,0,0,0.00878813869893151
"2020-09-08",0,0,0,0,0.00873868728815581
"2020-09-09",0,0,0,0,0.00867501406559325
"2020-09-10",0,0,0,0,0.0086260020997216
"2020-09-11",0,0,0,0,0.00856889838767785
"2020-09-12",0,0,0,0,0.00851178213606017
"2020-09-13",0,0,0,0,0.00845970362852019
"2020-09-14",0,0,0,0,0.00840577279097318
"2020-09-15",0,0,0,0,0.00835386849072176
"2020-09-16",0,0,0,0,0.00831837587472318
"2020-09-17",0,0,0,0,0.00827520851674985
"2020-09-18",0,0,0,0,0.00820926602226021
"2020-09-19",0,0,0,0,0.00815285192104368
"2020-09-20",0,0,0,0,0.00810415010021382
"2020-09-21",0,0,0,0,0.00805542066806701
"2020-09-22",0,0,0,0,0.00800631914005652
"2020-09-23",0,0,0,0,0.00796102000482471
"2020-09-24",0,0,0,0,0.00794578364696563
"2020-09-25",0,0,0,0,0.00786065219113101
"2020-09-26",0,0,0,0,0.00782269899924361
"2020-09-27",0,0,0,0,0.0077781400801658
"2020-09-28",0,0,0,0,0.00773401392530796
"2020-09-29",0,0,0,0,0.00774416748397398
"2020-09-30",0,0,0,0,0.00764604464640466
"2020-10-01",0,0,0,0,0.00760232741614408
"2020-10-02",0,0,0,0,0.00756075899477309
"2020-10-03",0,0,0,0,0.00751874088687824
"2020-10-04",0,0,0,0,0.00747720088196654
"2020-10-05",0,0,0,0,0.00743556627999363
"2020-10-06",0,0,0,0,0.00739908752872208
"2020-10-07",0,0,0,0,0.00743379744100824
"2020-10-08",0,0,0,0,0.00731787765759815
"2020-10-09",0,0,0,0,0.00728231481309571
"2020-10-10",0,0,0,0,0.00724014404778739
"2020-10-11",0,0,0,0,0.00719879446613616
"2020-10-12",0,0,0,0,0.00716070560681225
"2020-10-13",0,0,0,0,0.00712304169509738
"2020-10-14",0,0,0,0,0.00710225489064756
"2020-10-15",0,0,0,0,0.00718269304113086
"2020-10-16",0,0,0,0,0.00701494680830532
"2020-10-17",0,0,0,0,0.00706359241208859
"2020-10-18",0,0,0,0,0.00693946134838127
"2020-10-19",0,0,0,0,0.0069243820721488
"2020-10-20",0,0,0,0,0.00696354256485865
"2020-10-21",0,0,0,0,0.00683521898858365
"2020-10-22",0,0,0,0,0.00680716941978311
"2020-10-23",0,0,0,0,0.00676548025819636
"2020-10-24",0,0,0,0,0.00685362268610001
"2020-10-25",0,0,0,0,0.00681251681343689
"2020-10-26",0,0,0,0,0.00666113148183482
"2020-10-27",0,0,0,0,0.00663286891610919
"2020-10-28",0,0,0,0,0.00670103001911605
"2020-10-29",0,0,0,0,0.00656977359045415
"2020-10-30",0,0,0,0,0.00655090037693347
"2020-10-31",0,0,0,0,0.00653374538947287
"2020-11-01",0,0,0,0,0.00647394620889478
"2020-11-02",0,0,0,0,0.00664205609898429
"2020-11-03",0,0,0,0,0.00658965827520369
"2020-11-04",0,0,0,0,0.00638781813019166
"2020-11-05",0,0,0,0,0.00634584824437451
"2020-11-06",0,0,0,0,0.00634138447722976
"2020-11-07",0,0,0,0,0.00629925824785526
"2020-11-08",0,0,0,0,0.00627946260242518
"2020-11-09",0,0,0,0,0.00624779113231312
"2020-11-10",0,0,0,0,0.00620810125020463
"2020-11-11",0,0,0,0,0.00617344570443293
"2020-11-12",0,0,0,0,0.00616261323463383
"2020-11-13",0,0,0,0,0.00612864005730782
"2020-11-14",0,0,0,0,0.00611130266633886
"2020-11-15",0,0,0,0,0.00608550190791566
"2020-11-16",0,0,0,0,0.00603610663182621
"2020-11-17",0,0,0,0,0.00600821910624487
"2020-11-18",0,0,0,0,0.00599198738997525
"2020-11-19",0,0,0,0,0.00596693046184528
"2020-11-20",0,0,0,0,0.00595469446506902
"2020-11-21",0,0,0,0,0.00591218908743712
"2020-11-22",0,0,0,0,0.0058891316140658
"2020-11-23",0,0,0,0,0.00586476976194384
"2020-11-24",0,0,0,0,0.00585364883517371
"2020-11-25",0,0,0,0,0.00582301715541361
"2020-11-26",0,0,0,0,0.00578412652017171
"2020-11-27",0,0,0,0,0.00575415440918566
