"year_week","date","countrycode","countryname","hosp_weekly_admission","icu_weekly_admission"
"2020-W18",2020-05-02,"CY","Cyprus",0.570842071974052,NA
"2020-W18",2020-05-03,"CY","Cyprus",0.570842071974052,NA
"2020-W19",2020-05-04,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-05,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-06,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-07,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-08,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-09,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W19",2020-05-10,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W20",2020-05-11,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-12,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-13,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-14,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-15,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-16,"CY","Cyprus",0.11416841439481,NA
"2020-W20",2020-05-17,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-18,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-19,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-20,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-21,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-22,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-23,"CY","Cyprus",0.11416841439481,NA
"2020-W21",2020-05-24,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-25,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-26,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-27,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-28,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-29,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-30,"CY","Cyprus",0.11416841439481,NA
"2020-W22",2020-05-31,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-01,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-02,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-03,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-04,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-05,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-06,"CY","Cyprus",0.11416841439481,NA
"2020-W23",2020-06-07,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-08,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-09,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-10,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-11,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-12,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-13,"CY","Cyprus",0.11416841439481,NA
"2020-W24",2020-06-14,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-15,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-16,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-17,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-18,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-19,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-20,"CY","Cyprus",0.11416841439481,NA
"2020-W25",2020-06-21,"CY","Cyprus",0.11416841439481,NA
"2020-W26",2020-06-22,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-23,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-24,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-25,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-26,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-27,"CY","Cyprus",0.228336828789621,NA
"2020-W26",2020-06-28,"CY","Cyprus",0.228336828789621,NA
"2020-W27",2020-06-29,"CY","Cyprus",NA,NA
"2020-W27",2020-06-30,"CY","Cyprus",NA,NA
"2020-W27",2020-07-01,"CY","Cyprus",NA,NA
"2020-W27",2020-07-02,"CY","Cyprus",NA,NA
"2020-W27",2020-07-03,"CY","Cyprus",NA,NA
"2020-W27",2020-07-04,"CY","Cyprus",NA,NA
"2020-W27",2020-07-05,"CY","Cyprus",NA,NA
"2020-W28",2020-07-06,"CY","Cyprus",NA,NA
"2020-W28",2020-07-07,"CY","Cyprus",NA,NA
"2020-W28",2020-07-08,"CY","Cyprus",NA,NA
"2020-W28",2020-07-09,"CY","Cyprus",NA,NA
"2020-W28",2020-07-10,"CY","Cyprus",NA,NA
"2020-W28",2020-07-11,"CY","Cyprus",NA,NA
"2020-W28",2020-07-12,"CY","Cyprus",NA,NA
"2020-W29",2020-07-13,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-14,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-15,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-16,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-17,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-18,"CY","Cyprus",0.11416841439481,NA
"2020-W29",2020-07-19,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-20,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-21,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-22,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-23,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-24,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-25,"CY","Cyprus",0.11416841439481,NA
"2020-W30",2020-07-26,"CY","Cyprus",0.11416841439481,NA
"2020-W31",2020-07-27,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-07-28,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-07-29,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-07-30,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-07-31,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-08-01,"CY","Cyprus",0.913347315158483,NA
"2020-W31",2020-08-02,"CY","Cyprus",0.913347315158483,NA
"2020-W32",2020-08-03,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-04,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-05,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-06,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-07,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-08,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W32",2020-08-09,"CY","Cyprus",0.456673657579241,0.11416841439481
"2020-W33",2020-08-10,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-11,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-12,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-13,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-14,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-15,"CY","Cyprus",0.228336828789621,NA
"2020-W33",2020-08-16,"CY","Cyprus",0.228336828789621,NA
"2020-W34",2020-08-17,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-18,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-19,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-20,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-21,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-22,"CY","Cyprus",0.456673657579241,NA
"2020-W34",2020-08-23,"CY","Cyprus",0.456673657579241,NA
"2020-W35",2020-08-24,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-25,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-26,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-27,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-28,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-29,"CY","Cyprus",0.570842071974052,NA
"2020-W35",2020-08-30,"CY","Cyprus",0.570842071974052,NA
"2020-W36",2020-08-31,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-01,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-02,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-03,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-04,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-05,"CY","Cyprus",0.11416841439481,NA
"2020-W36",2020-09-06,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-07,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-08,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-09,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-10,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-11,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-12,"CY","Cyprus",0.11416841439481,NA
"2020-W37",2020-09-13,"CY","Cyprus",0.11416841439481,NA
"2020-W38",2020-09-14,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-15,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-16,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-17,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-18,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-19,"CY","Cyprus",0.570842071974052,NA
"2020-W38",2020-09-20,"CY","Cyprus",0.570842071974052,NA
"2020-W39",2020-09-21,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-22,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-23,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-24,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-25,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-26,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W39",2020-09-27,"CY","Cyprus",1.37002097273772,0.342505243184431
"2020-W40",2020-09-28,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-09-29,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-09-30,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-10-01,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-10-02,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-10-03,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W40",2020-10-04,"CY","Cyprus",0.456673657579241,0.342505243184431
"2020-W41",2020-10-05,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-06,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-07,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-08,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-09,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-10,"CY","Cyprus",0.456673657579241,NA
"2020-W41",2020-10-11,"CY","Cyprus",0.456673657579241,NA
"2020-W42",2020-10-12,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-13,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-14,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-15,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-16,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-17,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W42",2020-10-18,"CY","Cyprus",2.74004194547545,0.342505243184431
"2020-W43",2020-10-19,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-20,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-21,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-22,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-23,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-24,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W43",2020-10-25,"CY","Cyprus",1.82669463031697,0.11416841439481
"2020-W44",2020-10-26,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-10-27,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-10-28,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-10-29,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-10-30,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-10-31,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W44",2020-11-01,"CY","Cyprus",2.85421035987026,0.11416841439481
"2020-W45",2020-11-02,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-03,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-04,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-05,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-06,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-07,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W45",2020-11-08,"CY","Cyprus",5.59425230534571,0.11416841439481
"2020-W46",2020-11-09,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-10,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-11,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-12,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-13,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-14,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-15,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-16,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-17,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-18,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-19,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-20,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-21,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-22,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-23,"CY","Cyprus",4.79507340458204,0.228336828789621
"2020-W46",2020-11-24,"CY","Cyprus",4.79507340458204,0.228336828789621
