"date","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-10-01,"PT","Portugal",682,107
2020-10-02,"PT","Portugal",682,107
2020-10-03,"PT","Portugal",668,106
2020-10-04,"PT","Portugal",682,105
2020-10-05,"PT","Portugal",701,106
2020-10-06,"PT","Portugal",732,104
2020-10-07,"PT","Portugal",764,104
2020-10-08,"PT","Portugal",801,115
2020-10-09,"PT","Portugal",811,125
2020-10-10,"PT","Portugal",831,122
2020-10-11,"PT","Portugal",843,124
2020-10-12,"PT","Portugal",877,128
2020-10-13,"PT","Portugal",916,132
2020-10-14,"PT","Portugal",957,135
2020-10-15,"PT","Portugal",993,139
2020-10-16,"PT","Portugal",1015,144
2020-10-17,"PT","Portugal",1012,148
2020-10-18,"PT","Portugal",1086,155
2020-10-19,"PT","Portugal",1174,165
2020-10-20,"PT","Portugal",1237,176
2020-10-21,"PT","Portugal",1272,187
2020-10-22,"PT","Portugal",1365,200
2020-10-23,"PT","Portugal",1418,198
2020-10-24,"PT","Portugal",1455,221
2020-10-25,"PT","Portugal",1574,230
2020-10-26,"PT","Portugal",1672,240
2020-10-27,"PT","Portugal",1747,253
2020-10-28,"PT","Portugal",1794,262
2020-10-29,"PT","Portugal",1794,262
2020-10-30,"PT","Portugal",1927,275
2020-10-31,"PT","Portugal",1972,286
2020-11-01,"PT","Portugal",2122,284
2020-11-02,"PT","Portugal",2255,294
2020-11-03,"PT","Portugal",2349,320
2020-11-04,"PT","Portugal",2337,325
2020-11-05,"PT","Portugal",2362,320
2020-11-06,"PT","Portugal",2425,340
2020-11-07,"PT","Portugal",2420,366
2020-11-08,"PT","Portugal",2522,378
2020-11-09,"PT","Portugal",2651,391
2020-11-10,"PT","Portugal",2742,382
2020-11-11,"PT","Portugal",2785,391
2020-11-12,"PT","Portugal",2794,383
2020-11-13,"PT","Portugal",2799,388
2020-11-14,"PT","Portugal",2798,413
2020-11-15,"PT","Portugal",2929,415
2020-11-16,"PT","Portugal",NA,NA
2020-11-17,"PT","Portugal",NA,NA
2020-11-18,"PT","Portugal",NA,NA
2020-11-19,"PT","Portugal",NA,NA
2020-11-20,"PT","Portugal",NA,NA
2020-11-21,"PT","Portugal",NA,NA
2020-11-22,"PT","Portugal",NA,NA
