"date","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-10-21,"IT","Italy",9983,926
2020-10-22,"IT","Italy",10686,992
2020-10-23,"IT","Italy",11598,1049
2020-10-24,"IT","Italy",12415,1128
2020-10-25,"IT","Italy",13214,1208
2020-10-26,"IT","Italy",14281,1284
2020-10-27,"IT","Italy",15366,1411
2020-10-28,"IT","Italy",16517,1536
2020-10-29,"IT","Italy",17615,1651
2020-10-30,"IT","Italy",18740,1746
2020-10-31,"IT","Italy",19809,1843
2020-11-01,"IT","Italy",20841,1939
2020-11-02,"IT","Italy",21862,2022
2020-11-03,"IT","Italy",23339,2225
2020-11-04,"IT","Italy",24408,2292
2020-11-05,"IT","Italy",25647,2391
2020-11-06,"IT","Italy",26520,2515
2020-11-07,"IT","Italy",27743,2634
2020-11-08,"IT","Italy",29189,2749
2020-11-09,"IT","Italy",30485,2849
2020-11-10,"IT","Italy",31604,2971
2020-11-11,"IT","Italy",32525,3081
2020-11-12,"IT","Italy",33043,3170
2020-11-13,"IT","Italy",34144,3230
2020-11-14,"IT","Italy",34704,3306
2020-11-15,"IT","Italy",35469,3422
2020-11-16,"IT","Italy",NA,NA
2020-11-17,"IT","Italy",NA,NA
2020-11-18,"IT","Italy",NA,NA
2020-11-19,"IT","Italy",NA,NA
2020-11-20,"IT","Italy",NA,NA
2020-11-21,"IT","Italy",NA,NA
2020-11-22,"IT","Italy",NA,NA
