"date","year_week","countrycode","countryname","hosp_occupancy"
2020-03-31,"2020-W14","SK","Slovakia",NA
2020-04-01,"2020-W14","SK","Slovakia",NA
2020-04-02,"2020-W14","SK","Slovakia",NA
2020-04-03,"2020-W14","SK","Slovakia",NA
2020-04-04,"2020-W14","SK","Slovakia",NA
2020-04-05,"2020-W14","SK","Slovakia",NA
2020-04-06,"2020-W15","SK","Slovakia",NA
2020-04-07,"2020-W15","SK","Slovakia",NA
2020-04-08,"2020-W15","SK","Slovakia",NA
2020-04-09,"2020-W15","SK","Slovakia",NA
2020-04-10,"2020-W15","SK","Slovakia",NA
2020-04-11,"2020-W15","SK","Slovakia",NA
2020-04-12,"2020-W15","SK","Slovakia",NA
2020-04-13,"2020-W16","SK","Slovakia",NA
2020-04-14,"2020-W16","SK","Slovakia",NA
2020-04-15,"2020-W16","SK","Slovakia",NA
2020-04-16,"2020-W16","SK","Slovakia",NA
2020-04-17,"2020-W16","SK","Slovakia",NA
2020-04-18,"2020-W16","SK","Slovakia",NA
2020-04-19,"2020-W16","SK","Slovakia",NA
2020-04-20,"2020-W17","SK","Slovakia",NA
2020-04-21,"2020-W17","SK","Slovakia",NA
2020-04-22,"2020-W17","SK","Slovakia",NA
2020-04-23,"2020-W17","SK","Slovakia",NA
2020-04-24,"2020-W17","SK","Slovakia",222
2020-04-25,"2020-W17","SK","Slovakia",212
2020-04-26,"2020-W17","SK","Slovakia",181
2020-04-27,"2020-W18","SK","Slovakia",186
2020-04-28,"2020-W18","SK","Slovakia",175
2020-04-29,"2020-W18","SK","Slovakia",180
2020-04-30,"2020-W18","SK","Slovakia",181
2020-05-01,"2020-W18","SK","Slovakia",176
2020-05-02,"2020-W18","SK","Slovakia",142
2020-05-03,"2020-W18","SK","Slovakia",137
2020-05-04,"2020-W19","SK","Slovakia",150
2020-05-05,"2020-W19","SK","Slovakia",159
2020-05-06,"2020-W19","SK","Slovakia",167
2020-05-07,"2020-W19","SK","Slovakia",162
2020-05-08,"2020-W19","SK","Slovakia",122
2020-05-09,"2020-W19","SK","Slovakia",111
2020-05-10,"2020-W19","SK","Slovakia",110
2020-05-11,"2020-W20","SK","Slovakia",118
2020-05-12,"2020-W20","SK","Slovakia",120
2020-05-13,"2020-W20","SK","Slovakia",139
2020-05-14,"2020-W20","SK","Slovakia",134
2020-05-15,"2020-W20","SK","Slovakia",116
2020-05-16,"2020-W20","SK","Slovakia",118
2020-05-17,"2020-W20","SK","Slovakia",116
2020-05-18,"2020-W21","SK","Slovakia",106
2020-05-19,"2020-W21","SK","Slovakia",106
2020-05-20,"2020-W21","SK","Slovakia",100
2020-05-21,"2020-W21","SK","Slovakia",88
2020-05-22,"2020-W21","SK","Slovakia",76
2020-05-23,"2020-W21","SK","Slovakia",60
2020-05-24,"2020-W21","SK","Slovakia",53
2020-05-25,"2020-W22","SK","Slovakia",61
2020-05-26,"2020-W22","SK","Slovakia",64
2020-05-27,"2020-W22","SK","Slovakia",59
2020-05-28,"2020-W22","SK","Slovakia",62
2020-05-29,"2020-W22","SK","Slovakia",59
2020-05-30,"2020-W22","SK","Slovakia",56
2020-05-31,"2020-W22","SK","Slovakia",46
2020-06-01,"2020-W23","SK","Slovakia",48
2020-06-02,"2020-W23","SK","Slovakia",38
2020-06-03,"2020-W23","SK","Slovakia",42
2020-06-04,"2020-W23","SK","Slovakia",32
2020-06-05,"2020-W23","SK","Slovakia",39
2020-06-06,"2020-W23","SK","Slovakia",37
2020-06-07,"2020-W23","SK","Slovakia",38
2020-06-08,"2020-W24","SK","Slovakia",37
2020-06-09,"2020-W24","SK","Slovakia",28
2020-06-10,"2020-W24","SK","Slovakia",28
2020-06-11,"2020-W24","SK","Slovakia",28
2020-06-12,"2020-W24","SK","Slovakia",24
2020-06-13,"2020-W24","SK","Slovakia",24
2020-06-14,"2020-W24","SK","Slovakia",24
2020-06-15,"2020-W25","SK","Slovakia",24
2020-06-16,"2020-W25","SK","Slovakia",0
2020-06-17,"2020-W25","SK","Slovakia",18
2020-06-18,"2020-W25","SK","Slovakia",20
2020-06-19,"2020-W25","SK","Slovakia",20
2020-06-20,"2020-W25","SK","Slovakia",20
2020-06-21,"2020-W25","SK","Slovakia",19
2020-06-22,"2020-W26","SK","Slovakia",19
2020-06-23,"2020-W26","SK","Slovakia",18
2020-06-24,"2020-W26","SK","Slovakia",19
2020-06-25,"2020-W26","SK","Slovakia",20
2020-06-26,"2020-W26","SK","Slovakia",14
2020-06-27,"2020-W26","SK","Slovakia",15
2020-06-28,"2020-W26","SK","Slovakia",15
2020-06-29,"2020-W27","SK","Slovakia",15
2020-06-30,"2020-W27","SK","Slovakia",19
2020-07-01,"2020-W27","SK","Slovakia",20
2020-07-02,"2020-W27","SK","Slovakia",14
2020-07-03,"2020-W27","SK","Slovakia",9
2020-07-04,"2020-W27","SK","Slovakia",9
2020-07-05,"2020-W27","SK","Slovakia",11
2020-07-06,"2020-W28","SK","Slovakia",11
2020-07-07,"2020-W28","SK","Slovakia",12
2020-07-08,"2020-W28","SK","Slovakia",10
2020-07-09,"2020-W28","SK","Slovakia",10
2020-07-10,"2020-W28","SK","Slovakia",13
2020-07-11,"2020-W28","SK","Slovakia",13
2020-07-12,"2020-W28","SK","Slovakia",13
2020-07-13,"2020-W29","SK","Slovakia",13
2020-07-14,"2020-W29","SK","Slovakia",13
2020-07-15,"2020-W29","SK","Slovakia",13
2020-07-16,"2020-W29","SK","Slovakia",12
2020-07-17,"2020-W29","SK","Slovakia",15
2020-07-18,"2020-W29","SK","Slovakia",15
2020-07-19,"2020-W29","SK","Slovakia",15
2020-07-20,"2020-W30","SK","Slovakia",15
2020-07-21,"2020-W30","SK","Slovakia",17
2020-07-22,"2020-W30","SK","Slovakia",16
2020-07-23,"2020-W30","SK","Slovakia",16
2020-07-24,"2020-W30","SK","Slovakia",21
2020-07-25,"2020-W30","SK","Slovakia",21
2020-07-26,"2020-W30","SK","Slovakia",21
2020-07-27,"2020-W31","SK","Slovakia",21
2020-07-28,"2020-W31","SK","Slovakia",24
2020-07-29,"2020-W31","SK","Slovakia",25
2020-07-30,"2020-W31","SK","Slovakia",25
2020-07-31,"2020-W31","SK","Slovakia",29
2020-08-01,"2020-W31","SK","Slovakia",29
2020-08-02,"2020-W31","SK","Slovakia",29
2020-08-03,"2020-W32","SK","Slovakia",29
2020-08-04,"2020-W32","SK","Slovakia",23
2020-08-05,"2020-W32","SK","Slovakia",29
2020-08-06,"2020-W32","SK","Slovakia",29
2020-08-07,"2020-W32","SK","Slovakia",41
2020-08-08,"2020-W32","SK","Slovakia",40
2020-08-09,"2020-W32","SK","Slovakia",43
2020-08-10,"2020-W33","SK","Slovakia",45
2020-08-11,"2020-W33","SK","Slovakia",41
2020-08-12,"2020-W33","SK","Slovakia",58
2020-08-13,"2020-W33","SK","Slovakia",57
2020-08-14,"2020-W33","SK","Slovakia",51
2020-08-15,"2020-W33","SK","Slovakia",50
2020-08-16,"2020-W33","SK","Slovakia",53
2020-08-17,"2020-W34","SK","Slovakia",53
2020-08-18,"2020-W34","SK","Slovakia",71
2020-08-19,"2020-W34","SK","Slovakia",64
2020-08-20,"2020-W34","SK","Slovakia",59
2020-08-21,"2020-W34","SK","Slovakia",60
2020-08-22,"2020-W34","SK","Slovakia",NA
2020-08-23,"2020-W34","SK","Slovakia",61
2020-08-24,"2020-W35","SK","Slovakia",NA
2020-08-25,"2020-W35","SK","Slovakia",65
2020-08-26,"2020-W35","SK","Slovakia",70
2020-08-27,"2020-W35","SK","Slovakia",72
2020-08-28,"2020-W35","SK","Slovakia",NA
2020-08-29,"2020-W35","SK","Slovakia",76
2020-08-30,"2020-W35","SK","Slovakia",76
2020-08-31,"2020-W36","SK","Slovakia",77
2020-09-01,"2020-W36","SK","Slovakia",77
2020-09-02,"2020-W36","SK","Slovakia",99
2020-09-03,"2020-W36","SK","Slovakia",105
2020-09-04,"2020-W36","SK","Slovakia",92
2020-09-05,"2020-W36","SK","Slovakia",95
2020-09-06,"2020-W36","SK","Slovakia",99
2020-09-07,"2020-W37","SK","Slovakia",99
2020-09-08,"2020-W37","SK","Slovakia",110
2020-09-09,"2020-W37","SK","Slovakia",131
2020-09-10,"2020-W37","SK","Slovakia",115
2020-09-11,"2020-W37","SK","Slovakia",117
2020-09-12,"2020-W37","SK","Slovakia",117
2020-09-13,"2020-W37","SK","Slovakia",130
2020-09-14,"2020-W38","SK","Slovakia",129
2020-09-15,"2020-W38","SK","Slovakia",141
2020-09-16,"2020-W38","SK","Slovakia",141
2020-09-17,"2020-W38","SK","Slovakia",121
2020-09-18,"2020-W38","SK","Slovakia",121
2020-09-19,"2020-W38","SK","Slovakia",125
2020-09-20,"2020-W38","SK","Slovakia",120
2020-09-21,"2020-W39","SK","Slovakia",121
2020-09-22,"2020-W39","SK","Slovakia",140
2020-09-23,"2020-W39","SK","Slovakia",143
2020-09-24,"2020-W39","SK","Slovakia",141
2020-09-25,"2020-W39","SK","Slovakia",160
2020-09-26,"2020-W39","SK","Slovakia",185
2020-09-27,"2020-W39","SK","Slovakia",199
2020-09-28,"2020-W40","SK","Slovakia",197
2020-09-29,"2020-W40","SK","Slovakia",222
2020-09-30,"2020-W40","SK","Slovakia",254
2020-10-01,"2020-W40","SK","Slovakia",254
2020-10-02,"2020-W40","SK","Slovakia",251
2020-10-03,"2020-W40","SK","Slovakia",275
2020-10-04,"2020-W40","SK","Slovakia",275
2020-10-05,"2020-W41","SK","Slovakia",279
2020-10-06,"2020-W41","SK","Slovakia",311
2020-10-07,"2020-W41","SK","Slovakia",340
2020-10-08,"2020-W41","SK","Slovakia",352
2020-10-09,"2020-W41","SK","Slovakia",370
2020-10-10,"2020-W41","SK","Slovakia",380
2020-10-11,"2020-W41","SK","Slovakia",388
2020-10-12,"2020-W42","SK","Slovakia",393
2020-10-13,"2020-W42","SK","Slovakia",397
2020-10-14,"2020-W42","SK","Slovakia",397
2020-10-15,"2020-W42","SK","Slovakia",476
2020-10-16,"2020-W42","SK","Slovakia",540
2020-10-17,"2020-W42","SK","Slovakia",614
2020-10-18,"2020-W42","SK","Slovakia",633
2020-10-19,"2020-W43","SK","Slovakia",638
2020-10-20,"2020-W43","SK","Slovakia",724
2020-10-21,"2020-W43","SK","Slovakia",844
2020-10-22,"2020-W43","SK","Slovakia",876
2020-10-23,"2020-W43","SK","Slovakia",828
2020-10-24,"2020-W43","SK","Slovakia",920
2020-10-25,"2020-W43","SK","Slovakia",1117
2020-10-26,"2020-W44","SK","Slovakia",1117
2020-10-27,"2020-W44","SK","Slovakia",1170
2020-10-28,"2020-W44","SK","Slovakia",1231
2020-10-29,"2020-W44","SK","Slovakia",1291
2020-10-30,"2020-W44","SK","Slovakia",1411
2020-10-31,"2020-W44","SK","Slovakia",1399
2020-11-01,"2020-W44","SK","Slovakia",1330
2020-11-02,"2020-W45","SK","Slovakia",1462
2020-11-03,"2020-W45","SK","Slovakia",1542
2020-11-04,"2020-W45","SK","Slovakia",NA
2020-11-05,"2020-W45","SK","Slovakia",1696
2020-11-06,"2020-W45","SK","Slovakia",1742
2020-11-07,"2020-W45","SK","Slovakia",NA
2020-11-08,"2020-W45","SK","Slovakia",1731
2020-11-09,"2020-W46","SK","Slovakia",1807
2020-11-10,"2020-W46","SK","Slovakia",1872
2020-11-11,"2020-W46","SK","Slovakia",1839
2020-11-12,"2020-W46","SK","Slovakia",1847
2020-11-13,"2020-W46","SK","Slovakia",NA
2020-11-14,"2020-W46","SK","Slovakia",1743
2020-11-15,"2020-W46","SK","Slovakia",1701
2020-11-16,"2020-W46","SK","Slovakia",NA
2020-11-17,"2020-W46","SK","Slovakia",NA
2020-11-18,"2020-W46","SK","Slovakia",NA
2020-11-19,"2020-W46","SK","Slovakia",NA
2020-11-20,"2020-W46","SK","Slovakia",NA
2020-11-21,"2020-W46","SK","Slovakia",NA
2020-11-22,"2020-W46","SK","Slovakia",NA
2020-11-23,"2020-W46","SK","Slovakia",NA
2020-11-24,"2020-W46","SK","Slovakia",NA
NA,"2020-W37","SK","Slovakia",NA
NA,"2020-W38","SK","Slovakia",NA
NA,"2020-W41","SK","Slovakia",NA
NA,"2020-W42","SK","Slovakia",NA
NA,"2020-W43","SK","Slovakia",NA
NA,"2020-W44","SK","Slovakia",NA
NA,"2020-W45","SK","Slovakia",NA
NA,"2020-W46","SK","Slovakia",NA
NA,"2020-W09","SK","Slovakia",NA
NA,"2020-W10","SK","Slovakia",NA
NA,"2020-W11","SK","Slovakia",NA
NA,"2020-W12","SK","Slovakia",NA
NA,"2020-W13","SK","Slovakia",NA
NA,"2020-W14","SK","Slovakia",NA
NA,"2020-W15","SK","Slovakia",NA
NA,"2020-W18","SK","Slovakia",NA
NA,"2020-W19","SK","Slovakia",NA
NA,"2020-W20","SK","Slovakia",NA
NA,"2020-W21","SK","Slovakia",NA
NA,"2020-W24","SK","Slovakia",NA
NA,"2020-W25","SK","Slovakia",NA
NA,"2020-W26","SK","Slovakia",NA
NA,"2020-W27","SK","Slovakia",NA
NA,"2020-W28","SK","Slovakia",NA
NA,"2020-W29","SK","Slovakia",NA
NA,"2020-W30","SK","Slovakia",NA
NA,"2020-W31","SK","Slovakia",NA
NA,"2020-W32","SK","Slovakia",NA
NA,"2020-W33","SK","Slovakia",NA
NA,"2020-W36","SK","Slovakia",NA
NA,"2020-W39","SK","Slovakia",NA
NA,"2020-W16","SK","Slovakia",NA
NA,"2020-W17","SK","Slovakia",NA
NA,"2020-W23","SK","Slovakia",NA
NA,"2020-W22","SK","Slovakia",NA
NA,"2020-W34","SK","Slovakia",NA
NA,"2020-W35","SK","Slovakia",NA
NA,"2020-W40","SK","Slovakia",NA
