"date","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-05-28,"DK","Denmark",110,20
2020-05-29,"DK","Denmark",106,18
2020-05-30,"DK","Denmark",100,20
2020-05-31,"DK","Denmark",98,20
2020-06-01,"DK","Denmark",103,20
2020-06-02,"DK","Denmark",99,21
2020-06-03,"DK","Denmark",100,20
2020-06-04,"DK","Denmark",97,17
2020-06-05,"DK","Denmark",85,17
2020-06-06,"DK","Denmark",81,NA
2020-06-07,"DK","Denmark",75,15
2020-06-08,"DK","Denmark",79,16
2020-06-09,"DK","Denmark",73,15
2020-06-10,"DK","Denmark",17,17
2020-06-11,"DK","Denmark",13,13
2020-06-12,"DK","Denmark",12,12
2020-06-13,"DK","Denmark",9,9
2020-06-14,"DK","Denmark",49,9
2020-06-15,"DK","Denmark",46,9
2020-06-16,"DK","Denmark",43,8
2020-06-17,"DK","Denmark",39,6
2020-06-18,"DK","Denmark",38,6
2020-06-19,"DK","Denmark",37,6
2020-06-20,"DK","Denmark",39,6
2020-06-21,"DK","Denmark",38,6
2020-06-22,"DK","Denmark",37,7
2020-06-23,"DK","Denmark",32,8
2020-06-24,"DK","Denmark",33,8
2020-06-25,"DK","Denmark",36,9
2020-06-26,"DK","Denmark",31,11
2020-06-27,"DK","Denmark",NA,NA
2020-06-28,"DK","Denmark",NA,NA
2020-06-29,"DK","Denmark",NA,NA
2020-06-30,"DK","Denmark",NA,NA
2020-07-01,"DK","Denmark",29,11
2020-07-02,"DK","Denmark",29,9
2020-07-03,"DK","Denmark",27,6
2020-07-04,"DK","Denmark",26,6
2020-07-05,"DK","Denmark",24,6
2020-07-06,"DK","Denmark",23,7
2020-07-07,"DK","Denmark",17,5
2020-07-08,"DK","Denmark",18,5
2020-07-09,"DK","Denmark",18,5
2020-07-10,"DK","Denmark",17,4
2020-07-11,"DK","Denmark",15,5
2020-07-12,"DK","Denmark",18,6
2020-07-13,"DK","Denmark",18,6
2020-07-14,"DK","Denmark",17,6
2020-07-15,"DK","Denmark",19,6
2020-07-16,"DK","Denmark",17,5
2020-07-17,"DK","Denmark",20,5
2020-07-18,"DK","Denmark",16,2
2020-07-19,"DK","Denmark",19,3
2020-07-20,"DK","Denmark",18,3
2020-07-21,"DK","Denmark",18,4
2020-07-22,"DK","Denmark",16,4
2020-07-23,"DK","Denmark",19,3
2020-07-24,"DK","Denmark",16,3
2020-07-25,"DK","Denmark",17,3
2020-07-26,"DK","Denmark",23,3
2020-07-27,"DK","Denmark",22,3
2020-07-28,"DK","Denmark",22,3
2020-07-29,"DK","Denmark",21,3
2020-07-30,"DK","Denmark",18,3
2020-07-31,"DK","Denmark",18,3
2020-08-01,"DK","Denmark",16,2
2020-08-02,"DK","Denmark",20,2
2020-08-03,"DK","Denmark",24,2
2020-08-04,"DK","Denmark",24,3
2020-08-05,"DK","Denmark",23,2
2020-08-06,"DK","Denmark",24,2
2020-08-07,"DK","Denmark",25,2
2020-08-08,"DK","Denmark",21,2
2020-08-09,"DK","Denmark",20,2
2020-08-10,"DK","Denmark",23,2
2020-08-11,"DK","Denmark",20,2
2020-08-12,"DK","Denmark",16,1
2020-08-13,"DK","Denmark",13,1
2020-08-14,"DK","Denmark",14,1
2020-08-15,"DK","Denmark",14,0
2020-08-16,"DK","Denmark",12,0
2020-08-17,"DK","Denmark",16,1
2020-08-18,"DK","Denmark",18,1
2020-08-19,"DK","Denmark",16,1
2020-08-20,"DK","Denmark",20,1
2020-08-21,"DK","Denmark",22,1
2020-08-22,"DK","Denmark",22,1
2020-08-23,"DK","Denmark",19,2
2020-08-24,"DK","Denmark",20,3
2020-08-25,"DK","Denmark",21,3
2020-08-26,"DK","Denmark",19,3
2020-08-27,"DK","Denmark",19,2
2020-08-28,"DK","Denmark",21,2
2020-08-29,"DK","Denmark",21,4
2020-08-30,"DK","Denmark",21,4
2020-08-31,"DK","Denmark",23,4
2020-09-01,"DK","Denmark",20,4
2020-09-02,"DK","Denmark",15,4
2020-09-03,"DK","Denmark",17,3
2020-09-04,"DK","Denmark",18,3
2020-09-05,"DK","Denmark",16,3
2020-09-06,"DK","Denmark",27,4
2020-09-07,"DK","Denmark",29,3
2020-09-08,"DK","Denmark",28,3
2020-09-09,"DK","Denmark",30,5
2020-09-10,"DK","Denmark",35,5
2020-09-11,"DK","Denmark",44,7
2020-09-12,"DK","Denmark",43,4
2020-09-13,"DK","Denmark",47,4
2020-09-14,"DK","Denmark",50,4
2020-09-15,"DK","Denmark",56,3
2020-09-16,"DK","Denmark",51,2
2020-09-17,"DK","Denmark",60,3
2020-09-18,"DK","Denmark",58,3
2020-09-19,"DK","Denmark",62,4
2020-09-20,"DK","Denmark",67,9
2020-09-21,"DK","Denmark",75,12
2020-09-22,"DK","Denmark",79,14
2020-09-23,"DK","Denmark",78,15
2020-09-24,"DK","Denmark",95,14
2020-09-25,"DK","Denmark",101,16
2020-09-26,"DK","Denmark",97,17
2020-09-27,"DK","Denmark",95,17
2020-09-28,"DK","Denmark",110,17
2020-09-29,"DK","Denmark",107,15
2020-09-30,"DK","Denmark",102,15
2020-10-01,"DK","Denmark",109,15
2020-10-02,"DK","Denmark",106,13
2020-10-03,"DK","Denmark",105,17
2020-10-04,"DK","Denmark",105,18
2020-10-05,"DK","Denmark",120,17
2020-10-06,"DK","Denmark",124,15
2020-10-07,"DK","Denmark",116,15
2020-10-08,"DK","Denmark",115,17
2020-10-09,"DK","Denmark",106,18
2020-10-10,"DK","Denmark",103,20
2020-10-11,"DK","Denmark",102,19
2020-10-12,"DK","Denmark",107,19
2020-10-13,"DK","Denmark",103,19
2020-10-14,"DK","Denmark",104,17
2020-10-15,"DK","Denmark",104,17
2020-10-16,"DK","Denmark",110,16
2020-10-17,"DK","Denmark",110,16
2020-10-18,"DK","Denmark",119,17
2020-10-19,"DK","Denmark",129,18
2020-10-20,"DK","Denmark",128,15
2020-10-21,"DK","Denmark",122,16
2020-10-22,"DK","Denmark",124,17
2020-10-23,"DK","Denmark",125,18
2020-10-24,"DK","Denmark",120,17
2020-10-25,"DK","Denmark",127,18
2020-10-26,"DK","Denmark",145,17
2020-10-27,"DK","Denmark",137,19
2020-10-28,"DK","Denmark",136,18
2020-10-29,"DK","Denmark",139,17
2020-10-30,"DK","Denmark",144,17
2020-10-31,"DK","Denmark",147,19
2020-11-01,"DK","Denmark",156,19
2020-11-02,"DK","Denmark",174,23
2020-11-03,"DK","Denmark",169,22
2020-11-04,"DK","Denmark",184,24
2020-11-05,"DK","Denmark",182,24
2020-11-06,"DK","Denmark",191,23
2020-11-07,"DK","Denmark",187,29
2020-11-08,"DK","Denmark",188,30
2020-11-09,"DK","Denmark",196,33
2020-11-10,"DK","Denmark",211,33
2020-11-11,"DK","Denmark",NA,NA
2020-11-12,"DK","Denmark",NA,NA
2020-11-13,"DK","Denmark",NA,NA
2020-11-14,"DK","Denmark",NA,NA
2020-11-15,"DK","Denmark",NA,NA
2020-11-16,"DK","Denmark",NA,NA
2020-11-17,"DK","Denmark",NA,NA
2020-11-18,"DK","Denmark",NA,NA
2020-11-19,"DK","Denmark",NA,NA
2020-11-20,"DK","Denmark",NA,NA
2020-11-21,"DK","Denmark",NA,NA
2020-11-22,"DK","Denmark",NA,NA
