"date","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-07-16,"HR","Croatia",136,NA
2020-07-17,"HR","Croatia",137,NA
2020-07-18,"HR","Croatia",139,NA
2020-07-19,"HR","Croatia",153,NA
2020-07-20,"HR","Croatia",147,NA
2020-07-21,"HR","Croatia",138,NA
2020-07-22,"HR","Croatia",143,NA
2020-07-23,"HR","Croatia",132,NA
2020-07-24,"HR","Croatia",139,NA
2020-07-25,"HR","Croatia",134,NA
2020-07-26,"HR","Croatia",142,NA
2020-07-27,"HR","Croatia",138,NA
2020-07-28,"HR","Croatia",133,NA
2020-07-29,"HR","Croatia",132,NA
2020-07-30,"HR","Croatia",130,NA
2020-07-31,"HR","Croatia",125,NA
2020-08-01,"HR","Croatia",127,NA
2020-08-02,"HR","Croatia",131,NA
2020-08-03,"HR","Croatia",130,NA
2020-08-04,"HR","Croatia",117,NA
2020-08-05,"HR","Croatia",111,NA
2020-08-06,"HR","Croatia",110,NA
2020-08-07,"HR","Croatia",122,NA
2020-08-08,"HR","Croatia",120,NA
2020-08-09,"HR","Croatia",121,NA
2020-08-10,"HR","Croatia",124,NA
2020-08-11,"HR","Croatia",115,NA
2020-08-12,"HR","Croatia",117,NA
2020-08-13,"HR","Croatia",115,NA
2020-08-14,"HR","Croatia",106,NA
2020-08-15,"HR","Croatia",118,NA
2020-08-16,"HR","Croatia",126,NA
2020-08-17,"HR","Croatia",126,NA
2020-08-18,"HR","Croatia",120,NA
2020-08-19,"HR","Croatia",122,NA
2020-08-20,"HR","Croatia",127,NA
2020-08-21,"HR","Croatia",135,NA
2020-08-22,"HR","Croatia",143,NA
2020-08-23,"HR","Croatia",155,NA
2020-08-24,"HR","Croatia",163,NA
2020-08-25,"HR","Croatia",167,NA
2020-08-26,"HR","Croatia",174,NA
2020-08-27,"HR","Croatia",194,NA
2020-08-28,"HR","Croatia",212,NA
2020-08-29,"HR","Croatia",211,NA
2020-08-30,"HR","Croatia",229,NA
2020-08-31,"HR","Croatia",251,NA
2020-09-01,"HR","Croatia",258,NA
2020-09-02,"HR","Croatia",258,NA
2020-09-03,"HR","Croatia",269,NA
2020-09-04,"HR","Croatia",283,NA
2020-09-05,"HR","Croatia",285,NA
2020-09-06,"HR","Croatia",296,NA
2020-09-07,"HR","Croatia",307,NA
2020-09-08,"HR","Croatia",303,NA
2020-09-09,"HR","Croatia",299,NA
2020-09-10,"HR","Croatia",320,NA
2020-09-11,"HR","Croatia",327,NA
2020-09-12,"HR","Croatia",313,NA
2020-09-13,"HR","Croatia",309,NA
2020-09-14,"HR","Croatia",310,NA
2020-09-15,"HR","Croatia",299,NA
2020-09-16,"HR","Croatia",293,NA
2020-09-17,"HR","Croatia",300,NA
2020-09-18,"HR","Croatia",280,NA
2020-09-19,"HR","Croatia",288,NA
2020-09-20,"HR","Croatia",281,NA
2020-09-21,"HR","Croatia",297,NA
2020-09-22,"HR","Croatia",278,NA
2020-09-23,"HR","Croatia",278,NA
2020-09-24,"HR","Croatia",266,NA
2020-09-25,"HR","Croatia",273,NA
2020-09-26,"HR","Croatia",271,NA
2020-09-27,"HR","Croatia",280,NA
2020-09-28,"HR","Croatia",291,NA
2020-09-29,"HR","Croatia",274,NA
2020-09-30,"HR","Croatia",288,NA
2020-10-01,"HR","Croatia",297,NA
2020-10-02,"HR","Croatia",286,NA
2020-10-03,"HR","Croatia",289,NA
2020-10-04,"HR","Croatia",296,NA
2020-10-05,"HR","Croatia",326,NA
2020-10-06,"HR","Croatia",334,NA
2020-10-07,"HR","Croatia",344,NA
2020-10-08,"HR","Croatia",361,NA
2020-10-09,"HR","Croatia",385,NA
2020-10-10,"HR","Croatia",382,NA
2020-10-11,"HR","Croatia",384,NA
2020-10-12,"HR","Croatia",404,NA
2020-10-13,"HR","Croatia",424,NA
2020-10-14,"HR","Croatia",441,NA
2020-10-15,"HR","Croatia",439,NA
2020-10-16,"HR","Croatia",505,NA
2020-10-17,"HR","Croatia",530,NA
2020-10-18,"HR","Croatia",548,NA
2020-10-19,"HR","Croatia",571,NA
2020-10-20,"HR","Croatia",574,NA
2020-10-21,"HR","Croatia",622,NA
2020-10-22,"HR","Croatia",661,NA
2020-10-23,"HR","Croatia",716,NA
2020-10-24,"HR","Croatia",731,NA
2020-10-25,"HR","Croatia",825,NA
2020-10-26,"HR","Croatia",864,NA
2020-10-27,"HR","Croatia",897,NA
2020-10-28,"HR","Croatia",932,NA
2020-10-29,"HR","Croatia",985,NA
2020-10-30,"HR","Croatia",1027,NA
2020-10-31,"HR","Croatia",1049,NA
2020-11-01,"HR","Croatia",1097,NA
2020-11-02,"HR","Croatia",1127,NA
2020-11-03,"HR","Croatia",1192,NA
2020-11-04,"HR","Croatia",1221,NA
2020-11-05,"HR","Croatia",1278,NA
2020-11-06,"HR","Croatia",1307,NA
2020-11-07,"HR","Croatia",NA,NA
2020-11-08,"HR","Croatia",NA,NA
2020-11-09,"HR","Croatia",NA,NA
2020-11-10,"HR","Croatia",NA,NA
2020-11-11,"HR","Croatia",NA,NA
2020-11-12,"HR","Croatia",NA,NA
2020-11-13,"HR","Croatia",NA,NA
2020-11-14,"HR","Croatia",NA,NA
2020-11-15,"HR","Croatia",NA,NA
2020-11-16,"HR","Croatia",NA,NA
2020-11-17,"HR","Croatia",NA,NA
2020-11-18,"HR","Croatia",NA,NA
2020-11-19,"HR","Croatia",NA,NA
2020-11-20,"HR","Croatia",NA,NA
2020-11-21,"HR","Croatia",NA,NA
2020-11-22,"HR","Croatia",NA,NA
