"","data.country","data.gid_0","data.gid_1","data.iso_code","data.region","data.sample_size","data.smoothed_cli","data.smoothed_cli_se","data.survey_date","status"
"659","Spain","ESP","ESP.5_1","ESP","Castilla y León",1562,0.008272,0.003007,"20200714","success"
"660","Spain","ESP","ESP.5_1","ESP","Castilla y León",1576,0.00902,0.003126,"20200715","success"
"661","Spain","ESP","ESP.5_1","ESP","Castilla y León",1621,0.004733,0.00221,"20200716","success"
"662","Spain","ESP","ESP.5_1","ESP","Castilla y León",1601,0.0048,0.002241,"20200717","success"
"663","Spain","ESP","ESP.5_1","ESP","Castilla y León",1588,0.003535,0.001913,"20200718","success"
"664","Spain","ESP","ESP.5_1","ESP","Castilla y León",1570,0.002239,0.001545,"20200719","success"
"665","Spain","ESP","ESP.5_1","ESP","Castilla y León",1580,0.001627,0.001299,"20200720","success"
"666","Spain","ESP","ESP.5_1","ESP","Castilla y León",1604,0.001037,0.001013,"20200721","success"
"667","Spain","ESP","ESP.5_1","ESP","Castilla y León",1620,0.000292,0.000539,"20200722","success"
"668","Spain","ESP","ESP.5_1","ESP","Castilla y León",1622,0.000298,0.000549,"20200723","success"
"669","Spain","ESP","ESP.5_1","ESP","Castilla y León",1665,0.000294,0.000542,"20200724","success"
"670","Spain","ESP","ESP.5_1","ESP","Castilla y León",1722,0.000283,0.000522,"20200725","success"
"671","Spain","ESP","ESP.5_1","ESP","Castilla y León",1721,0.000597,0.000765,"20200726","success"
"672","Spain","ESP","ESP.5_1","ESP","Castilla y León",1737,0.000603,0.000772,"20200727","success"
"673","Spain","ESP","ESP.5_1","ESP","Castilla y León",1697,8e-04,0.000914,"20200728","success"
"674","Spain","ESP","ESP.5_1","ESP","Castilla y León",1694,0.001075,0.00105,"20200729","success"
"675","Spain","ESP","ESP.5_1","ESP","Castilla y León",1699,0.001665,0.001303,"20200730","success"
"676","Spain","ESP","ESP.5_1","ESP","Castilla y León",1662,0.001664,0.001302,"20200731","success"
"677","Spain","ESP","ESP.5_1","ESP","Castilla y León",1595,0.002458,0.001618,"20200801","success"
"678","Spain","ESP","ESP.5_1","ESP","Castilla y León",1606,0.001773,0.001361,"20200802","success"
"679","Spain","ESP","ESP.5_1","ESP","Castilla y León",1607,0.002093,0.001462,"20200803","success"
"680","Spain","ESP","ESP.5_1","ESP","Castilla y León",1613,0.001846,0.001341,"20200804","success"
"681","Spain","ESP","ESP.5_1","ESP","Castilla y León",1615,0.002224,0.00147,"20200805","success"
"682","Spain","ESP","ESP.5_1","ESP","Castilla y León",1582,0.002047,0.00142,"20200806","success"
"683","Spain","ESP","ESP.5_1","ESP","Castilla y León",1597,0.002664,0.001593,"20200807","success"
"684","Spain","ESP","ESP.5_1","ESP","Castilla y León",1606,0.002017,0.001384,"20200808","success"
"685","Spain","ESP","ESP.5_1","ESP","Castilla y León",1635,0.001962,0.001346,"20200809","success"
"686","Spain","ESP","ESP.5_1","ESP","Castilla y León",1672,0.002211,0.001441,"20200810","success"
"687","Spain","ESP","ESP.5_1","ESP","Castilla y León",1701,0.002239,0.001459,"20200811","success"
"688","Spain","ESP","ESP.5_1","ESP","Castilla y León",1691,0.002021,0.001397,"20200812","success"
"689","Spain","ESP","ESP.5_1","ESP","Castilla y León",1724,0.001634,0.001245,"20200813","success"
"690","Spain","ESP","ESP.5_1","ESP","Castilla y León",1704,0.002224,0.001483,"20200814","success"
"691","Spain","ESP","ESP.5_1","ESP","Castilla y León",1737,0.002795,0.001654,"20200815","success"
"692","Spain","ESP","ESP.5_1","ESP","Castilla y León",1749,0.003648,0.001921,"20200816","success"
"693","Spain","ESP","ESP.5_1","ESP","Castilla y León",1693,0.003511,0.001894,"20200817","success"
"694","Spain","ESP","ESP.5_1","ESP","Castilla y León",1686,0.007245,0.002691,"20200818","success"
"695","Spain","ESP","ESP.5_1","ESP","Castilla y León",1722,0.006908,0.002643,"20200819","success"
"696","Spain","ESP","ESP.5_1","ESP","Castilla y León",1749,0.007212,0.002662,"20200820","success"
"697","Spain","ESP","ESP.5_1","ESP","Castilla y León",1807,0.006485,0.002477,"20200821","success"
"698","Spain","ESP","ESP.5_1","ESP","Castilla y León",1819,0.00671,0.002502,"20200822","success"
"699","Spain","ESP","ESP.5_1","ESP","Castilla y León",1813,0.007864,0.002693,"20200823","success"
"700","Spain","ESP","ESP.5_1","ESP","Castilla y León",1855,0.007347,0.002579,"20200824","success"
"701","Spain","ESP","ESP.5_1","ESP","Castilla y León",1889,0.005602,0.002223,"20200825","success"
"702","Spain","ESP","ESP.5_1","ESP","Castilla y León",1870,0.006015,0.002278,"20200826","success"
"703","Spain","ESP","ESP.5_1","ESP","Castilla y León",1844,0.005692,0.002239,"20200827","success"
"704","Spain","ESP","ESP.5_1","ESP","Castilla y León",1829,0.005111,0.00214,"20200828","success"
"705","Spain","ESP","ESP.5_1","ESP","Castilla y León",1849,0.004696,0.00204,"20200829","success"
"706","Spain","ESP","ESP.5_1","ESP","Castilla y León",1823,0.003366,0.00174,"20200830","success"
"707","Spain","ESP","ESP.5_1","ESP","Castilla y León",1764,0.003751,0.001863,"20200831","success"
"708","Spain","ESP","ESP.5_1","ESP","Castilla y León",1709,0.002484,0.001554,"20200901","success"
"709","Spain","ESP","ESP.5_1","ESP","Castilla y León",1683,0.001882,0.001355,"20200902","success"
"710","Spain","ESP","ESP.5_1","ESP","Castilla y León",1651,0.003883,0.001983,"20200903","success"
"711","Spain","ESP","ESP.5_1","ESP","Castilla y León",1601,0.003905,0.001994,"20200904","success"
"712","Spain","ESP","ESP.5_1","ESP","Castilla y León",1581,0.006222,0.002524,"20200905","success"
"713","Spain","ESP","ESP.5_1","ESP","Castilla y León",1559,0.006448,0.00255,"20200906","success"
"714","Spain","ESP","ESP.5_1","ESP","Castilla y León",1553,0.006132,0.002486,"20200907","success"
"715","Spain","ESP","ESP.5_1","ESP","Castilla y León",1560,0.007082,0.002628,"20200908","success"
"716","Spain","ESP","ESP.5_1","ESP","Castilla y León",1558,0.008025,0.002805,"20200909","success"
"717","Spain","ESP","ESP.5_1","ESP","Castilla y León",1583,0.00764,0.002657,"20200910","success"
"718","Spain","ESP","ESP.5_1","ESP","Castilla y León",1574,0.007655,0.002662,"20200911","success"
"719","Spain","ESP","ESP.5_1","ESP","Castilla y León",1529,0.006397,0.002473,"20200912","success"
"720","Spain","ESP","ESP.5_1","ESP","Castilla y León",1541,0.00631,0.002456,"20200913","success"
"721","Spain","ESP","ESP.5_1","ESP","Castilla y León",1543,0.007618,0.002691,"20200914","success"
"722","Spain","ESP","ESP.5_1","ESP","Castilla y León",1519,0.006782,0.002616,"20200915","success"
"723","Spain","ESP","ESP.5_1","ESP","Castilla y León",1503,0.006072,0.002523,"20200916","success"
"724","Spain","ESP","ESP.5_1","ESP","Castilla y León",1493,0.004488,0.002197,"20200917","success"
"725","Spain","ESP","ESP.5_1","ESP","Castilla y León",1520,0.00548,0.002387,"20200918","success"
"726","Spain","ESP","ESP.5_1","ESP","Castilla y León",1547,0.004982,0.002263,"20200919","success"
"727","Spain","ESP","ESP.5_1","ESP","Castilla y León",1553,0.004229,0.00209,"20200920","success"
"728","Spain","ESP","ESP.5_1","ESP","Castilla y León",1571,0.002724,0.001665,"20200921","success"
"729","Spain","ESP","ESP.5_1","ESP","Castilla y León",1595,0.002541,0.001577,"20200922","success"
"730","Spain","ESP","ESP.5_1","ESP","Castilla y León",1611,0.002982,0.001684,"20200923","success"
"731","Spain","ESP","ESP.5_1","ESP","Castilla y León",1603,0.005602,0.002316,"20200924","success"
"732","Spain","ESP","ESP.6_1","ESP","Cataluña",167,0.011123,0.010436,"20200501","success"
"733","Spain","ESP","ESP.6_1","ESP","Cataluña",309,0.012107,0.00791,"20200502","success"
"734","Spain","ESP","ESP.6_1","ESP","Cataluña",711,0.011501,0.00526,"20200503","success"
"735","Spain","ESP","ESP.6_1","ESP","Cataluña",1183,0.009112,0.00364,"20200504","success"
"736","Spain","ESP","ESP.6_1","ESP","Cataluña",1676,0.008963,0.003055,"20200505","success"
"737","Spain","ESP","ESP.6_1","ESP","Cataluña",450,0.007921,0.005448,"20200506","success"
"738","Spain","ESP","ESP.6_1","ESP","Cataluña",920,0.010315,0.004426,"20200507","success"
"739","Spain","ESP","ESP.6_1","ESP","Cataluña",1322,0.007381,0.003098,"20200508","success"
"740","Spain","ESP","ESP.6_1","ESP","Cataluña",1790,0.005984,0.002397,"20200509","success"
"741","Spain","ESP","ESP.6_1","ESP","Cataluña",2239,0.006493,0.002183,"20200510","success"
"742","Spain","ESP","ESP.6_1","ESP","Cataluña",2696,0.006975,0.002074,"20200511","success"
"743","Spain","ESP","ESP.6_1","ESP","Cataluña",3085,0.006678,0.001897,"20200512","success"
"744","Spain","ESP","ESP.6_1","ESP","Cataluña",3015,0.005896,0.00179,"20200513","success"
"745","Spain","ESP","ESP.6_1","ESP","Cataluña",3042,0.00501,0.001631,"20200514","success"
"746","Spain","ESP","ESP.6_1","ESP","Cataluña",3132,0.005864,0.001734,"20200515","success"
"747","Spain","ESP","ESP.6_1","ESP","Cataluña",3139,0.008679,0.002107,"20200516","success"
"748","Spain","ESP","ESP.6_1","ESP","Cataluña",3217,0.008292,0.002075,"20200517","success"
"749","Spain","ESP","ESP.6_1","ESP","Cataluña",3196,0.009093,0.002164,"20200518","success"
"750","Spain","ESP","ESP.6_1","ESP","Cataluña",3269,0.008864,0.00213,"20200519","success"
"751","Spain","ESP","ESP.6_1","ESP","Cataluña",3370,0.009543,0.002189,"20200520","success"
"752","Spain","ESP","ESP.6_1","ESP","Cataluña",3182,0.00869,0.002159,"20200521","success"
"753","Spain","ESP","ESP.6_1","ESP","Cataluña",3107,0.007752,0.002075,"20200522","success"
"754","Spain","ESP","ESP.6_1","ESP","Cataluña",3079,0.006734,0.001937,"20200523","success"
"755","Spain","ESP","ESP.6_1","ESP","Cataluña",3017,0.006259,0.001881,"20200524","success"
"756","Spain","ESP","ESP.6_1","ESP","Cataluña",2997,0.00503,0.001694,"20200525","success"
"757","Spain","ESP","ESP.6_1","ESP","Cataluña",2939,0.005021,0.0017,"20200526","success"
"758","Spain","ESP","ESP.6_1","ESP","Cataluña",2877,0.005637,0.001814,"20200527","success"
"759","Spain","ESP","ESP.6_1","ESP","Cataluña",2989,0.005021,0.001678,"20200528","success"
"760","Spain","ESP","ESP.6_1","ESP","Cataluña",2918,0.005341,0.001752,"20200529","success"
"761","Spain","ESP","ESP.6_1","ESP","Cataluña",2863,0.00528,0.001761,"20200530","success"
"762","Spain","ESP","ESP.6_1","ESP","Cataluña",2816,0.005278,0.001763,"20200531","success"
"763","Spain","ESP","ESP.6_1","ESP","Cataluña",2774,0.005075,0.001749,"20200601","success"
"764","Spain","ESP","ESP.6_1","ESP","Cataluña",2752,0.004724,0.0017,"20200602","success"
"765","Spain","ESP","ESP.6_1","ESP","Cataluña",2717,0.003421,0.001475,"20200603","success"
"766","Spain","ESP","ESP.6_1","ESP","Cataluña",2760,0.005434,0.001833,"20200604","success"
"767","Spain","ESP","ESP.6_1","ESP","Cataluña",2799,0.005436,0.001819,"20200605","success"
"768","Spain","ESP","ESP.6_1","ESP","Cataluña",2795,0.005365,0.001814,"20200606","success"
"769","Spain","ESP","ESP.6_1","ESP","Cataluña",2809,0.005781,0.001893,"20200607","success"
"770","Spain","ESP","ESP.6_1","ESP","Cataluña",2798,0.005205,0.001811,"20200608","success"
"771","Spain","ESP","ESP.6_1","ESP","Cataluña",2767,0.005377,0.001837,"20200609","success"
"772","Spain","ESP","ESP.6_1","ESP","Cataluña",2750,0.005391,0.001841,"20200610","success"
"773","Spain","ESP","ESP.6_1","ESP","Cataluña",2645,0.003907,0.001608,"20200611","success"
"774","Spain","ESP","ESP.6_1","ESP","Cataluña",2648,0.005349,0.001875,"20200612","success"
"775","Spain","ESP","ESP.6_1","ESP","Cataluña",2641,0.005174,0.001832,"20200613","success"
"776","Spain","ESP","ESP.6_1","ESP","Cataluña",2542,0.004774,0.001787,"20200614","success"
"777","Spain","ESP","ESP.6_1","ESP","Cataluña",2554,0.005401,0.001886,"20200615","success"
"778","Spain","ESP","ESP.6_1","ESP","Cataluña",2538,0.005239,0.001873,"20200616","success"
"779","Spain","ESP","ESP.6_1","ESP","Cataluña",2511,0.006794,0.002141,"20200617","success"
"780","Spain","ESP","ESP.6_1","ESP","Cataluña",2503,0.006134,0.002039,"20200618","success"
"781","Spain","ESP","ESP.6_1","ESP","Cataluña",2442,0.005156,0.001896,"20200619","success"
"782","Spain","ESP","ESP.6_1","ESP","Cataluña",2421,0.005483,0.001981,"20200620","success"
"783","Spain","ESP","ESP.6_1","ESP","Cataluña",2504,0.005786,0.002002,"20200621","success"
"784","Spain","ESP","ESP.6_1","ESP","Cataluña",2468,0.005274,0.001915,"20200622","success"
"785","Spain","ESP","ESP.6_1","ESP","Cataluña",2445,0.005113,0.001895,"20200623","success"
"786","Spain","ESP","ESP.6_1","ESP","Cataluña",2478,0.00348,0.001548,"20200624","success"
"787","Spain","ESP","ESP.6_1","ESP","Cataluña",2498,0.00476,0.001826,"20200625","success"
"788","Spain","ESP","ESP.6_1","ESP","Cataluña",2541,0.004017,0.001678,"20200626","success"
"789","Spain","ESP","ESP.6_1","ESP","Cataluña",2516,0.003397,0.001531,"20200627","success"
"790","Spain","ESP","ESP.6_1","ESP","Cataluña",2457,0.003328,0.00153,"20200628","success"
"791","Spain","ESP","ESP.6_1","ESP","Cataluña",2479,0.003215,0.001507,"20200629","success"
"792","Spain","ESP","ESP.6_1","ESP","Cataluña",2532,0.00303,0.00145,"20200630","success"
"793","Spain","ESP","ESP.6_1","ESP","Cataluña",2492,0.002474,0.001328,"20200701","success"
"794","Spain","ESP","ESP.6_1","ESP","Cataluña",2397,0.000868,0.000793,"20200702","success"
"795","Spain","ESP","ESP.6_1","ESP","Cataluña",2302,0.000874,0.000799,"20200703","success"
"796","Spain","ESP","ESP.6_1","ESP","Cataluña",2285,0.001486,0.001053,"20200704","success"
"797","Spain","ESP","ESP.6_1","ESP","Cataluña",2262,0.001943,0.001202,"20200705","success"
"798","Spain","ESP","ESP.6_1","ESP","Cataluña",2247,0.005491,0.001997,"20200706","success"
"799","Spain","ESP","ESP.6_1","ESP","Cataluña",2247,0.005861,0.002036,"20200707","success"
"800","Spain","ESP","ESP.6_1","ESP","Cataluña",2248,0.006325,0.002096,"20200708","success"
"801","Spain","ESP","ESP.6_1","ESP","Cataluña",2350,0.00664,0.002114,"20200709","success"
"802","Spain","ESP","ESP.6_1","ESP","Cataluña",2462,0.007161,0.002153,"20200710","success"
"803","Spain","ESP","ESP.6_1","ESP","Cataluña",2505,0.007227,0.002144,"20200711","success"
"804","Spain","ESP","ESP.6_1","ESP","Cataluña",2611,0.006049,0.001921,"20200712","success"
"805","Spain","ESP","ESP.6_1","ESP","Cataluña",2694,0.002757,0.001287,"20200713","success"
"806","Spain","ESP","ESP.6_1","ESP","Cataluña",2738,0.003033,0.001358,"20200714","success"
"807","Spain","ESP","ESP.6_1","ESP","Cataluña",2803,0.005146,0.001755,"20200715","success"
"808","Spain","ESP","ESP.6_1","ESP","Cataluña",2832,0.005227,0.001742,"20200716","success"
"809","Spain","ESP","ESP.6_1","ESP","Cataluña",2812,0.005395,0.00178,"20200717","success"
"810","Spain","ESP","ESP.6_1","ESP","Cataluña",2878,0.004926,0.001672,"20200718","success"
"811","Spain","ESP","ESP.6_1","ESP","Cataluña",2909,0.005292,0.00175,"20200719","success"
"812","Spain","ESP","ESP.6_1","ESP","Cataluña",2922,0.005291,0.00175,"20200720","success"
"813","Spain","ESP","ESP.6_1","ESP","Cataluña",2968,0.005384,0.001743,"20200721","success"
"814","Spain","ESP","ESP.6_1","ESP","Cataluña",3052,0.003149,0.001329,"20200722","success"
"815","Spain","ESP","ESP.6_1","ESP","Cataluña",3072,0.002538,0.001203,"20200723","success"
"816","Spain","ESP","ESP.6_1","ESP","Cataluña",3102,0.003575,0.001417,"20200724","success"
"817","Spain","ESP","ESP.6_1","ESP","Cataluña",3094,0.004635,0.001614,"20200725","success"
"818","Spain","ESP","ESP.6_1","ESP","Cataluña",3052,0.006286,0.001873,"20200726","success"
"819","Spain","ESP","ESP.6_1","ESP","Cataluña",3075,0.006544,0.001909,"20200727","success"
"820","Spain","ESP","ESP.6_1","ESP","Cataluña",2994,0.00637,0.001911,"20200728","success"
"821","Spain","ESP","ESP.6_1","ESP","Cataluña",2929,0.006261,0.001898,"20200729","success"
"822","Spain","ESP","ESP.6_1","ESP","Cataluña",2925,0.006408,0.001904,"20200730","success"
"823","Spain","ESP","ESP.6_1","ESP","Cataluña",2894,0.005383,0.001763,"20200731","success"
"824","Spain","ESP","ESP.6_1","ESP","Cataluña",2860,0.004821,0.001688,"20200801","success"
"825","Spain","ESP","ESP.6_1","ESP","Cataluña",2850,0.003759,0.001502,"20200802","success"
"826","Spain","ESP","ESP.6_1","ESP","Cataluña",2763,0.003635,0.001513,"20200803","success"
"827","Spain","ESP","ESP.6_1","ESP","Cataluña",2723,0.003621,0.001514,"20200804","success"
"828","Spain","ESP","ESP.6_1","ESP","Cataluña",2666,0.003708,0.001552,"20200805","success"
"829","Spain","ESP","ESP.6_1","ESP","Cataluña",2619,0.003837,0.001603,"20200806","success"
"830","Spain","ESP","ESP.6_1","ESP","Cataluña",2641,0.003324,0.001488,"20200807","success"
"831","Spain","ESP","ESP.6_1","ESP","Cataluña",2635,0.002941,0.001409,"20200808","success"
"832","Spain","ESP","ESP.6_1","ESP","Cataluña",2650,0.003853,0.001577,"20200809","success"
"833","Spain","ESP","ESP.6_1","ESP","Cataluña",2651,0.005219,0.001815,"20200810","success"
"834","Spain","ESP","ESP.6_1","ESP","Cataluña",2721,0.005986,0.00191,"20200811","success"
"835","Spain","ESP","ESP.6_1","ESP","Cataluña",2746,0.006535,0.001976,"20200812","success"
"836","Spain","ESP","ESP.6_1","ESP","Cataluña",2711,0.008426,0.002247,"20200813","success"
"837","Spain","ESP","ESP.6_1","ESP","Cataluña",2670,0.008367,0.002255,"20200814","success"
"838","Spain","ESP","ESP.6_1","ESP","Cataluña",2693,0.008619,0.002273,"20200815","success"
"839","Spain","ESP","ESP.6_1","ESP","Cataluña",2635,0.008935,0.002362,"20200816","success"
"840","Spain","ESP","ESP.6_1","ESP","Cataluña",2640,0.008454,0.002281,"20200817","success"
"841","Spain","ESP","ESP.6_1","ESP","Cataluña",2671,0.007974,0.002226,"20200818","success"
"842","Spain","ESP","ESP.6_1","ESP","Cataluña",2671,0.007554,0.002162,"20200819","success"
"843","Spain","ESP","ESP.6_1","ESP","Cataluña",2693,0.005648,0.001868,"20200820","success"
"844","Spain","ESP","ESP.6_1","ESP","Cataluña",2731,0.006125,0.001921,"20200821","success"
"845","Spain","ESP","ESP.6_1","ESP","Cataluña",2739,0.006492,0.002012,"20200822","success"
"846","Spain","ESP","ESP.6_1","ESP","Cataluña",2815,0.004895,0.001747,"20200823","success"
"847","Spain","ESP","ESP.6_1","ESP","Cataluña",2883,0.006346,0.002003,"20200824","success"
"848","Spain","ESP","ESP.6_1","ESP","Cataluña",2869,0.005935,0.001937,"20200825","success"
"849","Spain","ESP","ESP.6_1","ESP","Cataluña",2878,0.007525,0.002191,"20200826","success"
"850","Spain","ESP","ESP.6_1","ESP","Cataluña",2882,0.007623,0.002195,"20200827","success"
"851","Spain","ESP","ESP.6_1","ESP","Cataluña",2881,0.006754,0.002057,"20200828","success"
"852","Spain","ESP","ESP.6_1","ESP","Cataluña",2864,0.009364,0.002371,"20200829","success"
"853","Spain","ESP","ESP.6_1","ESP","Cataluña",2814,0.008898,0.002295,"20200830","success"
"854","Spain","ESP","ESP.6_1","ESP","Cataluña",2729,0.008029,0.002165,"20200831","success"
"855","Spain","ESP","ESP.6_1","ESP","Cataluña",2685,0.008197,0.002193,"20200901","success"
"856","Spain","ESP","ESP.6_1","ESP","Cataluña",2706,0.006951,0.002005,"20200902","success"
"857","Spain","ESP","ESP.6_1","ESP","Cataluña",2688,0.008072,0.002157,"20200903","success"
"858","Spain","ESP","ESP.6_1","ESP","Cataluña",2608,0.008338,0.002228,"20200904","success"
"859","Spain","ESP","ESP.6_1","ESP","Cataluña",2535,0.004872,0.001731,"20200905","success"
"860","Spain","ESP","ESP.6_1","ESP","Cataluña",2497,0.006147,0.001959,"20200906","success"
"861","Spain","ESP","ESP.6_1","ESP","Cataluña",2475,0.005286,0.00184,"20200907","success"
"862","Spain","ESP","ESP.6_1","ESP","Cataluña",2432,0.005985,0.001987,"20200908","success"
"863","Spain","ESP","ESP.6_1","ESP","Cataluña",2328,0.006455,0.002106,"20200909","success"
"864","Spain","ESP","ESP.6_1","ESP","Cataluña",2312,0.005137,0.001887,"20200910","success"
"865","Spain","ESP","ESP.6_1","ESP","Cataluña",2329,0.005838,0.002005,"20200911","success"
"866","Spain","ESP","ESP.6_1","ESP","Cataluña",2328,0.006216,0.002062,"20200912","success"
"867","Spain","ESP","ESP.6_1","ESP","Cataluña",2331,0.006813,0.002167,"20200913","success"
"868","Spain","ESP","ESP.6_1","ESP","Cataluña",2314,0.006931,0.002172,"20200914","success"
"869","Spain","ESP","ESP.6_1","ESP","Cataluña",2289,0.006127,0.002034,"20200915","success"
"870","Spain","ESP","ESP.6_1","ESP","Cataluña",2335,0.005778,0.001937,"20200916","success"
"871","Spain","ESP","ESP.6_1","ESP","Cataluña",2345,0.005388,0.001869,"20200917","success"
"872","Spain","ESP","ESP.6_1","ESP","Cataluña",2380,0.00496,0.001772,"20200918","success"
"873","Spain","ESP","ESP.6_1","ESP","Cataluña",2423,0.004597,0.001696,"20200919","success"
"874","Spain","ESP","ESP.6_1","ESP","Cataluña",2402,0.003376,0.001445,"20200920","success"
"875","Spain","ESP","ESP.6_1","ESP","Cataluña",2418,0.003747,0.001517,"20200921","success"
"876","Spain","ESP","ESP.6_1","ESP","Cataluña",2440,0.004175,0.001591,"20200922","success"
"877","Spain","ESP","ESP.6_1","ESP","Cataluña",2433,0.003604,0.001484,"20200923","success"
"878","Spain","ESP","ESP.6_1","ESP","Cataluña",2412,0.005547,0.001844,"20200924","success"
"879","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",271,0.021922,0.011325,"20200501","success"
"880","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",528,0.012992,0.006465,"20200502","success"
"881","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",1080,0.011424,0.004335,"20200503","success"
"882","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",1640,0.012777,0.003767,"20200504","success"
"883","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",2187,0.013378,0.003282,"20200505","success"
"884","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",572,0.007506,0.004811,"20200506","success"
"885","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",1142,0.007886,0.003428,"20200507","success"
"886","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",1691,0.007002,0.002659,"20200508","success"
"887","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",2255,0.006828,0.002275,"20200509","success"
"888","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",2855,0.006001,0.001885,"20200510","success"
"889","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3426,0.008657,0.002055,"20200511","success"
"890","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3998,0.008108,0.00185,"20200512","success"
"891","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3976,0.007888,0.001826,"20200513","success"
"892","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3996,0.007911,0.001829,"20200514","success"
"893","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4068,0.008429,0.001873,"20200515","success"
"894","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4160,0.008618,0.001869,"20200516","success"
"895","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4225,0.008528,0.001847,"20200517","success"
"896","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4238,0.006981,0.001679,"20200518","success"
"897","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4267,0.00995,0.001987,"20200519","success"
"898","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4339,0.010528,0.002038,"20200520","success"
"899","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4212,0.009888,0.002014,"20200521","success"
"900","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4109,0.009151,0.001967,"20200522","success"
"901","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4114,0.010336,0.002117,"20200523","success"
"902","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4114,0.010189,0.002129,"20200524","success"
"903","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4153,0.009634,0.002042,"20200525","success"
"904","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4127,0.007379,0.001794,"20200526","success"
"905","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4067,0.006252,0.001673,"20200527","success"
"906","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4120,0.006623,0.001705,"20200528","success"
"907","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",4080,0.006174,0.001654,"20200529","success"
"908","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3972,0.005651,0.001585,"20200530","success"
"909","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3893,0.004439,0.001426,"20200531","success"
"910","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3715,0.003836,0.001367,"20200601","success"
"911","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3707,0.005167,0.001594,"20200602","success"
"912","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3671,0.005485,0.001625,"20200603","success"
"913","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3751,0.004622,0.001466,"20200604","success"
"914","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3816,0.004561,0.00143,"20200605","success"
"915","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3774,0.00447,0.00142,"20200606","success"
"916","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3779,0.004809,0.001445,"20200607","success"
"917","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3860,0.004804,0.001429,"20200608","success"
"918","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3758,0.003891,0.001305,"20200609","success"
"919","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3757,0.0038,0.001283,"20200610","success"
"920","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3614,0.005715,0.001608,"20200611","success"
"921","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3592,0.0074,0.001838,"20200612","success"
"922","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3569,0.006876,0.001776,"20200613","success"
"923","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3487,0.006136,0.001698,"20200614","success"
"924","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3477,0.007572,0.001887,"20200615","success"
"925","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3476,0.007975,0.001923,"20200616","success"
"926","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3459,0.008085,0.001959,"20200617","success"
"927","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3464,0.006987,0.001818,"20200618","success"
"928","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3381,0.005401,0.001611,"20200619","success"
"929","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3412,0.007467,0.001894,"20200620","success"
"930","Spain","ESP","ESP.8_1","ESP","Comunidad de Madrid",3413,0.006864,0.001822,"20200621","success"
