"date","year_week","countrycode","countryname","hosp_occupancy"
2020-06-19,"2020-W25","NO","Norway",17
2020-06-20,"2020-W25","NO","Norway",NA
2020-06-21,"2020-W25","NO","Norway",NA
2020-06-22,"2020-W26","NO","Norway",13
2020-06-23,"2020-W26","NO","Norway",12
2020-06-24,"2020-W26","NO","Norway",16
2020-06-25,"2020-W26","NO","Norway",18
2020-06-26,"2020-W26","NO","Norway",20
2020-06-27,"2020-W26","NO","Norway",NA
2020-06-28,"2020-W26","NO","Norway",NA
2020-06-29,"2020-W27","NO","Norway",18
2020-06-30,"2020-W27","NO","Norway",18
2020-07-01,"2020-W27","NO","Norway",17
2020-07-02,"2020-W27","NO","Norway",19
2020-07-03,"2020-W27","NO","Norway",15
2020-07-04,"2020-W27","NO","Norway",NA
2020-07-05,"2020-W27","NO","Norway",NA
2020-07-06,"2020-W28","NO","Norway",11
2020-07-07,"2020-W28","NO","Norway",9
2020-07-08,"2020-W28","NO","Norway",8
2020-07-09,"2020-W28","NO","Norway",8
2020-07-10,"2020-W28","NO","Norway",4
2020-07-11,"2020-W28","NO","Norway",NA
2020-07-12,"2020-W28","NO","Norway",NA
2020-07-13,"2020-W29","NO","Norway",7
2020-07-14,"2020-W29","NO","Norway",7
2020-07-15,"2020-W29","NO","Norway",5
2020-07-16,"2020-W29","NO","Norway",6
2020-07-17,"2020-W29","NO","Norway",8
2020-07-18,"2020-W29","NO","Norway",NA
2020-07-19,"2020-W29","NO","Norway",NA
2020-07-20,"2020-W30","NO","Norway",10
2020-07-21,"2020-W30","NO","Norway",7
2020-07-22,"2020-W30","NO","Norway",3
2020-07-23,"2020-W30","NO","Norway",3
2020-07-24,"2020-W30","NO","Norway",3
2020-07-25,"2020-W30","NO","Norway",NA
2020-07-26,"2020-W30","NO","Norway",NA
2020-07-27,"2020-W31","NO","Norway",7
2020-07-28,"2020-W31","NO","Norway",5
2020-07-29,"2020-W31","NO","Norway",6
2020-07-30,"2020-W31","NO","Norway",6
2020-07-31,"2020-W31","NO","Norway",3
2020-08-01,"2020-W31","NO","Norway",NA
2020-08-02,"2020-W31","NO","Norway",NA
2020-08-03,"2020-W32","NO","Norway",14
2020-08-04,"2020-W32","NO","Norway",12
2020-08-05,"2020-W32","NO","Norway",11
2020-08-06,"2020-W32","NO","Norway",14
2020-08-07,"2020-W32","NO","Norway",15
2020-08-08,"2020-W32","NO","Norway",NA
2020-08-09,"2020-W32","NO","Norway",NA
2020-08-10,"2020-W33","NO","Norway",16
2020-08-11,"2020-W33","NO","Norway",15
2020-08-12,"2020-W33","NO","Norway",15
2020-08-13,"2020-W33","NO","Norway",12
2020-08-14,"2020-W33","NO","Norway",8
2020-08-15,"2020-W33","NO","Norway",NA
2020-08-16,"2020-W33","NO","Norway",NA
2020-08-17,"2020-W34","NO","Norway",14
2020-08-18,"2020-W34","NO","Norway",12
2020-08-19,"2020-W34","NO","Norway",11
2020-08-20,"2020-W34","NO","Norway",10
2020-08-21,"2020-W34","NO","Norway",13
2020-08-22,"2020-W34","NO","Norway",NA
2020-08-23,"2020-W34","NO","Norway",NA
2020-08-24,"2020-W35","NO","Norway",17
2020-08-25,"2020-W35","NO","Norway",18
2020-08-26,"2020-W35","NO","Norway",17
2020-08-27,"2020-W35","NO","Norway",17
2020-08-28,"2020-W35","NO","Norway",16
2020-08-29,"2020-W35","NO","Norway",NA
2020-08-30,"2020-W35","NO","Norway",NA
2020-08-31,"2020-W36","NO","Norway",12
2020-09-01,"2020-W36","NO","Norway",11
2020-09-02,"2020-W36","NO","Norway",11
2020-09-03,"2020-W36","NO","Norway",13
2020-09-04,"2020-W36","NO","Norway",16
2020-09-05,"2020-W36","NO","Norway",NA
2020-09-06,"2020-W36","NO","Norway",NA
2020-09-07,"2020-W37","NO","Norway",15
2020-09-08,"2020-W37","NO","Norway",11
2020-09-09,"2020-W37","NO","Norway",14
2020-09-10,"2020-W37","NO","Norway",11
2020-09-11,"2020-W37","NO","Norway",16
2020-09-12,"2020-W37","NO","Norway",NA
2020-09-13,"2020-W37","NO","Norway",NA
2020-09-14,"2020-W38","NO","Norway",21
2020-09-15,"2020-W38","NO","Norway",18
2020-09-16,"2020-W38","NO","Norway",16
2020-09-17,"2020-W38","NO","Norway",20
2020-09-18,"2020-W38","NO","Norway",16
2020-09-19,"2020-W38","NO","Norway",NA
2020-09-20,"2020-W38","NO","Norway",NA
2020-09-21,"2020-W39","NO","Norway",23
2020-09-22,"2020-W39","NO","Norway",21
2020-09-23,"2020-W39","NO","Norway",19
2020-09-24,"2020-W39","NO","Norway",24
2020-09-25,"2020-W39","NO","Norway",19
2020-09-26,"2020-W39","NO","Norway",NA
2020-09-27,"2020-W39","NO","Norway",NA
2020-09-28,"2020-W40","NO","Norway",21
2020-09-29,"2020-W40","NO","Norway",24
2020-09-30,"2020-W40","NO","Norway",28
2020-10-01,"2020-W40","NO","Norway",25
2020-10-02,"2020-W40","NO","Norway",27
2020-10-03,"2020-W40","NO","Norway",NA
2020-10-04,"2020-W40","NO","Norway",NA
2020-10-05,"2020-W41","NO","Norway",25
2020-10-06,"2020-W41","NO","Norway",22
2020-10-07,"2020-W41","NO","Norway",25
2020-10-08,"2020-W41","NO","Norway",27
2020-10-09,"2020-W41","NO","Norway",23
2020-10-10,"2020-W41","NO","Norway",NA
2020-10-11,"2020-W41","NO","Norway",NA
2020-10-12,"2020-W42","NO","Norway",31
2020-10-13,"2020-W42","NO","Norway",27
2020-10-14,"2020-W42","NO","Norway",23
2020-10-15,"2020-W42","NO","Norway",24
2020-10-16,"2020-W42","NO","Norway",28
2020-10-17,"2020-W42","NO","Norway",NA
2020-10-18,"2020-W42","NO","Norway",NA
2020-10-19,"2020-W43","NO","Norway",28
2020-10-20,"2020-W43","NO","Norway",29
2020-10-21,"2020-W43","NO","Norway",36
2020-10-22,"2020-W43","NO","Norway",44
2020-10-23,"2020-W43","NO","Norway",44
2020-10-24,"2020-W43","NO","Norway",NA
2020-10-25,"2020-W43","NO","Norway",NA
2020-10-26,"2020-W44","NO","Norway",54
2020-10-27,"2020-W44","NO","Norway",51
2020-10-28,"2020-W44","NO","Norway",49
2020-10-29,"2020-W44","NO","Norway",47
2020-10-30,"2020-W44","NO","Norway",60
2020-10-31,"2020-W44","NO","Norway",60
2020-11-01,"2020-W44","NO","Norway",63
2020-11-02,"2020-W45","NO","Norway",64
2020-11-03,"2020-W45","NO","Norway",61
2020-11-04,"2020-W45","NO","Norway",70
2020-11-05,"2020-W45","NO","Norway",72
2020-11-06,"2020-W45","NO","Norway",88
2020-11-07,"2020-W45","NO","Norway",92
2020-11-08,"2020-W45","NO","Norway",96
2020-11-09,"2020-W46","NO","Norway",97
2020-11-10,"2020-W46","NO","Norway",104
2020-11-11,"2020-W46","NO","Norway",95
2020-11-12,"2020-W46","NO","Norway",110
2020-11-13,"2020-W46","NO","Norway",109
2020-11-14,"2020-W46","NO","Norway",117
2020-11-15,"2020-W46","NO","Norway",127
2020-11-16,"2020-W47","NO","Norway",135
2020-11-17,"2020-W47","NO","Norway",139
2020-11-18,"2020-W47","NO","Norway",143
2020-11-19,"2020-W47","NO","Norway",138
2020-11-20,"2020-W47","NO","Norway",127
2020-11-21,"2020-W47","NO","Norway",124
2020-11-22,"2020-W47","NO","Norway",129
2020-11-23,"2020-W47","NO","Norway",NA
2020-11-24,"2020-W47","NO","Norway",NA
2020-11-25,"2020-W47","NO","Norway",NA
2020-11-26,"2020-W47","NO","Norway",NA
2020-11-27,"2020-W47","NO","Norway",NA
2020-11-28,"2020-W47","NO","Norway",NA
NA,"2020-W12","NO","Norway",NA
NA,"2020-W13","NO","Norway",NA
NA,"2020-W14","NO","Norway",NA
NA,"2020-W26","NO","Norway",NA
NA,"2020-W27","NO","Norway",NA
NA,"2020-W28","NO","Norway",NA
NA,"2020-W40","NO","Norway",NA
NA,"2020-W41","NO","Norway",NA
NA,"2020-W15","NO","Norway",NA
NA,"2020-W16","NO","Norway",NA
NA,"2020-W21","NO","Norway",NA
NA,"2020-W29","NO","Norway",NA
NA,"2020-W30","NO","Norway",NA
NA,"2020-W35","NO","Norway",NA
NA,"2020-W42","NO","Norway",NA
NA,"2020-W43","NO","Norway",NA
NA,"2020-W44","NO","Norway",NA
NA,"2020-W45","NO","Norway",NA
NA,"2020-W11","NO","Norway",NA
NA,"2020-W17","NO","Norway",NA
NA,"2020-W22","NO","Norway",NA
NA,"2020-W18","NO","Norway",NA
NA,"2020-W23","NO","Norway",NA
NA,"2020-W24","NO","Norway",NA
NA,"2020-W25","NO","Norway",NA
NA,"2020-W31","NO","Norway",NA
NA,"2020-W36","NO","Norway",NA
NA,"2020-W32","NO","Norway",NA
NA,"2020-W37","NO","Norway",NA
NA,"2020-W38","NO","Norway",NA
NA,"2020-W39","NO","Norway",NA
NA,"2020-W10","NO","Norway",NA
NA,"2020-W20","NO","Norway",NA
NA,"2020-W19","NO","Norway",NA
NA,"2020-W33","NO","Norway",NA
NA,"2020-W34","NO","Norway",NA
NA,"2020-W09","NO","Norway",NA
NA,"2020-W47","NO","Norway",NA
NA,"2020-W46","NO","Norway",NA
