"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-03-19,"2020-W12","LU","Luxembourg",1,0
2020-03-20,"2020-W12","LU","Luxembourg",21,3
2020-03-21,"2020-W12","LU","Luxembourg",62,6
2020-03-22,"2020-W12","LU","Luxembourg",65,2
2020-03-23,"2020-W13","LU","Luxembourg",73,2
2020-03-24,"2020-W13","LU","Luxembourg",99,2
2020-03-25,"2020-W13","LU","Luxembourg",142,14
2020-03-26,"2020-W13","LU","Luxembourg",140,20
2020-03-27,"2020-W13","LU","Luxembourg",148,20
2020-03-28,"2020-W13","LU","Luxembourg",175,23
2020-03-29,"2020-W13","LU","Luxembourg",181,21
2020-03-30,"2020-W14","LU","Luxembourg",174,24
2020-03-31,"2020-W14","LU","Luxembourg",179,26
2020-04-01,"2020-W14","LU","Luxembourg",181,27
2020-04-02,"2020-W14","LU","Luxembourg",201,30
2020-04-03,"2020-W14","LU","Luxembourg",202,35
2020-04-04,"2020-W14","LU","Luxembourg",206,33
2020-04-05,"2020-W14","LU","Luxembourg",193,33
2020-04-06,"2020-W15","LU","Luxembourg",191,31
2020-04-07,"2020-W15","LU","Luxembourg",190,31
2020-04-08,"2020-W15","LU","Luxembourg",201,33
2020-04-09,"2020-W15","LU","Luxembourg",192,29
2020-04-10,"2020-W15","LU","Luxembourg",193,28
2020-04-11,"2020-W15","LU","Luxembourg",180,30
2020-04-12,"2020-W15","LU","Luxembourg",192,31
2020-04-13,"2020-W16","LU","Luxembourg",172,33
2020-04-14,"2020-W16","LU","Luxembourg",174,34
2020-04-15,"2020-W16","LU","Luxembourg",159,35
2020-04-16,"2020-W16","LU","Luxembourg",170,32
2020-04-17,"2020-W16","LU","Luxembourg",154,30
2020-04-18,"2020-W16","LU","Luxembourg",167,31
2020-04-19,"2020-W16","LU","Luxembourg",162,30
2020-04-20,"2020-W17","LU","Luxembourg",161,31
2020-04-21,"2020-W17","LU","Luxembourg",157,31
2020-04-22,"2020-W17","LU","Luxembourg",153,28
2020-04-23,"2020-W17","LU","Luxembourg",136,24
2020-04-24,"2020-W17","LU","Luxembourg",134,25
2020-04-25,"2020-W17","LU","Luxembourg",121,23
2020-04-26,"2020-W17","LU","Luxembourg",120,20
2020-04-27,"2020-W18","LU","Luxembourg",109,20
2020-04-28,"2020-W18","LU","Luxembourg",114,22
2020-04-29,"2020-W18","LU","Luxembourg",102,24
2020-04-30,"2020-W18","LU","Luxembourg",91,24
2020-05-01,"2020-W18","LU","Luxembourg",104,25
2020-05-02,"2020-W18","LU","Luxembourg",98,24
2020-05-03,"2020-W18","LU","Luxembourg",96,23
2020-05-04,"2020-W19","LU","Luxembourg",93,22
2020-05-05,"2020-W19","LU","Luxembourg",101,20
2020-05-06,"2020-W19","LU","Luxembourg",96,21
2020-05-07,"2020-W19","LU","Luxembourg",83,16
2020-05-08,"2020-W19","LU","Luxembourg",90,15
2020-05-09,"2020-W19","LU","Luxembourg",82,14
2020-05-10,"2020-W19","LU","Luxembourg",77,18
2020-05-11,"2020-W20","LU","Luxembourg",78,22
2020-05-12,"2020-W20","LU","Luxembourg",79,22
2020-05-13,"2020-W20","LU","Luxembourg",70,11
2020-05-14,"2020-W20","LU","Luxembourg",74,11
2020-05-15,"2020-W20","LU","Luxembourg",65,15
2020-05-16,"2020-W20","LU","Luxembourg",55,13
2020-05-17,"2020-W20","LU","Luxembourg",46,8
2020-05-18,"2020-W21","LU","Luxembourg",52,10
2020-05-19,"2020-W21","LU","Luxembourg",49,6
2020-05-20,"2020-W21","LU","Luxembourg",54,6
2020-05-21,"2020-W21","LU","Luxembourg",41,5
2020-05-22,"2020-W21","LU","Luxembourg",45,8
2020-05-23,"2020-W21","LU","Luxembourg",34,7
2020-05-24,"2020-W21","LU","Luxembourg",32,4
2020-05-25,"2020-W22","LU","Luxembourg",35,5
2020-05-26,"2020-W22","LU","Luxembourg",42,4
2020-05-27,"2020-W22","LU","Luxembourg",33,4
2020-05-28,"2020-W22","LU","Luxembourg",29,4
2020-05-29,"2020-W22","LU","Luxembourg",28,3
2020-05-30,"2020-W22","LU","Luxembourg",26,3
2020-05-31,"2020-W22","LU","Luxembourg",27,3
2020-06-01,"2020-W23","LU","Luxembourg",25,4
2020-06-02,"2020-W23","LU","Luxembourg",22,2
2020-06-03,"2020-W23","LU","Luxembourg",21,3
2020-06-04,"2020-W23","LU","Luxembourg",19,1
2020-06-05,"2020-W23","LU","Luxembourg",19,1
2020-06-06,"2020-W23","LU","Luxembourg",13,1
2020-06-07,"2020-W23","LU","Luxembourg",18,2
2020-06-08,"2020-W24","LU","Luxembourg",20,2
2020-06-09,"2020-W24","LU","Luxembourg",17,1
2020-06-10,"2020-W24","LU","Luxembourg",17,1
2020-06-11,"2020-W24","LU","Luxembourg",15,0
2020-06-12,"2020-W24","LU","Luxembourg",16,0
2020-06-13,"2020-W24","LU","Luxembourg",13,1
2020-06-14,"2020-W24","LU","Luxembourg",11,1
2020-06-15,"2020-W25","LU","Luxembourg",15,2
2020-06-16,"2020-W25","LU","Luxembourg",15,1
2020-06-17,"2020-W25","LU","Luxembourg",12,2
2020-06-18,"2020-W25","LU","Luxembourg",14,2
2020-06-19,"2020-W25","LU","Luxembourg",12,1
2020-06-20,"2020-W25","LU","Luxembourg",13,1
2020-06-21,"2020-W25","LU","Luxembourg",16,2
2020-06-22,"2020-W26","LU","Luxembourg",15,1
2020-06-23,"2020-W26","LU","Luxembourg",11,0
2020-06-24,"2020-W26","LU","Luxembourg",13,0
2020-06-25,"2020-W26","LU","Luxembourg",13,1
2020-06-26,"2020-W26","LU","Luxembourg",9,1
2020-06-27,"2020-W26","LU","Luxembourg",13,1
2020-06-28,"2020-W26","LU","Luxembourg",11,2
2020-06-29,"2020-W27","LU","Luxembourg",16,2
2020-06-30,"2020-W27","LU","Luxembourg",18,2
2020-07-01,"2020-W27","LU","Luxembourg",16,2
2020-07-02,"2020-W27","LU","Luxembourg",22,3
2020-07-03,"2020-W27","LU","Luxembourg",17,3
2020-07-04,"2020-W27","LU","Luxembourg",24,3
2020-07-05,"2020-W27","LU","Luxembourg",20,3
2020-07-06,"2020-W28","LU","Luxembourg",22,3
2020-07-07,"2020-W28","LU","Luxembourg",24,1
2020-07-08,"2020-W28","LU","Luxembourg",26,2
2020-07-09,"2020-W28","LU","Luxembourg",27,3
2020-07-10,"2020-W28","LU","Luxembourg",31,2
2020-07-11,"2020-W28","LU","Luxembourg",36,3
2020-07-12,"2020-W28","LU","Luxembourg",38,4
2020-07-13,"2020-W29","LU","Luxembourg",47,3
2020-07-14,"2020-W29","LU","Luxembourg",38,4
2020-07-15,"2020-W29","LU","Luxembourg",42,5
2020-07-16,"2020-W29","LU","Luxembourg",40,4
2020-07-17,"2020-W29","LU","Luxembourg",42,6
2020-07-18,"2020-W29","LU","Luxembourg",48,6
2020-07-19,"2020-W29","LU","Luxembourg",54,7
2020-07-20,"2020-W30","LU","Luxembourg",55,5
2020-07-21,"2020-W30","LU","Luxembourg",60,5
2020-07-22,"2020-W30","LU","Luxembourg",58,1
2020-07-23,"2020-W30","LU","Luxembourg",52,3
2020-07-24,"2020-W30","LU","Luxembourg",48,4
2020-07-25,"2020-W30","LU","Luxembourg",54,4
2020-07-26,"2020-W30","LU","Luxembourg",61,6
2020-07-27,"2020-W31","LU","Luxembourg",55,5
2020-07-28,"2020-W31","LU","Luxembourg",59,4
2020-07-29,"2020-W31","LU","Luxembourg",63,6
2020-07-30,"2020-W31","LU","Luxembourg",55,7
2020-07-31,"2020-W31","LU","Luxembourg",53,6
2020-08-01,"2020-W31","LU","Luxembourg",57,6
2020-08-02,"2020-W31","LU","Luxembourg",61,7
2020-08-03,"2020-W32","LU","Luxembourg",59,7
2020-08-04,"2020-W32","LU","Luxembourg",47,5
2020-08-05,"2020-W32","LU","Luxembourg",51,9
2020-08-06,"2020-W32","LU","Luxembourg",48,6
2020-08-07,"2020-W32","LU","Luxembourg",49,8
2020-08-08,"2020-W32","LU","Luxembourg",47,8
2020-08-09,"2020-W32","LU","Luxembourg",41,6
2020-08-10,"2020-W33","LU","Luxembourg",45,4
2020-08-11,"2020-W33","LU","Luxembourg",44,3
2020-08-12,"2020-W33","LU","Luxembourg",38,1
2020-08-13,"2020-W33","LU","Luxembourg",38,3
2020-08-14,"2020-W33","LU","Luxembourg",44,4
2020-08-15,"2020-W33","LU","Luxembourg",32,3
2020-08-16,"2020-W33","LU","Luxembourg",37,3
2020-08-17,"2020-W34","LU","Luxembourg",32,4
2020-08-18,"2020-W34","LU","Luxembourg",33,3
2020-08-19,"2020-W34","LU","Luxembourg",34,3
2020-08-20,"2020-W34","LU","Luxembourg",40,3
2020-08-21,"2020-W34","LU","Luxembourg",27,1
2020-08-22,"2020-W34","LU","Luxembourg",32,1
2020-08-23,"2020-W34","LU","Luxembourg",31,1
2020-08-24,"2020-W35","LU","Luxembourg",32,1
2020-08-25,"2020-W35","LU","Luxembourg",33,2
2020-08-26,"2020-W35","LU","Luxembourg",27,2
2020-08-27,"2020-W35","LU","Luxembourg",30,2
2020-08-28,"2020-W35","LU","Luxembourg",25,4
2020-08-29,"2020-W35","LU","Luxembourg",23,3
2020-08-30,"2020-W35","LU","Luxembourg",27,2
2020-08-31,"2020-W36","LU","Luxembourg",28,2
2020-09-01,"2020-W36","LU","Luxembourg",16,1
2020-09-02,"2020-W36","LU","Luxembourg",16,2
2020-09-03,"2020-W36","LU","Luxembourg",11,0
2020-09-04,"2020-W36","LU","Luxembourg",10,0
2020-09-05,"2020-W36","LU","Luxembourg",10,0
2020-09-06,"2020-W36","LU","Luxembourg",15,0
2020-09-07,"2020-W37","LU","Luxembourg",20,0
2020-09-08,"2020-W37","LU","Luxembourg",23,0
2020-09-09,"2020-W37","LU","Luxembourg",21,0
2020-09-10,"2020-W37","LU","Luxembourg",21,1
2020-09-11,"2020-W37","LU","Luxembourg",17,0
2020-09-12,"2020-W37","LU","Luxembourg",18,0
2020-09-13,"2020-W37","LU","Luxembourg",16,1
2020-09-14,"2020-W38","LU","Luxembourg",19,0
2020-09-15,"2020-W38","LU","Luxembourg",22,0
2020-09-16,"2020-W38","LU","Luxembourg",23,0
2020-09-17,"2020-W38","LU","Luxembourg",18,1
2020-09-18,"2020-W38","LU","Luxembourg",16,0
2020-09-19,"2020-W38","LU","Luxembourg",22,2
2020-09-20,"2020-W38","LU","Luxembourg",21,1
2020-09-21,"2020-W39","LU","Luxembourg",20,1
2020-09-22,"2020-W39","LU","Luxembourg",23,1
2020-09-23,"2020-W39","LU","Luxembourg",26,3
2020-09-24,"2020-W39","LU","Luxembourg",19,1
2020-09-25,"2020-W39","LU","Luxembourg",25,1
2020-09-26,"2020-W39","LU","Luxembourg",30,3
2020-09-27,"2020-W39","LU","Luxembourg",36,3
2020-09-28,"2020-W40","LU","Luxembourg",34,4
2020-09-29,"2020-W40","LU","Luxembourg",30,5
2020-09-30,"2020-W40","LU","Luxembourg",30,5
2020-10-01,"2020-W40","LU","Luxembourg",20,3
2020-10-02,"2020-W40","LU","Luxembourg",20,3
2020-10-03,"2020-W40","LU","Luxembourg",21,2
2020-10-04,"2020-W40","LU","Luxembourg",21,2
2020-10-05,"2020-W41","LU","Luxembourg",22,1
2020-10-06,"2020-W41","LU","Luxembourg",21,2
2020-10-07,"2020-W41","LU","Luxembourg",22,2
2020-10-08,"2020-W41","LU","Luxembourg",24,1
2020-10-09,"2020-W41","LU","Luxembourg",34,1
2020-10-10,"2020-W41","LU","Luxembourg",34,2
2020-10-11,"2020-W41","LU","Luxembourg",36,2
2020-10-12,"2020-W42","LU","Luxembourg",40,2
2020-10-13,"2020-W42","LU","Luxembourg",46,3
2020-10-14,"2020-W42","LU","Luxembourg",44,4
2020-10-15,"2020-W42","LU","Luxembourg",41,4
2020-10-16,"2020-W42","LU","Luxembourg",49,4
2020-10-17,"2020-W42","LU","Luxembourg",53,3
2020-10-18,"2020-W42","LU","Luxembourg",57,4
2020-10-19,"2020-W43","LU","Luxembourg",61,5
2020-10-20,"2020-W43","LU","Luxembourg",68,7
2020-10-21,"2020-W43","LU","Luxembourg",69,8
2020-10-22,"2020-W43","LU","Luxembourg",86,10
2020-10-23,"2020-W43","LU","Luxembourg",88,11
2020-10-24,"2020-W43","LU","Luxembourg",103,12
2020-10-25,"2020-W43","LU","Luxembourg",114,12
2020-10-26,"2020-W44","LU","Luxembourg",114,16
2020-10-27,"2020-W44","LU","Luxembourg",132,16
2020-10-28,"2020-W44","LU","Luxembourg",140,21
2020-10-29,"2020-W44","LU","Luxembourg",150,24
2020-10-30,"2020-W44","LU","Luxembourg",169,26
2020-10-31,"2020-W44","LU","Luxembourg",168,27
2020-11-01,"2020-W44","LU","Luxembourg",179,29
2020-11-02,"2020-W45","LU","Luxembourg",203,29
2020-11-03,"2020-W45","LU","Luxembourg",224,30
2020-11-04,"2020-W45","LU","Luxembourg",215,36
2020-11-05,"2020-W45","LU","Luxembourg",208,37
2020-11-06,"2020-W45","LU","Luxembourg",208,41
2020-11-07,"2020-W45","LU","Luxembourg",204,36
2020-11-08,"2020-W45","LU","Luxembourg",198,40
2020-11-09,"2020-W46","LU","Luxembourg",207,42
2020-11-10,"2020-W46","LU","Luxembourg",219,38
2020-11-11,"2020-W46","LU","Luxembourg",215,39
2020-11-12,"2020-W46","LU","Luxembourg",220,41
2020-11-13,"2020-W46","LU","Luxembourg",208,43
2020-11-14,"2020-W46","LU","Luxembourg",206,46
2020-11-15,"2020-W46","LU","Luxembourg",211,46
2020-11-16,"2020-W47","LU","Luxembourg",236,48
2020-11-17,"2020-W47","LU","Luxembourg",247,48
2020-11-18,"2020-W47","LU","Luxembourg",221,44
2020-11-19,"2020-W47","LU","Luxembourg",222,43
2020-11-20,"2020-W47","LU","Luxembourg",224,41
2020-11-21,"2020-W47","LU","Luxembourg",226,45
2020-11-22,"2020-W47","LU","Luxembourg",242,47
2020-11-23,"2020-W47","LU","Luxembourg",NA,NA
2020-11-24,"2020-W47","LU","Luxembourg",NA,NA
2020-11-25,"2020-W47","LU","Luxembourg",NA,NA
2020-11-26,"2020-W47","LU","Luxembourg",NA,NA
2020-11-27,"2020-W47","LU","Luxembourg",NA,NA
2020-11-28,"2020-W47","LU","Luxembourg",NA,NA
NA,"2020-W25","LU","Luxembourg",NA,NA
NA,"2020-W26","LU","Luxembourg",NA,NA
NA,"2020-W27","LU","Luxembourg",NA,NA
NA,"2020-W28","LU","Luxembourg",NA,NA
NA,"2020-W29","LU","Luxembourg",NA,NA
NA,"2020-W30","LU","Luxembourg",NA,NA
NA,"2020-W31","LU","Luxembourg",NA,NA
NA,"2020-W32","LU","Luxembourg",NA,NA
NA,"2020-W33","LU","Luxembourg",NA,NA
NA,"2020-W34","LU","Luxembourg",NA,NA
NA,"2020-W35","LU","Luxembourg",NA,NA
NA,"2020-W36","LU","Luxembourg",NA,NA
NA,"2020-W37","LU","Luxembourg",NA,NA
NA,"2020-W38","LU","Luxembourg",NA,NA
NA,"2020-W39","LU","Luxembourg",NA,NA
NA,"2020-W40","LU","Luxembourg",NA,NA
NA,"2020-W41","LU","Luxembourg",NA,NA
NA,"2020-W42","LU","Luxembourg",NA,NA
NA,"2020-W09","LU","Luxembourg",NA,NA
NA,"2020-W10","LU","Luxembourg",NA,NA
NA,"2020-W11","LU","Luxembourg",NA,NA
NA,"2020-W12","LU","Luxembourg",NA,NA
NA,"2020-W13","LU","Luxembourg",NA,NA
NA,"2020-W14","LU","Luxembourg",NA,NA
NA,"2020-W15","LU","Luxembourg",NA,NA
NA,"2020-W16","LU","Luxembourg",NA,NA
NA,"2020-W17","LU","Luxembourg",NA,NA
NA,"2020-W18","LU","Luxembourg",NA,NA
NA,"2020-W19","LU","Luxembourg",NA,NA
NA,"2020-W20","LU","Luxembourg",NA,NA
NA,"2020-W21","LU","Luxembourg",NA,NA
NA,"2020-W22","LU","Luxembourg",NA,NA
NA,"2020-W23","LU","Luxembourg",NA,NA
NA,"2020-W24","LU","Luxembourg",NA,NA
NA,"2020-W44","LU","Luxembourg",NA,NA
NA,"2020-W45","LU","Luxembourg",NA,NA
NA,"2020-W46","LU","Luxembourg",NA,NA
NA,"2020-W43","LU","Luxembourg",NA,NA
NA,"2020-W47","LU","Luxembourg",NA,NA
