"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W42",2020-10-12,"DK","Denmark",107,19,2.51460494609014
"2020-W42",2020-10-13,"DK","Denmark",103,19,2.51460494609014
"2020-W42",2020-10-14,"DK","Denmark",104,17,2.51460494609014
"2020-W42",2020-10-15,"DK","Denmark",104,17,2.51460494609014
"2020-W42",2020-10-16,"DK","Denmark",110,16,2.51460494609014
"2020-W42",2020-10-17,"DK","Denmark",110,16,2.51460494609014
"2020-W42",2020-10-18,"DK","Denmark",119,17,2.51460494609014
"2020-W43",2020-10-19,"DK","Denmark",129,18,2.79017809086715
"2020-W43",2020-10-20,"DK","Denmark",128,15,2.79017809086715
"2020-W43",2020-10-21,"DK","Denmark",122,16,2.79017809086715
"2020-W43",2020-10-22,"DK","Denmark",124,17,2.79017809086715
"2020-W43",2020-10-23,"DK","Denmark",125,18,2.79017809086715
"2020-W43",2020-10-24,"DK","Denmark",120,17,2.79017809086715
"2020-W43",2020-10-25,"DK","Denmark",127,18,2.79017809086715
"2020-W44",2020-10-26,"DK","Denmark",145,17,4.18526713630072
"2020-W44",2020-10-27,"DK","Denmark",137,19,4.18526713630072
"2020-W44",2020-10-28,"DK","Denmark",136,18,4.18526713630072
"2020-W44",2020-10-29,"DK","Denmark",139,17,4.18526713630072
"2020-W44",2020-10-30,"DK","Denmark",144,17,4.18526713630072
"2020-W44",2020-10-31,"DK","Denmark",147,19,4.18526713630072
"2020-W44",2020-11-01,"DK","Denmark",156,19,4.18526713630072
"2020-W45",2020-11-02,"DK","Denmark",174,23,4.85697667669466
"2020-W45",2020-11-03,"DK","Denmark",169,22,4.85697667669466
"2020-W45",2020-11-04,"DK","Denmark",184,24,4.85697667669466
"2020-W45",2020-11-05,"DK","Denmark",182,24,4.85697667669466
"2020-W45",2020-11-06,"DK","Denmark",191,23,4.85697667669466
"2020-W45",2020-11-07,"DK","Denmark",187,29,4.85697667669466
"2020-W45",2020-11-08,"DK","Denmark",188,30,4.85697667669466
"2020-W46",2020-11-09,"DK","Denmark",196,33,4.8397533551461
"2020-W46",2020-11-10,"DK","Denmark",211,33,4.8397533551461
"2020-W46",2020-11-11,"DK","Denmark",216,40,4.8397533551461
"2020-W46",2020-11-12,"DK","Denmark",239,44,4.8397533551461
"2020-W46",2020-11-13,"DK","Denmark",236,40,4.8397533551461
"2020-W46",2020-11-14,"DK","Denmark",243,41,4.8397533551461
"2020-W46",2020-11-15,"DK","Denmark",259,45,4.8397533551461
"2020-W47",2020-11-16,"DK","Denmark",267,44,5.40812296624866
"2020-W47",2020-11-17,"DK","Denmark",259,41,5.40812296624866
"2020-W47",2020-11-18,"DK","Denmark",248,43,5.40812296624866
"2020-W47",2020-11-19,"DK","Denmark",255,41,5.40812296624866
"2020-W47",2020-11-20,"DK","Denmark",244,39,5.40812296624866
"2020-W47",2020-11-21,"DK","Denmark",237,40,5.40812296624866
"2020-W47",2020-11-22,"DK","Denmark",254,39,5.40812296624866
"2020-W48",2020-11-23,"DK","Denmark",261,41,2.13569187202177
"2020-W48",2020-11-24,"DK","Denmark",255,40,2.13569187202177
"2020-W48",2020-11-25,"DK","Denmark",251,42,2.13569187202177
"2020-W48",2020-11-26,"DK","Denmark",244,42,2.13569187202177
"2020-W48",2020-11-27,"DK","Denmark",254,46,2.13569187202177
"2020-W48",2020-11-28,"DK","Denmark",249,42,2.13569187202177
"2020-W48",2020-11-29,"DK","Denmark",256,43,2.13569187202177
"2020-W48",2020-11-30,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-01,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-02,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-03,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-04,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-05,"DK","Denmark",NA,NA,2.13569187202177
"2020-W48",2020-12-06,"DK","Denmark",NA,NA,2.13569187202177
