"year_week","date","countrycode","countryname","icu_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W12",2020-03-20,"NL","Netherlands",367,17.9028516280051,2.3318840355805
"2020-W12",2020-03-21,"NL","Netherlands",436,17.9028516280051,2.3318840355805
"2020-W12",2020-03-22,"NL","Netherlands",486,17.9028516280051,2.3318840355805
"2020-W13",2020-03-23,"NL","Netherlands",579,13.7945695802082,4.17193148797405
"2020-W13",2020-03-24,"NL","Netherlands",660,13.7945695802082,4.17193148797405
"2020-W13",2020-03-25,"NL","Netherlands",758,13.7945695802082,4.17193148797405
"2020-W13",2020-03-26,"NL","Netherlands",843,13.7945695802082,4.17193148797405
"2020-W13",2020-03-27,"NL","Netherlands",930,13.7945695802082,4.17193148797405
"2020-W13",2020-03-28,"NL","Netherlands",994,13.7945695802082,4.17193148797405
"2020-W13",2020-03-29,"NL","Netherlands",1040,13.7945695802082,4.17193148797405
"2020-W14",2020-03-30,"NL","Netherlands",1129,8.03140208780579,3.51807814797257
"2020-W14",2020-03-31,"NL","Netherlands",1194,8.03140208780579,3.51807814797257
"2020-W14",2020-04-01,"NL","Netherlands",1211,8.03140208780579,3.51807814797257
"2020-W14",2020-04-02,"NL","Netherlands",1254,8.03140208780579,3.51807814797257
"2020-W14",2020-04-03,"NL","Netherlands",1281,8.03140208780579,3.51807814797257
"2020-W14",2020-04-04,"NL","Netherlands",1285,8.03140208780579,3.51807814797257
"2020-W14",2020-04-05,"NL","Netherlands",1310,8.03140208780579,3.51807814797257
"2020-W15",2020-04-06,"NL","Netherlands",1318,5.10352783965757,1.89212426708393
"2020-W15",2020-04-07,"NL","Netherlands",1320,5.10352783965757,1.89212426708393
"2020-W15",2020-04-08,"NL","Netherlands",1287,5.10352783965757,1.89212426708393
"2020-W15",2020-04-09,"NL","Netherlands",1282,5.10352783965757,1.89212426708393
"2020-W15",2020-04-10,"NL","Netherlands",1289,5.10352783965757,1.89212426708393
"2020-W15",2020-04-11,"NL","Netherlands",1254,5.10352783965757,1.89212426708393
"2020-W15",2020-04-12,"NL","Netherlands",1236,5.10352783965757,1.89212426708393
"2020-W16",2020-04-13,"NL","Netherlands",1219,2.78321642956382,1.1051857339848
"2020-W16",2020-04-14,"NL","Netherlands",1196,2.78321642956382,1.1051857339848
"2020-W16",2020-04-15,"NL","Netherlands",1171,2.78321642956382,1.1051857339848
"2020-W16",2020-04-16,"NL","Netherlands",1138,2.78321642956382,1.1051857339848
"2020-W16",2020-04-17,"NL","Netherlands",1108,2.78321642956382,1.1051857339848
"2020-W16",2020-04-18,"NL","Netherlands",1062,2.78321642956382,1.1051857339848
"2020-W16",2020-04-19,"NL","Netherlands",1033,2.78321642956382,1.1051857339848
"2020-W17",2020-04-20,"NL","Netherlands",1014,1.77639801221641,0.68278490371836
"2020-W17",2020-04-21,"NL","Netherlands",977,1.77639801221641,0.68278490371836
"2020-W17",2020-04-22,"NL","Netherlands",920,1.77639801221641,0.68278490371836
"2020-W17",2020-04-23,"NL","Netherlands",878,1.77639801221641,0.68278490371836
"2020-W17",2020-04-24,"NL","Netherlands",861,1.77639801221641,0.68278490371836
"2020-W17",2020-04-25,"NL","Netherlands",830,1.77639801221641,0.68278490371836
"2020-W17",2020-04-26,"NL","Netherlands",806,1.77639801221641,0.68278490371836
"2020-W18",2020-04-27,"NL","Netherlands",783,1.19776673787882,0.486050270443578
"2020-W18",2020-04-28,"NL","Netherlands",762,1.19776673787882,0.486050270443578
"2020-W18",2020-04-29,"NL","Netherlands",734,1.19776673787882,0.486050270443578
"2020-W18",2020-04-30,"NL","Netherlands",710,1.19776673787882,0.486050270443578
"2020-W18",2020-05-01,"NL","Netherlands",675,1.19776673787882,0.486050270443578
"2020-W18",2020-05-02,"NL","Netherlands",637,1.19776673787882,0.486050270443578
"2020-W18",2020-05-03,"NL","Netherlands",623,1.19776673787882,0.486050270443578
"2020-W19",2020-05-04,"NL","Netherlands",614,0.630708089027976,0.254597760708541
"2020-W19",2020-05-05,"NL","Netherlands",572,0.630708089027976,0.254597760708541
"2020-W19",2020-05-06,"NL","Netherlands",545,0.630708089027976,0.254597760708541
"2020-W19",2020-05-07,"NL","Netherlands",524,0.630708089027976,0.254597760708541
"2020-W19",2020-05-08,"NL","Netherlands",493,0.630708089027976,0.254597760708541
"2020-W19",2020-05-09,"NL","Netherlands",471,0.630708089027976,0.254597760708541
"2020-W19",2020-05-10,"NL","Netherlands",453,0.630708089027976,0.254597760708541
"2020-W20",2020-05-11,"NL","Netherlands",447,0.416614517523067,0.196734633274782
"2020-W20",2020-05-12,"NL","Netherlands",405,0.416614517523067,0.196734633274782
"2020-W20",2020-05-13,"NL","Netherlands",387,0.416614517523067,0.196734633274782
"2020-W20",2020-05-14,"NL","Netherlands",361,0.416614517523067,0.196734633274782
"2020-W20",2020-05-15,"NL","Netherlands",345,0.416614517523067,0.196734633274782
"2020-W20",2020-05-16,"NL","Netherlands",329,0.416614517523067,0.196734633274782
"2020-W20",2020-05-17,"NL","Netherlands",322,0.416614517523067,0.196734633274782
"2020-W21",2020-05-18,"NL","Netherlands",317,0.352965077345932,0.133085193097646
"2020-W21",2020-05-19,"NL","Netherlands",284,0.352965077345932,0.133085193097646
"2020-W21",2020-05-20,"NL","Netherlands",274,0.352965077345932,0.133085193097646
"2020-W21",2020-05-21,"NL","Netherlands",253,0.352965077345932,0.133085193097646
"2020-W21",2020-05-22,"NL","Netherlands",242,0.352965077345932,0.133085193097646
"2020-W21",2020-05-23,"NL","Netherlands",226,0.352965077345932,0.133085193097646
"2020-W21",2020-05-24,"NL","Netherlands",225,0.352965077345932,0.133085193097646
"2020-W22",2020-05-25,"NL","Netherlands",215,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-26,"NL","Netherlands",192,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-27,"NL","Netherlands",178,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-28,"NL","Netherlands",170,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-29,"NL","Netherlands",160,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-30,"NL","Netherlands",151,0.283529324425421,0.0925810038940149
"2020-W22",2020-05-31,"NL","Netherlands",153,0.283529324425421,0.0925810038940149
"2020-W23",2020-06-01,"NL","Netherlands",151,0.133085193097646,0.138871505841022
"2020-W23",2020-06-02,"NL","Netherlands",146,0.133085193097646,0.138871505841022
"2020-W23",2020-06-03,"NL","Netherlands",133,0.133085193097646,0.138871505841022
"2020-W23",2020-06-04,"NL","Netherlands",131,0.133085193097646,0.138871505841022
"2020-W23",2020-06-05,"NL","Netherlands",128,0.133085193097646,0.138871505841022
"2020-W23",2020-06-06,"NL","Netherlands",126,0.133085193097646,0.138871505841022
"2020-W23",2020-06-07,"NL","Netherlands",125,0.133085193097646,0.138871505841022
"2020-W24",2020-06-08,"NL","Netherlands",124,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-09,"NL","Netherlands",116,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-10,"NL","Netherlands",113,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-11,"NL","Netherlands",109,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-12,"NL","Netherlands",106,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-13,"NL","Netherlands",104,0.0983673166373908,0.0578631274337593
"2020-W24",2020-06-14,"NL","Netherlands",103,0.0983673166373908,0.0578631274337593
"2020-W25",2020-06-15,"NL","Netherlands",102,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-16,"NL","Netherlands",93,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-17,"NL","Netherlands",85,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-18,"NL","Netherlands",78,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-19,"NL","Netherlands",73,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-20,"NL","Netherlands",71,0.0925810038940149,0.0347178764602556
"2020-W25",2020-06-21,"NL","Netherlands",67,0.0925810038940149,0.0347178764602556
"2020-W26",2020-06-22,"NL","Netherlands",69,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-23,"NL","Netherlands",62,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-24,"NL","Netherlands",58,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-25,"NL","Netherlands",57,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-26,"NL","Netherlands",51,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-27,"NL","Netherlands",46,0.0462905019470074,0.0289315637168797
"2020-W26",2020-06-28,"NL","Netherlands",42,0.0462905019470074,0.0289315637168797
"2020-W27",2020-06-29,"NL","Netherlands",42,0.0520768146903834,0.0289315637168797
"2020-W27",2020-06-30,"NL","Netherlands",42,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-01,"NL","Netherlands",38,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-02,"NL","Netherlands",40,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-03,"NL","Netherlands",37,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-04,"NL","Netherlands",38,0.0520768146903834,0.0289315637168797
"2020-W27",2020-07-05,"NL","Netherlands",36,0.0520768146903834,0.0289315637168797
"2020-W28",2020-07-06,"NL","Netherlands",36,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-07,"NL","Netherlands",34,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-08,"NL","Netherlands",31,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-09,"NL","Netherlands",31,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-10,"NL","Netherlands",32,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-11,"NL","Netherlands",30,0.0983673166373908,0.0405041892036315
"2020-W28",2020-07-12,"NL","Netherlands",31,0.0983673166373908,0.0405041892036315
"2020-W29",2020-07-13,"NL","Netherlands",30,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-14,"NL","Netherlands",27,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-15,"NL","Netherlands",27,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-16,"NL","Netherlands",26,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-17,"NL","Netherlands",26,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-18,"NL","Netherlands",25,0.162016756814526,0.0173589382301278
"2020-W29",2020-07-19,"NL","Netherlands",26,0.162016756814526,0.0173589382301278
"2020-W30",2020-07-20,"NL","Netherlands",26,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-21,"NL","Netherlands",28,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-22,"NL","Netherlands",28,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-23,"NL","Netherlands",26,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-24,"NL","Netherlands",25,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-25,"NL","Netherlands",22,0.208307258761534,0.0405041892036315
"2020-W30",2020-07-26,"NL","Netherlands",22,0.208307258761534,0.0405041892036315
"2020-W31",2020-07-27,"NL","Netherlands",26,0.306674575398924,0.086794691150639
"2020-W31",2020-07-28,"NL","Netherlands",25,0.306674575398924,0.086794691150639
"2020-W31",2020-07-29,"NL","Netherlands",24,0.306674575398924,0.086794691150639
"2020-W31",2020-07-30,"NL","Netherlands",26,0.306674575398924,0.086794691150639
"2020-W31",2020-07-31,"NL","Netherlands",29,0.306674575398924,0.086794691150639
"2020-W31",2020-08-01,"NL","Netherlands",30,0.306674575398924,0.086794691150639
"2020-W31",2020-08-02,"NL","Netherlands",31,0.306674575398924,0.086794691150639
"2020-W32",2020-08-03,"NL","Netherlands",34,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-04,"NL","Netherlands",35,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-05,"NL","Netherlands",34,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-06,"NL","Netherlands",36,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-07,"NL","Netherlands",36,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-08,"NL","Netherlands",37,0.405041892036315,0.0983673166373908
"2020-W32",2020-08-09,"NL","Netherlands",42,0.405041892036315,0.0983673166373908
"2020-W33",2020-08-10,"NL","Netherlands",41,0.352965077345932,0.150444131327774
"2020-W33",2020-08-11,"NL","Netherlands",44,0.352965077345932,0.150444131327774
"2020-W33",2020-08-12,"NL","Netherlands",44,0.352965077345932,0.150444131327774
"2020-W33",2020-08-13,"NL","Netherlands",41,0.352965077345932,0.150444131327774
"2020-W33",2020-08-14,"NL","Netherlands",46,0.352965077345932,0.150444131327774
"2020-W33",2020-08-15,"NL","Netherlands",44,0.352965077345932,0.150444131327774
"2020-W33",2020-08-16,"NL","Netherlands",45,0.352965077345932,0.150444131327774
"2020-W34",2020-08-17,"NL","Netherlands",54,0.225666196991661,0.162016756814526
"2020-W34",2020-08-18,"NL","Netherlands",49,0.225666196991661,0.162016756814526
"2020-W34",2020-08-19,"NL","Netherlands",48,0.225666196991661,0.162016756814526
"2020-W34",2020-08-20,"NL","Netherlands",49,0.225666196991661,0.162016756814526
"2020-W34",2020-08-21,"NL","Netherlands",53,0.225666196991661,0.162016756814526
"2020-W34",2020-08-22,"NL","Netherlands",49,0.225666196991661,0.162016756814526
"2020-W34",2020-08-23,"NL","Netherlands",52,0.225666196991661,0.162016756814526
"2020-W35",2020-08-24,"NL","Netherlands",52,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-25,"NL","Netherlands",47,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-26,"NL","Netherlands",45,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-27,"NL","Netherlands",45,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-28,"NL","Netherlands",43,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-29,"NL","Netherlands",43,0.318247200885676,0.0694357529205112
"2020-W35",2020-08-30,"NL","Netherlands",48,0.318247200885676,0.0694357529205112
"2020-W36",2020-08-31,"NL","Netherlands",47,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-01,"NL","Netherlands",43,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-02,"NL","Netherlands",41,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-03,"NL","Netherlands",43,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-04,"NL","Netherlands",47,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-05,"NL","Netherlands",43,0.532340772390586,0.0925810038940149
"2020-W36",2020-09-06,"NL","Netherlands",47,0.532340772390586,0.0925810038940149
"2020-W37",2020-09-07,"NL","Netherlands",48,1.02417735557754,0.167803069557902
"2020-W37",2020-09-08,"NL","Netherlands",49,1.02417735557754,0.167803069557902
"2020-W37",2020-09-09,"NL","Netherlands",48,1.02417735557754,0.167803069557902
"2020-W37",2020-09-10,"NL","Netherlands",51,1.02417735557754,0.167803069557902
"2020-W37",2020-09-11,"NL","Netherlands",56,1.02417735557754,0.167803069557902
"2020-W37",2020-09-12,"NL","Netherlands",60,1.02417735557754,0.167803069557902
"2020-W37",2020-09-13,"NL","Netherlands",62,1.02417735557754,0.167803069557902
"2020-W38",2020-09-14,"NL","Netherlands",72,1.47550974956086,0.295101949912172
"2020-W38",2020-09-15,"NL","Netherlands",73,1.47550974956086,0.295101949912172
"2020-W38",2020-09-16,"NL","Netherlands",68,1.47550974956086,0.295101949912172
"2020-W38",2020-09-17,"NL","Netherlands",68,1.47550974956086,0.295101949912172
"2020-W38",2020-09-18,"NL","Netherlands",72,1.47550974956086,0.295101949912172
"2020-W38",2020-09-19,"NL","Netherlands",83,1.47550974956086,0.295101949912172
"2020-W38",2020-09-20,"NL","Netherlands",96,1.47550974956086,0.295101949912172
"2020-W39",2020-09-21,"NL","Netherlands",105,2.00785052195145,0.514981834160458
"2020-W39",2020-09-22,"NL","Netherlands",113,2.00785052195145,0.514981834160458
"2020-W39",2020-09-23,"NL","Netherlands",120,2.00785052195145,0.514981834160458
"2020-W39",2020-09-24,"NL","Netherlands",127,2.00785052195145,0.514981834160458
"2020-W39",2020-09-25,"NL","Netherlands",141,2.00785052195145,0.514981834160458
"2020-W39",2020-09-26,"NL","Netherlands",146,2.00785052195145,0.514981834160458
"2020-W39",2020-09-27,"NL","Netherlands",158,2.00785052195145,0.514981834160458
"2020-W40",2020-09-28,"NL","Netherlands",165,3.02045525204224,0.68278490371836
"2020-W40",2020-09-29,"NL","Netherlands",173,3.02045525204224,0.68278490371836
"2020-W40",2020-09-30,"NL","Netherlands",177,3.02045525204224,0.68278490371836
"2020-W40",2020-10-01,"NL","Netherlands",183,3.02045525204224,0.68278490371836
"2020-W40",2020-10-02,"NL","Netherlands",183,3.02045525204224,0.68278490371836
"2020-W40",2020-10-03,"NL","Netherlands",192,3.02045525204224,0.68278490371836
"2020-W40",2020-10-04,"NL","Netherlands",205,3.02045525204224,0.68278490371836
"2020-W41",2020-10-05,"NL","Netherlands",220,3.65116334107021,1.05310891929442
"2020-W41",2020-10-06,"NL","Netherlands",241,3.65116334107021,1.05310891929442
"2020-W41",2020-10-07,"NL","Netherlands",254,3.65116334107021,1.05310891929442
"2020-W41",2020-10-08,"NL","Netherlands",260,3.65116334107021,1.05310891929442
"2020-W41",2020-10-09,"NL","Netherlands",276,3.65116334107021,1.05310891929442
"2020-W41",2020-10-10,"NL","Netherlands",275,3.65116334107021,1.05310891929442
"2020-W41",2020-10-11,"NL","Netherlands",280,3.65116334107021,1.05310891929442
"2020-W42",2020-10-12,"NL","Netherlands",304,4.21243567717768,1.5623044407115
"2020-W42",2020-10-13,"NL","Netherlands",323,4.21243567717768,1.5623044407115
"2020-W42",2020-10-14,"NL","Netherlands",341,4.21243567717768,1.5623044407115
"2020-W42",2020-10-15,"NL","Netherlands",361,4.21243567717768,1.5623044407115
"2020-W42",2020-10-16,"NL","Netherlands",399,4.21243567717768,1.5623044407115
"2020-W42",2020-10-17,"NL","Netherlands",393,4.21243567717768,1.5623044407115
"2020-W42",2020-10-18,"NL","Netherlands",413,4.21243567717768,1.5623044407115
"2020-W43",2020-10-19,"NL","Netherlands",450,4.54804181629348,1.90369689257068
"2020-W43",2020-10-20,"NL","Netherlands",477,4.54804181629348,1.90369689257068
"2020-W43",2020-10-21,"NL","Netherlands",493,4.54804181629348,1.90369689257068
"2020-W43",2020-10-22,"NL","Netherlands",506,4.54804181629348,1.90369689257068
"2020-W43",2020-10-23,"NL","Netherlands",517,4.54804181629348,1.90369689257068
"2020-W43",2020-10-24,"NL","Netherlands",526,4.54804181629348,1.90369689257068
"2020-W43",2020-10-25,"NL","Netherlands",539,4.54804181629348,1.90369689257068
"2020-W44",2020-10-26,"NL","Netherlands",565,3.42549714407855,1.90948320531406
"2020-W44",2020-10-27,"NL","Netherlands",579,3.42549714407855,1.90948320531406
"2020-W44",2020-10-28,"NL","Netherlands",597,3.42549714407855,1.90948320531406
"2020-W44",2020-10-29,"NL","Netherlands",606,3.42549714407855,1.90948320531406
"2020-W44",2020-10-30,"NL","Netherlands",616,3.42549714407855,1.90948320531406
"2020-W44",2020-10-31,"NL","Netherlands",623,3.42549714407855,1.90948320531406
"2020-W44",2020-11-01,"NL","Netherlands",629,3.42549714407855,1.90948320531406
"2020-W45",2020-11-02,"NL","Netherlands",656,2.77743011682045,1.60859494265851
"2020-W45",2020-11-03,"NL","Netherlands",657,2.77743011682045,1.60859494265851
"2020-W45",2020-11-04,"NL","Netherlands",661,2.77743011682045,1.60859494265851
"2020-W45",2020-11-05,"NL","Netherlands",658,2.77743011682045,1.60859494265851
"2020-W45",2020-11-06,"NL","Netherlands",654,2.77743011682045,1.60859494265851
"2020-W45",2020-11-07,"NL","Netherlands",644,2.77743011682045,1.60859494265851
"2020-W45",2020-11-08,"NL","Netherlands",648,2.77743011682045,1.60859494265851
"2020-W46",2020-11-09,"NL","Netherlands",652,2.47075554142152,1.38292874566685
"2020-W46",2020-11-10,"NL","Netherlands",652,2.47075554142152,1.38292874566685
"2020-W46",2020-11-11,"NL","Netherlands",648,2.47075554142152,1.38292874566685
"2020-W46",2020-11-12,"NL","Netherlands",654,2.47075554142152,1.38292874566685
"2020-W46",2020-11-13,"NL","Netherlands",655,2.47075554142152,1.38292874566685
"2020-W46",2020-11-14,"NL","Netherlands",623,2.47075554142152,1.38292874566685
"2020-W46",2020-11-15,"NL","Netherlands",625,2.47075554142152,1.38292874566685
"2020-W47",2020-11-16,"NL","Netherlands",622,1.70117594655252,1.13990361044506
"2020-W47",2020-11-17,"NL","Netherlands",608,1.70117594655252,1.13990361044506
"2020-W47",2020-11-18,"NL","Netherlands",594,1.70117594655252,1.13990361044506
"2020-W47",2020-11-19,"NL","Netherlands",596,1.70117594655252,1.13990361044506
"2020-W47",2020-11-20,"NL","Netherlands",588,1.70117594655252,1.13990361044506
"2020-W47",2020-11-21,"NL","Netherlands",572,1.70117594655252,1.13990361044506
"2020-W47",2020-11-22,"NL","Netherlands",570,1.70117594655252,1.13990361044506
"2020-W48",2020-11-23,"NL","Netherlands",571,0.856374286019638,1.05310891929442
"2020-W48",2020-11-24,"NL","Netherlands",565,0.856374286019638,1.05310891929442
"2020-W48",2020-11-25,"NL","Netherlands",570,0.856374286019638,1.05310891929442
"2020-W48",2020-11-26,"NL","Netherlands",565,0.856374286019638,1.05310891929442
"2020-W48",2020-11-27,"NL","Netherlands",548,0.856374286019638,1.05310891929442
"2020-W48",2020-11-28,"NL","Netherlands",539,0.856374286019638,1.05310891929442
"2020-W48",2020-11-29,"NL","Netherlands",524,0.856374286019638,1.05310891929442
"2020-W48",2020-11-30,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-01,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-02,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-03,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-04,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-05,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
"2020-W48",2020-12-06,"NL","Netherlands",NA,0.856374286019638,1.05310891929442
