"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-05-25,"ESIB",1149460,180,0,0,NA,0.49664093241748,5708.68886176597,87705.6222362145
2020-05-26,"ESIB",1149460,167,1.2,2.004,NA,0.502714931913696,5778.50705637518,93484.1292925897
2020-05-27,"ESIB",1149460,165,0.61,1.0065,NA,0.508209455166213,5841.66440335355,99325.7936959433
2020-05-28,"ESIB",1149460,166,0,0,0.417579034941764,0.513093926312449,5897.80944539108,105223.603141334
2020-05-29,"ESIB",1149460,130,0.77,1.001,NA,0.517337769489823,5946.59072517772,111170.193866512
2020-05-30,"ESIB",1149460,160,1.89,3.024,NA,0.520910408835755,5987.65678540347,117157.850651916
2020-05-31,"ESIB",1149460,176,0.57,1.0032,NA,0.523781268487663,6020.65616875829,123178.506820674
2020-06-01,"ESIB",1149460,157,1.28,2.0096,NA,0.525919772582967,6045.23741793217,129223.744238606
2020-06-02,"ESIB",1149460,125,0,0,NA,0.527295345259084,6061.04907561507,135284.793314221
2020-06-03,"ESIB",1149460,136,0,0,NA,0.527877410653435,6067.73968449697,141352.532998718
2020-06-04,"ESIB",1149460,137,1.47,2.0139,NA,0.527635914623438,6064.96378423057,147417.496782949
2020-06-05,"ESIB",1149460,133,0.75,0.9975,0.870814558058926,0.526569575134068,6052.70663833605,153470.203421285
2020-06-06,"ESIB",1149460,135,0.74,0.999,NA,0.524720309400219,6031.45006843175,159501.653489716
2020-06-07,"ESIB",1149460,144,0,0,NA,0.522133592030681,6001.71678695586,165503.370276672
2020-06-08,"ESIB",1149460,157,0,0,NA,0.518854897634243,5964.02950634657,171467.399783019
2020-06-09,"ESIB",1149460,135,0,0,NA,0.514929700819696,5918.91093904208,177386.310722061
2020-06-10,"ESIB",1149460,129,0,0,NA,0.510403476195828,5866.88379748057,183253.194519541
2020-06-11,"ESIB",1149460,127,0,0,NA,0.50532169837143,5808.47079410024,189061.665313642
2020-06-12,"ESIB",1149460,133,2.26,3.0058,NA,0.499729841955292,5744.1946413393,194805.859954981
2020-06-13,"ESIB",1149460,118,0,0,NA,0.493673381556201,5674.57805163591,200480.438006617
2020-06-14,"ESIB",1149460,132,0,0,0.33097520661157,0.48719779178295,5600.14373742829,206080.581744045
2020-06-15,"ESIB",1149460,126,0,0,NA,0.48034829121171,5521.41146816212,211601.993212207
2020-06-16,"ESIB",1149460,98,2.04,1.9992,NA,0.473168946740131,5438.88777519911,217040.880987406
2020-06-17,"ESIB",1149460,108,0.93,1.0044,NA,0.465703501585375,5353.07546932325,222393.95645673
2020-06-18,"ESIB",1149460,115,0,0,NA,0.457995698947365,5264.47736112038,227658.43381785
2020-06-19,"ESIB",1149460,113,1.79,2.0227,NA,0.450089282026025,5173.59626117635,232832.030079026
2020-06-20,"ESIB",1149460,107,0,0,NA,0.442027994021279,5080.934980077,237912.965059103
2020-06-21,"ESIB",1149460,136,0,0,NA,0.433855578133051,4986.99632840817,242899.961387512
2020-06-22,"ESIB",1149460,140,0,0,NA,0.425615777561265,4892.28311675572,247792.244504267
2020-06-23,"ESIB",1149460,106,0,0,NA,0.417352335505845,4797.29815570549,252589.542659973
2020-06-24,"ESIB",1149460,134,0.75,1.005,0.509830938292476,0.409108995166715,4702.54425584332,257292.086915816
2020-06-25,"ESIB",1149460,129,0,0,NA,0.40092959352073,4608.52530568339,261900.6122215
2020-06-26,"ESIB",1149460,122,0,0,NA,0.392859509846447,4515.76292188096,266416.37514338
2020-06-27,"ESIB",1149460,139,0,0,NA,0.384945386125149,4424.79323535414,270841.168378735
2020-06-28,"ESIB",1149460,133,0,0,NA,0.377233901492997,4336.15280410141,275177.321182836
2020-06-29,"ESIB",1149460,129,0,0,NA,0.369771735086149,4250.37818612125,279427.699368957
2020-06-30,"ESIB",1149460,100,0,0,NA,0.362605566040762,4168.00593941215,283595.705308369
2020-07-01,"ESIB",1149460,118,1.69,1.9942,NA,0.355782073492997,4089.5726219726,287685.277930342
2020-07-02,"ESIB",1149460,98,0,0,NA,0.349347936579009,4015.61479180108,291700.892722143
2020-07-03,"ESIB",1149460,101,0,0,NA,0.343349834434959,3946.66900689608,295647.561729039
2020-07-04,"ESIB",1149460,104,0,0,0.17000852514919,0.337834446197004,3883.27182525609,299530.833554295
2020-07-05,"ESIB",1149460,87,0,0,NA,0.332848412549376,3825.95936289005,303356.792917185
2020-07-06,"ESIB",1149460,119,0,0,NA,0.328429348701979,3775.16399158977,307131.956908775
2020-07-07,"ESIB",1149460,110,0,0,NA,0.324594285877464,3731.0814784471,310863.038387222
2020-07-08,"ESIB",1149460,105,0.95,0.9975,NA,0.321357399535873,3693.87476470505,314556.913151927
2020-07-09,"ESIB",1149460,126,0,0,NA,0.31873286513725,3663.70679160664,318220.619943534
2020-07-10,"ESIB",1149460,103,1.94,1.9982,NA,0.316734858141637,3640.74050039486,321861.360443929
2020-07-11,"ESIB",1149460,65,0,0,NA,0.315377554009076,3625.13883231272,325486.499276241
2020-07-12,"ESIB",1149460,111,0,0,NA,0.314675128199611,3617.06472860324,329103.564004845
2020-07-13,"ESIB",1149460,117,0,0,NA,0.314641756173283,3616.68113050942,332720.245135354
2020-07-14,"ESIB",1149460,235,0.86,2.021,0.425865874363328,0.315291613390137,3624.15097927427,336344.396114628
2020-07-15,"ESIB",1149460,175,0,0,NA,0.316638875310214,3639.63721614079,339984.033330769
2020-07-16,"ESIB",1149460,108,0,0,NA,0.318697432560235,3663.29950830688,343647.332839076
2020-07-17,"ESIB",1149460,126,0,0,NA,0.321479122723196,3695.27392405404,347342.60676313
2020-07-18,"ESIB",1149460,137,0,0,NA,0.324994883182672,3735.68618423154,351078.292947362
2020-07-19,"ESIB",1149460,130,0.78,1.014,NA,0.32925564748705,3784.66196560465,354862.954912966
2020-07-20,"ESIB",1149460,104,0,0,NA,0.334272349184717,3842.32694493865,358705.281857905
2020-07-21,"ESIB",1149460,145,0,0,NA,0.340055921824059,3908.80679899883,362614.088656904
2020-07-22,"ESIB",1149460,126,0,0,NA,0.346617298953463,3984.22720455047,366598.315861454
2020-07-23,"ESIB",1149460,120,0.83,0.996,0.171648163962425,0.353967414121314,4068.71383835886,370667.029699813
2020-07-24,"ESIB",1149460,108,0,0,NA,0.362117200876,4162.39237718927,374829.422077002
2020-07-25,"ESIB",1149460,154,0,0,NA,0.371077592765906,4265.38849780699,379094.810574809
2020-07-26,"ESIB",1149460,154,0.65,1.001,NA,0.380858882978897,4377.82051628923,383472.631091099
2020-07-27,"ESIB",1149460,135,0,0,NA,0.391449602146647,4499.55659683485,387972.187687933
2020-07-28,"ESIB",1149460,146,0.68,0.9928,NA,0.402811699484295,4630.15936089218,392602.347048826
2020-07-29,"ESIB",1149460,131,1.55,2.0305,NA,0.414905507970853,4769.17285192176,397371.519900747
2020-07-30,"ESIB",1149460,124,0.81,1.0044,NA,0.427691360585329,4916.14111338412,402287.661014132
2020-07-31,"ESIB",1149460,112,0,0,NA,0.441129590306734,5070.60818873978,407358.269202871
2020-08-01,"ESIB",1149460,118,0,0,0.425439932318105,0.455180530114079,5232.11812144929,412590.387324321
2020-08-02,"ESIB",1149460,125,1.6,2,NA,0.469804512986373,5400.21495497317,417990.602279294
2020-08-03,"ESIB",1149460,120,0.83,0.996,NA,0.484961871902628,5574.44273277194,423565.045012066
2020-08-04,"ESIB",1149460,134,2.24,3.0016,NA,0.500612939841851,5754.34549830614,429319.390510372
2020-08-05,"ESIB",1149460,127,0,0,NA,0.516718049671604,5939.46729375522,435258.857804127
2020-08-06,"ESIB",1149460,114,0.88,1.0032,NA,0.53323544147182,6129.32810554198,441388.185909669
2020-08-07,"ESIB",1149460,117,0,0,NA,0.550115909033082,6323.36232797167,447711.548237641
2020-08-08,"ESIB",1149460,133,0.75,0.9975,NA,0.567308590742232,6520.98532714565,454232.533564786
2020-08-09,"ESIB",1149460,134,0,0,NA,0.584762624986108,6721.61246916532,460954.146033952
2020-08-10,"ESIB",1149460,123,0,0,NA,0.602427150151554,6924.65912013205,467878.805154084
2020-08-11,"ESIB",1149460,136,0,0,0.633277909738717,0.620251304625408,7129.54064614722,475008.345800231
2020-08-12,"ESIB",1149460,151,1.32,1.9932,NA,0.638184226794513,7335.67241331221,482344.018213543
2020-08-13,"ESIB",1149460,147,0.68,0.9996,NA,0.656175055045709,7542.46978772841,489886.488001272
2020-08-14,"ESIB",1149460,147,0.69,1.0143,NA,0.674172927765836,7749.34813549718,497635.836136769
2020-08-15,"ESIB",1149460,160,0,0,NA,0.692126983341736,7955.72282271992,505591.558959489
2020-08-16,"ESIB",1149460,146,0.69,1.0074,NA,0.709986988036324,8161.01643268233,513752.575392171
2020-08-17,"ESIB",1149460,169,1.79,3.0251,NA,0.727710332732174,8364.73919062324,522117.314582794
2020-08-18,"ESIB",1149460,160,0.62,0.992,NA,0.74525948655691,8566.45969417705,530683.774276971
2020-08-19,"ESIB",1149460,133,0,0,0.744567188788129,0.762597010721155,8765.74759943539,539449.521876407
2020-08-20,"ESIB",1149460,146,1.37,2.0002,NA,0.779685466435534,8962.17256248989,548411.694438897
2020-08-21,"ESIB",1149460,151,0.66,0.9966,NA,0.796487414910671,9155.30423943219,557566.998678329
2020-08-22,"ESIB",1149460,131,0,0,NA,0.812965417357188,9344.71228635394,566911.710964683
2020-08-23,"ESIB",1149460,152,1.32,2.0064,NA,0.829082034985711,9529.96635934676,576441.67732403
2020-08-24,"ESIB",1149460,150,0.67,1.005,NA,0.844799829006863,9710.63611450228,586152.313438532
2020-08-25,"ESIB",1149460,148,1.35,1.998,NA,0.860081360631267,9886.29120791216,596038.604646444
2020-08-26,"ESIB",1149460,173,1.74,3.0102,NA,0.874889430240841,10056.5040448464,606095.10869129
2020-08-27,"ESIB",1149460,127,2.36,2.9972,1.18960950764007,0.88921069276699,10221.1212290794,616316.22992037
2020-08-28,"ESIB",1149460,147,0.68,0.9996,NA,0.903075621673526,10380.4930408885,626696.722961258
2020-08-29,"ESIB",1149460,129,1.55,1.9995,NA,0.916519391352545,10535.023795841,637231.746757099
2020-08-30,"ESIB",1149460,156,0.64,0.9984,NA,0.929577176196145,10685.1178095042,647916.864566603
2020-08-31,"ESIB",1149460,110,1.82,2.002,NA,0.942284150596421,10831.1793974456,658748.043964049
2020-09-01,"ESIB",1149460,135,0.74,0.999,NA,0.954675488945469,10973.6128752326,669721.656839282
2020-09-02,"ESIB",1149460,132,0,0,NA,0.966786365635385,11112.8225584325,680834.479397714
2020-09-03,"ESIB",1149460,128,0.79,1.0112,NA,0.978651955058267,11249.2127626127,692083.692160327
2020-09-04,"ESIB",1149460,142,0,0,NA,0.990307431606209,11383.1878033407,703466.879963668
2020-09-05,"ESIB",1149460,136,1.47,1.9992,0.823777777777778,1.00178796967131,11515.1519961838,714982.031959851
2020-09-06,"ESIB",1149460,119,0,0,NA,1.01317794956547,11646.0752590752,726628.107218927
2020-09-07,"ESIB",1149460,112,0,0,NA,1.02456703864336,11776.98828239,738405.095501317
2020-09-08,"ESIB",1149460,108,0,0,NA,1.03595612772126,11907.9013057048,750312.996807021
2020-09-09,"ESIB",1149460,110,0.91,1.001,NA,1.04734521679916,12038.8143290196,762351.811136041
2020-09-10,"ESIB",1149460,123,0,0,NA,1.05873430587706,12169.7273523344,774521.538488375
2020-09-11,"ESIB",1149460,112,0.89,0.9968,NA,1.07012339495496,12300.6403756492,786822.178864025
