,date,population,total_responses,pct_cli,pct_cli_smooth,number_cli,batched_pct_cli,batched_pct_cli_smooth,estimate_cli,cum_estimate_cli,number_cli_smooth,cum_number_cli_smooth,pct_cli_smooth_new,batched_pct_cli_smooth_new,pct_cli_smooth_cumul,batched_pct_cli_smooth_cumul,cumulCases_smooth,batched_cumulCases_smooth
117,2020-08-16,47026208,3895,0.59,0.6241962363339589,22.9805,,0.576103208735428,270919.49323459604,31614842.7837016,293535.820426579,30319931.071625203,0.05591689182052509,0.05258440471555692,5.699153897981467,5.906822720792717,2680096,2777755
118,2020-08-17,47026208,3825,0.84,0.632846282996196,32.13,,0.5859576713155029,275553.673304785,31890396.457006395,297603.60936206,30617534.6809872,0.056450946139919835,0.05326520584559142,5.755604844121387,5.960087926638309,2706643,2802803
119,2020-08-18,47026208,3780,0.77,0.641198392995911,29.105999999999998,,0.595535635737959,280057.826776255,32170454.283782598,301531.289982914,30919065.970970098,0.05694986255418691,0.05392298300853526,5.812554706675574,6.014010909646844,2733424,2828161
120,2020-08-19,47026208,3903,0.52,0.6492213253004251,20.2956,,0.6048283449968199,284427.835561162,32454882.1193438,305304.17081613396,31224370.141786303,0.05741552192197658,0.05455788574837275,5.86997022859755,6.068568795395216,2760424,2853818
121,2020-08-20,47026208,3755,0.94,0.65688383887706,35.297,,0.613837588539355,288664.541168701,32743546.6605125,308907.560388711,31533277.702175,0.05784980510193909,0.055170063609087744,5.927820033699489,6.1237388590043045,2787629,2879762
122,2020-08-21,47026208,3843,0.65,0.6641546926931371,24.9795,0.642578105781058,0.6225651608933729,292768.787497252,33036315.4480097,312326.767227635,31845604.4694026,0.05825459295272459,0.05575966613466476,5.986074626652214,6.179498525138969,2815024,2905984
123,2020-08-22,47026208,3803,0.55,0.6710027018463011,20.9165,,0.631012856586683,296741.418445195,33333056.8664549,315547.126255861,32161151.595658503,0.05863176633298334,0.05632684286908774,6.044706392985197,6.235825368008057,2842596,2932472
124,2020-08-23,47026208,4231,0.74,0.677411353679038,31.3094,,0.6391824701470971,300583.277910912,33633640.1443658,318560.87219672,32479712.4678552,0.058983206101365586,0.05687174335634083,6.103689599086563,6.292697111364398,2870334,2959217
125,2020-08-24,47026208,4180,0.82,0.6833983506502429,34.275999999999996,,0.647075796102423,304295.20979278197,33937935.3541586,321376.32984535303,32801088.797700502,0.059310793116521494,0.05739451714040825,6.1630003922030845,6.350091628504806,2898225,2986207
126,2020-08-25,47026208,4061,0.57,0.688986263063719,23.1477,,0.654694628980473,307878.057989185,34245813.412147805,324004.113159772,33125092.910860304,0.05961640823710132,0.057895313765274174,6.222616800440186,6.407986942270081,2926261,3013433
127,2020-08-26,47026208,4211,0.72,0.6941976612232691,30.3192,,0.6620407633090529,311332.666398503,34557146.0785463,326454.83609799,33451547.7469583,0.05990193232175525,0.058374282774922674,6.2825187327619405,6.466361225045003,2954430,3040884
128,2020-08-27,47026208,4029,0.65,0.699055115432695,26.1885,,0.6691159936159771,314659.878919116,34871805.9574654,328739.112618019,33780286.8595763,0.060169246229133506,0.058831573713337915,6.342687978991074,6.525192798758341,2982726,3068551
129,2020-08-28,47026208,3761,0.67,0.7035811959958,25.1987,,0.6759221144290529,317860.539449404,35189666.4969148,330867.556677873,34111154.4162542,0.06042023081788626,0.05926733612450417,6.40310820980896,6.584460134882845,3011139,3096422
130,2020-08-29,47026208,3683,0.65,0.707798473216387,23.9395,,0.68246092027609,320935.491887748,35510601.9888026,332850.78223556303,34444005.1984898,0.06065676694666383,0.05968999236976743,6.463764976755624,6.644150127252613,3039664,3124492
131,2020-08-30,47026208,3908,0.57,0.711729517398258,22.2756,,0.688734205684899,323885.58013252803,35834487.5689351,334699.403249101,34778704.6017389,0.06088073547411641,0.06011249732514142,6.5246457122297405,6.704262624577754,3068293,3152760
132,2020-08-31,47026208,3526,1.02,0.7153968988452158,35.9652,,0.6947437651832901,326711.648082125,36161199.2170172,336424.033676501,35115128.6354154,0.061094017258894164,0.0605350022805155,6.585739729488635,6.764797626858269,3097024,3181228
133,2020-09-01,47026208,3497,0.81,0.718823187861063,28.3257,,0.7004913932990721,329414.53963492,36490613.7566521,338035.287475774,35453163.9228911,0.061298493159647326,0.06095750723588958,6.647038222648282,6.825755134094159,3125850,3209894
134,2020-09-02,47026208,3602,0.47,0.7220309547496021,16.9294,,0.705978884560055,331995.09868929104,36822608.8553414,339543.778604934,35792707.7014961,0.061496044035026086,0.06138001219126359,6.7085342666833085,6.887135146285423,3154769,3238758
135,2020-09-03,47026208,3339,0.96,0.7250427698146351,32.0544,0.704071361200859,0.71120803349405,334454.169143622,37157063.024485104,340960.121021992,36133667.8225181,0.06168855074368076,0.06180251714663767,6.77022281742699,6.94893766343206,3183779,3267822
136,2020-09-04,47026208,3111,0.48,0.727881203359966,14.9328,,0.7162799084372091,336839.279603891,37493902.304089,342294.928684961,36475962.751203,0.06187789414426149,0.06222502210201175,6.832100711571251,7.011162685534072,3212878,3297084
137,2020-09-05,47026208,3283,0.73,0.730568825689397,23.9659,,0.721349967901697,339223.536313385,37833125.8404023,343558.815551853,36819521.5667549,0.06206595509541849,0.06264752705738576,6.89416666666667,7.073810212591457,3242065,3326545
