"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-06-05,"ESCM",2032863,229,0.44,1.0076,NA,0.600912267745054,12215.7231534501,461178.191904128
2020-06-06,"ESCM",2032863,219,0,0,NA,0.589175089918384,11977.1224081676,473155.314312296
2020-06-07,"ESCM",2032863,240,0,0,NA,0.577637353126579,11742.5760258896,484897.890338185
2020-06-08,"ESCM",2032863,232,0.43,0.9976,NA,0.566309698464632,11512.3003254991,496410.190663684
2020-06-09,"ESCM",2032863,183,0,0,0.488211342704799,0.555202703120795,11286.5103267425,507696.700990427
2020-06-10,"ESCM",2032863,228,0.44,1.0032,NA,0.54432438491277,11065.3690208693,518762.070011296
2020-06-11,"ESCM",2032863,237,0,0,NA,0.533679392896502,10848.9709168176,529611.040928114
2020-06-12,"ESCM",2032863,222,1.36,3.0192,NA,0.523272146501694,10637.4058555387,540248.446783652
2020-06-13,"ESCM",2032863,205,0.98,2.009,NA,0.513107065158045,10430.7636779838,550679.210461636
2020-06-14,"ESCM",2032863,228,0.44,1.0032,NA,0.503188568295261,10229.1342251041,560908.34468674
2020-06-15,"ESCM",2032863,224,0.45,1.008,NA,0.493521075343042,10032.6073378508,570940.952024591
2020-06-16,"ESCM",2032863,189,0,0,NA,0.48410900573109,9841.27285717521,580782.224881766
2020-06-17,"ESCM",2032863,199,0.51,1.0149,NA,0.474956778889108,9655.2206240285,590437.445505795
2020-06-18,"ESCM",2032863,192,1.04,1.9968,NA,0.466068814246799,9474.54047936191,599911.985985157
2020-06-19,"ESCM",2032863,190,0.53,1.007,0.57054399243141,0.457449531233864,9299.32226412666,609211.308249283
2020-06-20,"ESCM",2032863,181,0,0,NA,0.449103349280005,9129.65581927399,618340.964068557
2020-06-21,"ESCM",2032863,215,0.47,1.0105,NA,0.441034687810969,8965.63098567471,627306.595054232
2020-06-22,"ESCM",2032863,201,0.5,1.005,NA,0.433247879178748,8807.33583410947,636113.930888341
2020-06-23,"ESCM",2032863,233,0.43,1.0019,NA,0.425746943980135,8654.8520978029,644768.782986144
2020-06-24,"ESCM",2032863,197,0,0,NA,0.418535833067616,8508.26009217333,653277.043078318
2020-06-25,"ESCM",2032863,206,0,0,NA,0.411618497293676,8367.64013263914,661644.683210957
2020-06-26,"ESCM",2032863,167,0,0,NA,0.404998887510799,8233.07253461865,669877.755745575
2020-06-27,"ESCM",2032863,200,0,0,NA,0.39868095457147,8104.63761353022,677982.393359106
2020-06-28,"ESCM",2032863,202,0.5,1.01,NA,0.392668649328175,7982.41568479221,685964.809043898
2020-06-29,"ESCM",2032863,209,0,0,NA,0.386965922633397,7866.48706382296,693831.296107721
2020-06-30,"ESCM",2032863,177,0,0,0.184067641681901,0.381576725339623,7756.93206604082,701588.228173762
2020-07-01,"ESCM",2032863,221,0.46,1.0166,NA,0.376505008299337,7653.83100686415,709242.059180626
2020-07-02,"ESCM",2032863,145,0.7,1.015,NA,0.371754722365023,7557.26420171128,716799.323382337
2020-07-03,"ESCM",2032863,119,0.84,0.9996,NA,0.367329818389168,7467.31196600059,724266.635348338
2020-07-04,"ESCM",2032863,141,0,0,NA,0.36323378158417,7384.0451493254,731650.680497663
2020-07-05,"ESCM",2032863,187,0,0,NA,0.359464919391006,7307.42934427959,738958.109841943
2020-07-06,"ESCM",2032863,177,0,0,NA,0.35601830718867,7237.36444006481,746195.474282008
2020-07-07,"ESCM",2032863,163,0.61,0.9943,NA,0.352888971157173,7173.74932573485,753369.223607742
2020-07-08,"ESCM",2032863,171,0.58,0.9918,NA,0.350071937476526,7116.48289034343,760485.706498086
2020-07-09,"ESCM",2032863,151,0.66,0.9966,NA,0.347562232326739,7065.46402294432,767551.17052103
2020-07-10,"ESCM",2032863,163,1.23,2.0049,NA,0.345354881887823,7020.59161259126,774571.762133621
2020-07-11,"ESCM",2032863,86,0,0,NA,0.343444912339789,6981.764548338,781553.526681959
2020-07-12,"ESCM",2032863,139,0,0,NA,0.341827349862647,6948.8817192383,788502.408401198
2020-07-13,"ESCM",2032863,184,0,0,0.391734245236932,0.340497220636408,6921.84201434591,795424.250415544
2020-07-14,"ESCM",2032863,317,0,0,NA,0.339449550841084,6900.54432271458,802324.794738258
2020-07-15,"ESCM",2032863,220,0.45,0.99,NA,0.338679366656683,6884.88753339805,809209.682271656
2020-07-16,"ESCM",2032863,176,0,0,NA,0.338181700713097,6874.77066656728,816084.452938223
2020-07-17,"ESCM",2032863,199,0.51,1.0149,NA,0.337952009356422,6870.10135596324,822954.554294187
2020-07-18,"ESCM",2032863,165,0,0,NA,0.33798642772719,6870.80103428779,829825.355328475
2020-07-19,"ESCM",2032863,189,0,0,NA,0.338281152010322,6876.79237519159,836702.147703666
2020-07-20,"ESCM",2032863,195,0.52,1.014,NA,0.338832378390738,6887.99805232531,843590.145755991
2020-07-21,"ESCM",2032863,230,0.87,2.001,NA,0.339636303053359,6904.3407393396,850494.486495331
2020-07-22,"ESCM",2032863,205,0,0,NA,0.340689122183105,6925.74310988514,857420.229605216
2020-07-23,"ESCM",2032863,224,0.9,2.016,0.331882075471698,0.341987031964899,6952.1278376126,864372.357442829
2020-07-24,"ESCM",2032863,221,0,0,NA,0.343526228583659,6983.41759617263,871355.775039001
2020-07-25,"ESCM",2032863,232,1.3,3.016,NA,0.345302908224307,7019.5350592159,878375.310098217
2020-07-26,"ESCM",2032863,238,0,0,NA,0.347313267071764,7060.40290039308,885435.71299861
2020-07-27,"ESCM",2032863,200,0,0,NA,0.349553501310951,7105.94379335483,892541.656791965
2020-07-28,"ESCM",2032863,189,0.53,1.0017,NA,0.352019807126787,7156.08041175182,899697.737203717
2020-07-29,"ESCM",2032863,230,0,0,NA,0.354707780227446,7210.72322236506,906908.460426082
2020-07-30,"ESCM",2032863,207,0,0,NA,0.357610332206105,7269.72812759499,914178.188553677
2020-07-31,"ESCM",2032863,182,0,0,NA,0.360719624978076,7332.93578991805,921511.124343595
2020-08-01,"ESCM",2032863,161,1.25,2.0125,NA,0.364027820424611,7400.18687111836,928911.311214713
2020-08-02,"ESCM",2032863,202,0,0,0.292444228903976,0.367527080426963,7471.32203297998,936382.633247693
2020-08-03,"ESCM",2032863,176,0,0,NA,0.371209566866385,7546.181937287,943928.81518498
2020-08-04,"ESCM",2032863,192,1.05,2.016,NA,0.375067441624129,7624.60724582351,951553.422430804
2020-08-05,"ESCM",2032863,188,0.53,0.9964,NA,0.379092866581447,7706.43862037361,959259.861051178
2020-08-06,"ESCM",2032863,174,0.57,0.9918,NA,0.383278003619594,7791.51672272138,967051.377773899
2020-08-07,"ESCM",2032863,174,0.57,0.9918,NA,0.387615014619819,7879.6822146509,974931.05998855
2020-08-08,"ESCM",2032863,187,0.53,0.9911,NA,0.392096061463377,7970.77575794626,982901.835746496
2020-08-09,"ESCM",2032863,180,0,0,NA,0.396713306031521,8064.63801439156,990966.473760888
2020-08-10,"ESCM",2032863,187,0,0,NA,0.401458831929596,8161.10805452895,999127.581815417
2020-08-11,"ESCM",2032863,172,0,0,NA,0.406323574406063,8260.00160437832,1007387.58341979
2020-08-12,"ESCM",2032863,196,0.51,0.9996,NA,0.411297596260981,8361.11665427887,1015748.70007407
2020-08-13,"ESCM",2032863,166,0.6,0.996,NA,0.416370938509627,8464.25075171496,1024212.95082579
2020-08-14,"ESCM",2032863,198,0.51,1.0098,0.410616438356165,0.421533642167278,8569.201444171,1032782.15226996
2020-08-15,"ESCM",2032863,163,0,0,NA,0.426775748249211,8675.76627913136,1041457.91854909
2020-08-16,"ESCM",2032863,240,0.84,2.016,NA,0.432087297770702,8783.74280408043,1050241.66135317
2020-08-17,"ESCM",2032863,200,0.5,1,NA,0.437458331747029,8892.9285665026,1059134.58991967
2020-08-18,"ESCM",2032863,214,0,0,NA,0.442878891193467,9003.12111388224,1068137.71103356
2020-08-19,"ESCM",2032863,220,0.92,2.024,NA,0.448339017125294,9114.11799370375,1077251.82902726
2020-08-20,"ESCM",2032863,191,0,0,NA,0.453828750557786,9225.71675345152,1086477.54578071
2020-08-21,"ESCM",2032863,208,0.48,0.9984,NA,0.45933813250622,9337.71494060991,1095815.26072132
2020-08-22,"ESCM",2032863,225,0.44,0.99,NA,0.464857226848854,9449.91056743642,1105265.17128876
2020-08-23,"ESCM",2032863,261,0.77,2.0097,NA,0.470378948003216,9562.15959374661,1114827.3308825
2020-08-24,"ESCM",2032863,254,1.97,5.0038,0.645307904411765,0.475901792388164,9674.4314537958,1124501.7623363
2020-08-25,"ESCM",2032863,238,0.42,0.9996,NA,0.481424904201665,9786.70875030109,1134288.4710866
2020-08-26,"ESCM",2032863,251,1.2,3.012,NA,0.486947427641685,9898.97408597959,1144187.44517258
2020-08-27,"ESCM",2032863,272,0.37,1.0064,NA,0.492468506906191,10011.2100635484,1154198.65523613
2020-08-28,"ESCM",2032863,218,0.93,2.0274,NA,0.49798728619315,10123.3992857247,1164322.05452185
2020-08-29,"ESCM",2032863,194,0.52,1.0088,NA,0.503502909700528,10235.5243552254,1174557.57887708
2020-08-30,"ESCM",2032863,212,0,0,NA,0.509014521626291,10347.5678747679,1184905.14675185
2020-08-31,"ESCM",2032863,166,0,0,NA,0.514521266168406,10459.512447069,1195364.65919892
2020-09-01,"ESCM",2032863,176,0,0,NA,0.52002228752484,10571.3406748461,1205935.99987376
2020-09-02,"ESCM",2032863,188,0.54,1.0152,NA,0.525516729893558,10683.0351608161,1216619.03503458
2020-09-03,"ESCM",2032863,158,0.64,1.0112,0.486280752532562,0.531003737472528,10794.5785076962,1227413.61354227
2020-09-04,"ESCM",2032863,164,0,0,NA,0.536485868325755,10906.022717423,1238319.6362597
2020-09-05,"ESCM",2032863,171,0.58,0.9918,NA,0.54196794771465,11017.4658809505,1249337.10214065
2020-09-06,"ESCM",2032863,186,0,0,NA,0.547450027103546,11128.9090444779,1260466.01118513
2020-09-07,"ESCM",2032863,155,1.29,1.9995,NA,0.552932106492441,11240.3522080054,1271706.36339313
2020-09-08,"ESCM",2032863,190,1.58,3.002,NA,0.558414185881336,11351.7953715329,1283058.15876466
2020-09-09,"ESCM",2032863,177,1.15,2.0355,NA,0.563896265270231,11463.2385350604,1294521.39729972
2020-09-10,"ESCM",2032863,166,1.82,3.0212,NA,0.569378344659127,11574.6816985879,1306096.07899831
2020-09-11,"ESCM",2032863,155,1.29,1.9995,NA,0.574860424048022,11686.1248621153,1317782.20386043
