"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"261",25137,"United Arab Emirates","ARE","female","overall","2020-05-25",291,1928610.23,0,0,0.35,5.23,1.74,14.29,14.29,16.03,5.92,2.79,2.79,1.05,8.01,17.07,7.9,17.77,23.81,18.34,41.67,19.86,26.64,3.47,6.94,24.05,74.91,5.5,0.69,0.69,0,17.87,2.08,5.19,14.53,21.8,56.4,3.81,9.69,15.22,26.99,44.29,32.3,35.05,21.31,10.65,11.68,16.49,23.71,47.77,0,0,341271.3,9355734.55,2042719.53,26450133.91,19971973.08,29883542.9,16628390.44,3517702.27,2554364.22,1786493.37,18305984.74,26494486.59,12950832.4,58705331.23,2626252.21,37550235.33,82541867.1,36231866.77,47187512.23,7448506.66,11471879.99,45541304.35,135204340.2,15844872.16,3239265.03,410628.12,0,37010502.69,4319071.9,6836400.93,23454533.94,49581345.89,107907365.72,8017770.95,12012094.93,34207529.61,44659206.58,93202116.3,65688478.18,71598049.83,36173014.6,18639175.77,25695946.11,39940911.9,30974118.15,95813588.44,0,0,0.18,4.85,1.06,13.71,10.36,15.49,8.62,1.82,1.32,0.93,9.49,13.74,6.72,30.44,1.36,19.47,42.8,18.79,24.47,3.86,5.95,23.61,70.1,8.22,1.68,0.21,0,19.19,2.24,3.54,12.16,25.71,55.95,4.16,6.23,17.74,23.16,48.33,34.06,37.12,18.76,9.66,13.32,20.71,16.06,49.68,1.39,1521881.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",25138,"United Arab Emirates","ARE","male","18-34","2020-05-25",319,2456534.99,2.22,1.59,3.49,10.16,3.49,9.58,9.84,12.78,6.71,4.14,2.56,3.82,7.28,14.65,15.36,29.02,40.62,33.86,62.46,28.62,36.86,3.85,9.9,27.99,77.74,13.79,0.63,0.94,0.31,6.27,1.89,3.47,14.51,19.56,60.57,3.79,6.62,19.87,21.14,48.58,26.33,32.92,21,19.12,8.15,20.38,24.45,47.02,6244485.39,7290867.98,13397818.26,19429155.74,11800110.72,26161449.16,22520216.1,30964454.61,16259208.22,8900709.7,7173411.12,15608866.32,22343349.96,36828835.72,37045770.85,77260917.43,12422507.29,82176272.01,153072860.52,69131764.96,75748450.51,12823447.97,23298769.21,56645928.57,191970389.92,35912691.26,1287452.74,2265312.7,320443.6,13613664.97,8644902.56,9173090.49,34078323.08,46080555.29,146738886.9,12826217.5,17933643.07,52614837.54,49059649.43,112281410.78,68564894.5,78528670.44,47127510.8,50494682.6,26953175.7,59777540.87,59403885.2,99518896.77,2.54,2.97,5.45,7.91,4.8,10.65,9.17,12.6,6.62,3.62,2.92,6.35,9.1,14.99,15.08,31.45,5.06,33.45,62.31,28.14,30.84,5.22,9.48,23.06,78.15,14.62,0.52,0.92,0.13,5.54,3.52,3.73,13.87,18.76,59.73,5.22,7.3,21.42,19.97,45.71,27.91,31.97,19.18,20.56,10.97,24.33,24.18,40.51,1.93,4457738.78,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",25139,"United Arab Emirates","ARE","male","35-54","2020-05-25",203,1761465.43,0,0,0,4,1,11,8.46,7.96,5,1.5,1,1.5,4.5,11,9.36,22.39,30.77,25.63,58.71,25.89,28,0.5,4.52,19.31,80.3,11.82,0.99,0.49,0,6.4,0.5,1.5,10.5,22,65.5,1,5.47,14.43,19.9,59.2,18.72,32.02,27.09,21.18,4.93,14.78,26.6,53.69,0,0,0,3381661.04,1154984.27,16155183.6,9701769.22,9938942.09,9201779.68,2311574.33,821616.41,1944668.14,6427371.02,12108350.6,12853406.33,40530941.52,3869927.03,59127623.35,107888199.55,40181270.1,42126640.88,860504.18,10896720.48,26467303.24,132720855.52,28575868.53,3641116.52,434429.66,0,10774273.22,734587.39,952739.35,17564662.77,31993126.54,122090431.82,1757399.22,8516359.45,22595095.96,32233150.01,109720017.04,32599139.14,49857604.96,49844237.61,42521039.99,14217543.77,25524561.52,35209699.02,101194739.15,0,0,0,1.92,0.66,9.17,5.51,5.64,5.22,1.31,0.47,1.1,3.65,6.87,7.3,23.01,2.2,33.57,61.25,22.81,23.92,0.49,6.19,15.03,75.35,16.22,2.07,0.25,0,6.12,0.42,0.54,9.97,18.16,69.31,1,4.83,12.83,18.3,62.29,18.51,28.3,28.3,24.14,8.07,14.49,19.99,57.45,1,1969124.6,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",25140,"United Arab Emirates","ARE","male","overall","2020-05-25",555,4694311.32,1.28,0.91,2.01,7.3,2.37,9.71,8.74,10.24,5.68,2.93,1.83,2.74,5.83,12.61,12.61,25.87,36.96,29.74,61.16,26.43,32.48,2.39,7.52,24.23,78.56,12.43,0.72,0.72,0.18,7.21,1.45,2.55,12.55,19.82,63.64,2.55,6,17.27,20.18,54,22.88,32.79,23.78,19.82,6.49,17.3,25.23,50.99,6244485.39,7290867.98,13397818.26,22810816.78,12955094.99,42704297.23,32221985.32,40903396.7,25460987.9,11212284.03,7995027.53,17553534.46,28770720.97,49560010.44,52066994.99,124573336.73,16292434.32,147485368.4,285478908.66,112782005.25,126975329.99,13683952.15,34666463.9,92547202.02,357483797.5,65486306.09,4928569.26,2699742.36,320443.6,38228729.45,11290080.47,10125829.84,52289860.89,79173309.03,312803315.58,14583616.73,26703012.81,76476501.92,84815095.5,262680052.17,112661288.58,140037998.59,106556153.93,107913428.55,41170719.47,87212692.91,105081270.69,235966448.55,1.33,1.55,2.85,4.86,2.76,9.1,6.86,8.71,5.42,2.39,1.7,3.74,6.13,10.56,11.09,26.54,3.47,31.42,60.81,24.03,27.05,2.92,7.38,19.71,76.15,13.95,1.05,0.58,0.07,8.14,2.41,2.16,11.14,16.87,66.63,3.11,5.69,16.29,18.07,55.96,24,29.83,22.7,22.99,8.77,18.58,22.38,50.27,1.47,6426863.38,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",25141,"United Arab Emirates","ARE","overall","18-34","2020-05-25",492,3518119.63,1.44,1.03,2.46,9.03,2.87,11.13,11.91,14.02,7.01,4.32,3.3,2.67,8.4,17.08,13.21,25.97,33.33,28.48,55.21,26.24,33.68,4.34,9.48,26.68,77.03,9.96,0.61,1.02,0.2,10.98,1.64,5.11,14.11,20.25,58.9,4.09,8.79,18.2,22.9,46.01,29.27,32.93,21.14,16.06,10.37,19.72,23.78,46.14,6244485.39,7290867.98,13739089.56,28009398.91,12474847.72,39765987.52,35279259.03,50693109.12,27609050.24,12418411.98,9727775.34,15732870.67,37413978.25,52550624.33,45008729.91,111676092.45,12944093.71,99677681.86,190491774.75,88689360.55,100415034.79,19265118.07,31108274.75,78749626.8,267103759.47,38914035.63,4180040.93,2675940.82,320443.6,38334198.91,10272401.05,15144367.38,45601120.72,81029014.35,198501472.78,18355781.25,26747951.71,69422653.87,79645409.06,156376580.38,108928442.3,112483481.23,68844656.75,60291795.99,44788599.63,88189280.17,77803572.87,141030510.03,1.77,2.07,3.91,7.96,3.55,11.3,10.03,14.41,7.85,3.53,2.77,4.47,10.63,14.94,12.79,31.74,3.68,28.33,54.15,25.21,28.54,5.48,8.84,22.38,75.92,11.06,1.19,0.76,0.09,10.9,2.92,4.3,12.96,23.03,56.42,5.22,7.6,19.73,22.64,44.45,30.96,31.97,19.57,17.14,12.73,25.07,22.12,40.09,2.07,5979620.49,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",25142,"United Arab Emirates","ARE","overall","35-54","2020-05-25",303,2281154.65,0,0,0.34,3.36,1.34,12.75,9.7,11.37,4.36,1.01,1.01,1.68,4.7,11.41,8.58,19.67,33.33,23.49,53.18,22.18,26.76,0.67,4.71,20.53,79.54,10.23,0.99,0.33,0,8.58,1.67,1.33,12.33,22.33,62.33,1.66,5.65,14.62,23.59,54.49,22.44,34.32,24.75,17.82,6.27,15.51,26.73,51.49,0,0,326619.05,4088819.02,2522966.8,24452383.49,16583974.67,20158058.22,9867704.69,2311574.33,1148235.46,3607157.17,9662727.46,22786551.17,17627019.82,49948642.39,5974592.82,70277693.35,130724080.61,47206722.65,54734080.71,1867340.74,13819667.75,39169298.5,172455449.27,32572411.91,3987793.35,434429.66,0,17513965.79,3426160.8,1817863.4,26421151.74,41170380.17,152468913.57,4245606.43,10974718.56,33340063.18,45564894.1,132665661.24,50202740.54,67073996.47,61484901.86,48029304.64,22078065.94,34862627.36,45779650.73,125395121.23,0,0,0.14,1.79,1.11,10.72,7.27,8.84,4.33,1.01,0.5,1.58,4.24,9.99,7.73,21.9,2.62,30.81,57.31,20.69,23.99,0.82,6.06,17.17,75.6,14.28,1.75,0.19,0,7.68,1.5,0.8,11.58,18.05,66.84,1.86,4.81,14.62,19.97,58.16,22.01,29.4,26.95,21.05,9.68,15.28,20.07,54.97,1.01,2295743.65,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",25143,"United Arab Emirates","ARE","overall","overall","2020-05-25",946,7571642.55,0.97,0.75,1.61,6.55,2.14,11.72,10.4,12.46,6.02,2.9,2.26,2.36,7.18,14.47,11.32,23.75,33.33,25.88,54.19,23.69,30.04,3,7.44,23.84,71.88,9.09,0.63,0.74,0.32,10.04,1.77,3.66,13.21,20.4,60.97,3.07,7.55,16.63,22.29,50.47,23.68,30.34,20.72,15.01,7.4,15.86,22.3,44.71,9250884.64,10297267.24,17072107.87,38817137.7,18004213.78,88329920.9,59117334.72,86244231.22,45213336.57,18180971.94,13504349.48,22191393.89,58796171.33,95340797.58,77181142.08,207084021.05,21369133.75,198390625.73,392274422.72,156700041.68,181781501.71,23522768.8,50002455.45,145109457.09,508653003,82891961.14,8167834.28,3309555.68,2081062.87,81366737.17,16305620.8,18223693.89,76071013.88,129048352.4,425637587.91,23297856.11,40303189.91,111078298.47,129474302.08,360708505.63,180255534.53,212474666.77,147389367.64,126653173.77,66866665.57,129544671.16,137071560.15,335877954.03,1.22,1.36,2.25,5.13,2.38,11.67,7.81,11.39,5.97,2.4,1.78,2.93,7.77,12.59,10.19,27.35,2.82,26.2,51.81,20.7,24.01,3.11,6.6,19.16,67.18,10.95,1.08,0.44,0.27,10.75,2.15,2.41,10.05,17.04,56.21,3.08,5.32,14.67,17.1,47.64,23.81,28.06,19.47,16.73,8.83,17.11,18.1,44.36,1.62,11281763.4,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",26180,"United Arab Emirates","ARE","female","18-34","2020-05-26",168,1075806.36,1.21,1.21,1.82,7.88,3.64,14.46,14.46,16.97,6.06,3.03,4.24,2.42,11.45,21.69,8.38,13.86,44.44,18.18,42.51,19.63,27.27,3.05,6.1,28.31,84.52,3.57,1.79,1.19,0,8.33,0.6,4.82,12.05,27.71,54.82,1.83,12.2,15.85,30.49,39.63,34.52,36.31,17.86,9.52,13.1,16.67,25.6,44.05,486097.09,486097.09,1514937.52,14078383.66,3267594.49,21546475.03,11859781.29,20489472.18,6827896.93,3934985.22,3346581.39,8779276.65,19255413.11,27269611.49,8936434.37,11235530.53,1499480.34,14760762.4,34910476.62,15012233.5,20874599.02,2122253.84,4954000.73,21948899.25,86750493.11,3639693.24,2737523.53,793504.33,0,12603355.25,524052.97,3012684.18,11933499.95,39553838.2,51017237.02,2529364.06,22710967.66,12667275.57,30867622.84,36437285.67,38653483.32,34222067.29,20504307.76,12059874.83,13897801.44,15392500.92,29567044.52,48121709.78,0.45,0.45,1.41,13.09,3.04,20.03,11.02,19.05,6.35,3.66,3.11,8.16,17.9,25.35,8.31,10.44,1.39,13.72,32.45,13.95,19.4,1.97,4.6,20.4,80.64,3.38,2.54,0.74,0,11.72,0.49,2.8,11.09,36.77,47.42,2.35,21.11,11.77,28.69,33.87,35.93,31.81,19.06,11.21,12.92,14.31,27.48,44.73,2.42,2734691.75,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",26181,"United Arab Emirates","ARE","female","35-54","2020-05-26",113,781239.39,1.77,1.77,1.77,5.31,7.08,14.16,12.39,10.62,3.54,0.88,7.96,3.54,6.19,12.39,11.5,15.18,37.5,16.81,40.71,15.04,23.89,1.77,5.31,23.01,75.22,7.96,2.65,0,0.88,13.27,1.79,3.57,9.82,23.21,61.61,1.79,4.46,16.96,23.21,53.57,30.09,39.82,15.93,13.27,8.85,12.39,25.66,53.1,3874797.36,3874797.36,3874797.36,7345609.62,6872399.82,10027710.3,13032629.62,7146056.34,5773637.99,156750.76,5630148.24,4253734.78,2593799.71,10796289.44,14218459.73,15580141.88,4624057.55,10971896.83,24271362.97,8670014.84,11048987.67,808528.88,5210942.41,17506191.63,59121318.54,6636658.68,1532104.6,0,368335.1,10465522.08,500643.48,1222538.42,7776280.67,24396918.39,43591011.99,500643.48,5789470.49,9287001.04,18992293.6,42917984.33,27419660.8,28535700.92,10974338.83,10557692.39,4304524.69,12694237.05,14415088.48,46710088.77,4.96,4.96,4.96,9.4,8.8,12.84,16.68,9.15,7.39,0.2,7.21,5.44,3.32,13.82,18.2,19.94,5.92,14.04,31.07,11.1,14.14,1.03,6.67,22.41,75.68,8.5,1.96,0,0.47,13.4,0.64,1.56,9.95,31.23,55.8,0.64,7.41,11.89,24.31,54.94,35.1,36.53,14.05,13.51,5.51,16.25,18.45,59.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",26182,"United Arab Emirates","ARE","female","overall","2020-05-26",287,1895072.53,1.41,1.41,1.76,6.69,4.93,14.39,13.68,14.44,4.93,2.11,5.63,2.82,9.12,17.54,9.44,14.84,41.18,17.25,41.26,17.38,25.7,2.47,5.65,25.96,80.49,5.23,2.09,0.7,0.35,10.8,1.06,4.24,11.66,25.44,57.6,1.78,9.25,16.37,27.4,45.2,32.75,37.28,17.07,11.15,11.15,14.63,25.09,48.78,4360894.45,4360894.45,5389734.88,21423993.28,10139994.31,32100573.18,25532245.45,28161916.37,12601534.93,4091735.97,8976729.63,13033011.43,21849212.83,38065900.93,23154894.1,27615480.11,6123537.88,25732659.23,59821674.13,23682248.34,32449974.54,2930782.72,10164943.13,40094925.42,148053691.87,10276351.92,4269628.13,793504.33,368335.1,24689675.34,1024696.45,4235222.6,20893497.58,63950756.59,96587375.75,3030007.53,29157767.26,22480664.46,50218245.17,80976068.02,67088801.96,62900246.81,32956966.01,23143955.07,18202326.13,28086737.97,43982133,98634476.79,2.3,2.3,2.84,11.31,5.35,16.94,13.47,14.86,6.65,2.16,4.74,6.88,11.53,20.09,12.22,14.57,3.23,13.58,31.57,12.5,17.12,1.55,5.36,21.16,78.13,5.42,2.25,0.42,0.19,13.03,0.54,2.23,11.03,33.75,50.97,1.6,15.39,11.86,26.5,42.73,35.4,33.19,17.39,12.21,9.61,14.82,23.21,52.05,1.41,2734691.75,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",26183,"United Arab Emirates","ARE","male","18-34","2020-05-26",311,2215488.33,0.66,0.66,1.66,8.55,2.65,8.22,12.17,12.09,7.54,5.94,1.66,3.65,5.3,13.86,15.43,27.1,44.83,40.98,61.49,27.24,31.02,5.63,12.67,34.08,81.35,10.61,1.29,0.32,0,6.43,1.29,2.9,10.32,25.16,60.32,3.87,6.13,15.16,25.81,49.03,24.12,30.87,23.15,21.54,11.25,16.4,24.12,48.23,1485450.65,1485450.65,8149833.22,18735239.43,7862063.54,17378565.41,23682591.33,28814702.6,13880391.97,12219219.85,3698741.06,8455205.43,9964734.35,31471385.88,36765597.52,61377895.8,9518686.85,87645319.87,137135760.45,67507605.78,65061067.3,17904293.13,27788813.06,74287412.5,180627028.58,20427891.35,2329993.02,1237284.51,0,16926635.57,2363010.6,8724134.72,23629837.08,46551352.12,139638807.93,9099602.91,15237404.11,32983238.53,46242051.35,117770821.82,52051615.56,61348936.68,47877110.87,59751707.27,24947055.53,42563626.8,54840117.3,99198033.4,0.67,0.67,3.68,8.46,3.55,7.84,10.69,13.01,6.27,5.52,1.67,3.82,4.5,14.21,16.59,27.7,4.3,39.56,61.9,30.47,29.37,8.08,12.54,33.53,81.53,9.22,1.05,0.56,0,7.64,1.07,3.94,10.67,21.01,63.03,4.11,6.88,14.89,20.87,53.16,23.49,27.69,21.61,26.97,11.26,19.21,24.75,44.77,1.66,4588150.66,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",26184,"United Arab Emirates","ARE","male","35-54","2020-05-26",233,1958644.24,1.74,0.87,1.74,7.76,3.9,9.61,8.19,9.57,7.83,2.6,1.31,2.61,3.91,14.29,16.02,29,39.13,28.76,61.3,24.78,25.43,3.03,5.19,21.89,77.68,12.02,0.43,1.29,0.86,7.73,0,4.74,12.5,18.97,63.79,0.86,6.44,12.88,24.46,55.36,23.61,34.76,24.89,16.74,4.72,13.73,17.6,63.95,6081632.37,4298663.21,6081632.37,14837902.16,6356287.29,17978715.44,16158787.59,18983078.15,16074198.24,5430823.86,3430528.8,8824570.02,12380557.44,30838411.12,24682449.95,62472299.45,9814793.93,62022174.68,120769703.64,50331455.86,51583994.65,6033840.53,12127774.49,41792046.36,145642333.58,25499626.23,337499.83,3784909.81,3329377.89,17270676.51,0,7602153.03,26331883.72,29526727.65,131667346.13,1414124.4,13352902.21,18563510.1,50456018.98,112077868.18,45313561.06,58168902.16,48802178.29,43579782.35,14381660.4,24658971.68,31285857.57,125537934.21,3.11,2.19,3.11,7.58,3.25,9.18,8.25,9.69,8.21,2.77,1.75,4.51,6.32,15.74,12.6,31.9,5.01,31.67,61.66,25.7,26.34,3.08,6.19,21.34,74.36,13.02,0.17,1.93,1.7,8.82,0,3.88,13.44,15.08,67.22,0.72,6.82,9.48,25.76,57.22,23.14,29.7,24.92,22.25,7.34,12.59,15.97,64.09,3.49,7851802.47,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",26185,"United Arab Emirates","ARE","male","overall","2020-05-26",569,4524102.57,1.08,0.72,1.62,8.04,3.05,8.8,10.16,10.89,7.51,4.48,1.44,3.06,4.5,13.98,15.19,27.03,41.51,35.17,61.88,25.72,28.39,4.48,8.99,28.65,80.14,10.9,0.88,0.7,0.35,6.85,0.71,3.7,10.93,22.75,61.9,2.64,6.16,13.91,25.18,52.11,23.73,32.34,24.43,19.33,8.26,14.76,21.27,55.71,7567083.03,5784113.87,14231465.6,34090509.01,14218350.83,39908159.71,43834338.42,52348659.61,30340479.34,18167411.14,7129269.86,17279775.45,22345291.8,68079980.79,61673665.58,129225296.73,19333480.78,158277218.9,283641049.1,121039627.33,125119453.85,24455501.09,39916587.55,128108053.13,359661849.06,46320155.99,2667492.85,5022194.32,3329377.89,34754804.13,2363010.6,16885651.74,50495689.49,86627419.77,294660481.76,11073091.31,29124275.01,58125396.62,105536034.71,248335745.33,106416276.91,131485042.81,103838425.87,110151049.04,39888079.93,72138912.72,92192749.49,248190515.14,1.67,1.28,3.15,7.54,3.14,8.82,9.69,11.57,6.71,4.02,1.58,3.82,4.94,15.05,13.63,28.56,4.27,34.99,62.7,26.75,27.66,5.41,8.82,28.32,79.5,10.24,0.59,1.11,0.74,7.68,0.52,3.73,11.16,19.15,65.13,2.45,6.44,12.85,23.33,54.89,23.52,29.06,22.95,24.35,8.82,15.95,20.38,54.86,2.52,12825842.26,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",26186,"United Arab Emirates","ARE","overall","18-34","2020-05-26",481,3299611.39,0.85,0.85,1.71,8.28,2.99,10.59,12.92,13.74,6.99,4.89,2.56,3.21,7.45,16.56,12.92,22.38,44.74,32.84,54.6,24.46,29.57,4.7,10.3,31.94,82.33,8.11,1.46,0.62,0,7.28,1.05,3.56,10.88,25.94,58.58,3.15,8.19,15.34,27.31,46.01,27.65,32.85,21.21,17.46,11.85,16.42,24.53,46.99,1971547.74,1971547.74,9664770.74,32813623.09,11129658.03,39239343.62,35542372.62,49304174.78,20708288.9,16154205.06,7045322.45,17234482.08,29220147.47,58740997.38,45702031.89,72613426.33,11018167.18,102406082.27,172046237.08,82519839.28,85935666.32,20026546.97,32742813.78,96236311.75,267691824.86,24067584.59,5067516.55,2030788.83,0,30047358.25,2887063.57,11736818.9,35563337.03,86105190.32,191487715.55,11628966.96,37948371.76,45650514.1,77109674.19,155039778.11,90705098.88,95885307.15,68381418.63,72328949.53,38844856.97,57956127.72,84407161.82,148151413.79,0.6,0.6,2.93,9.94,3.37,11.89,10.77,14.94,6.28,4.9,2.14,5.22,8.86,17.8,13.85,22.01,3.34,31.04,52.14,25.01,26.04,6.07,9.92,29.17,81.13,7.29,1.54,0.62,0,9.11,0.87,3.56,10.78,26.1,58.03,3.52,11.5,13.84,23.37,46.99,27.49,29.06,20.72,21.92,11.77,17.56,25.58,44.9,1.92,7322842.41,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",26187,"United Arab Emirates","ARE","overall","35-54","2020-05-26",348,2746744.45,1.74,1.16,1.74,6.92,4.91,11.05,9.51,10.14,6.38,2.02,3.49,2.9,4.64,13.58,14.74,24.64,38.71,24.71,54.49,21.45,24.78,2.6,5.2,22.13,76.72,10.63,1.15,0.86,0.86,9.77,0.58,4.34,11.56,20.23,63.29,1.15,5.76,14.12,24.21,54.76,25.86,36.49,21.84,15.52,6.61,13.22,20.11,60.06,9956429.74,8173460.57,9956429.74,22183511.77,13228687.11,28006425.74,29191417.21,26357525.74,21847836.23,5587574.62,9060677.04,13078304.81,14974357.15,41634700.56,39129300.93,78510132.25,14438851.48,72994071.51,145498757.53,59001470.7,62632982.32,6842369.41,17338716.9,59298237.99,205221343.04,32136284.91,1869604.44,3784909.81,3697712.99,27964589.84,500643.48,8824691.45,34108164.38,53923646.04,175944440.29,1914767.88,19142372.7,27850511.14,69676703.83,155453543.43,72961613.11,87162294.01,59776517.12,54137474.74,19372267.27,37353208.72,45700946.05,172248022.98,3.62,2.98,3.62,8.08,4.82,10.2,10.63,9.6,7.95,2.03,3.3,4.76,5.45,15.16,14.25,28.58,5.26,26.57,52.97,21.48,22.8,2.49,6.31,21.59,74.71,11.7,0.68,1.38,1.35,10.18,0.18,3.21,12.42,19.63,64.06,0.7,6.97,10.14,25.37,56.6,26.56,31.73,21.76,19.71,7.05,13.6,16.64,62.71,2.33,7851802.47,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
