"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-05-05,135,1.54,0.77,2.31,5.38,3.82,17.56,6.77,6.92,5.34,0.77,3.08,1.53,7.69,13.74,3.7,3.82,66.67,24.41,65.12,2.36,37.01,5.51,1.57,37.98,51.85,14.81,2.96,3.7,1.48,17.78,0.81,6.5,13.01,19.51,60.16,0.81,4.84,24.19,20.97,49.19,20.74,38.52,19.26,13.33,11.85,29.63,20.74,29.63,NA,NA,NA,NA,NA,1.54,0.77,2.31,5.38,3.82,17.56,6.77,6.92,5.34,0.77,3.08,1.53,7.69,13.74,3.7,3.82,66.67,24.41,65.12,2.36,37.01,5.51,1.57,37.98,51.85,14.81,2.96,3.7,1.48,17.78,0.81,6.5,13.01,19.51,60.16,0.81,4.84,24.19,20.97,49.19,20.74,38.52,19.26,13.33,11.85,29.63,20.74,29.63,NA,NA,NA,NA,NA,6415851
2020-05-06,149,0.69,0.69,0.69,6.25,2.08,20.98,10.42,5.59,3.5,4.17,2.1,0.7,6.29,11.19,7.43,6.29,25,28.78,60.56,2.19,35.71,7.19,2.88,41.13,49.66,10.07,4.03,4.03,2.68,22.82,0.75,2.26,17.29,15.79,63.91,1.5,3.01,18.8,19.55,57.14,13.42,38.93,16.11,20.13,12.08,24.16,24.83,28.19,NA,NA,NA,NA,NA,0.69,0.69,0.69,6.25,2.08,20.98,10.42,5.59,3.5,4.17,2.1,0.7,6.29,11.19,7.43,6.29,25,28.78,60.56,2.19,35.71,7.19,2.88,41.13,49.66,10.07,4.03,4.03,2.68,22.82,0.75,2.26,17.29,15.79,63.91,1.5,3.01,18.8,19.55,57.14,13.42,38.93,16.11,20.13,12.08,24.16,24.83,28.19,NA,NA,NA,NA,NA,6415851
2020-05-07,167,0,0.62,0.62,5.62,3.7,18.9,7.45,8.75,3.7,1.25,1.88,1.24,4.38,13.58,3.59,7.32,0,30.77,60,6.41,30.77,8.97,3.21,36.42,51.5,11.98,5.99,2.4,2.4,20.96,1.35,4.05,14.86,15.54,64.19,3.38,2.7,17.57,20.27,56.08,11.98,31.74,22.75,21.56,12.57,20.96,27.54,28.14,1.95,NA,NA,NA,NA,0,0.62,0.62,5.62,3.7,18.9,7.45,8.75,3.7,1.25,1.88,1.24,4.38,13.58,3.59,7.32,0,30.77,60,6.41,30.77,8.97,3.21,36.42,51.5,11.98,5.99,2.4,2.4,20.96,1.35,4.05,14.86,15.54,64.19,3.38,2.7,17.57,20.27,56.08,11.98,31.74,22.75,21.56,12.57,20.96,27.54,28.14,1.95,NA,NA,NA,NA,6415851
2020-05-08,148,0,0,0,4.14,4.14,20.55,12.41,10.34,3.45,6.25,2.07,1.38,6.9,11.72,4.05,4.17,33.33,37.76,62.76,6.38,39.16,10.49,2.78,46.43,51.35,12.16,3.38,4.73,4.05,17.57,0,0.75,22.39,11.94,64.93,1.49,2.24,22.39,23.13,50.75,21.62,33.11,16.89,18.92,10.14,22.97,27.03,30.41,0.69,NA,NA,NA,NA,0,0,0,4.14,4.14,20.55,12.41,10.34,3.45,6.25,2.07,1.38,6.9,11.72,4.05,4.17,33.33,37.76,62.76,6.38,39.16,10.49,2.78,46.43,51.35,12.16,3.38,4.73,4.05,17.57,0,0.75,22.39,11.94,64.93,1.49,2.24,22.39,23.13,50.75,21.62,33.11,16.89,18.92,10.14,22.97,27.03,30.41,0.69,NA,NA,NA,NA,6415851
2020-05-09,156,0.67,0,1.34,4.03,2,17.11,7.33,8.05,2.01,1.34,1.34,1.34,7.28,18,4.52,7.19,75,24.83,57.42,5.37,37.5,9.46,2,40.13,45.51,14.74,3.85,4.49,1.28,25,1.39,4.17,15.28,15.97,63.19,2.8,4.9,25.17,18.18,48.95,18.59,36.54,18.59,18.59,13.46,27.56,23.08,28.21,0.68,NA,NA,NA,NA,0.67,0,1.34,4.03,2,17.11,7.33,8.05,2.01,1.34,1.34,1.34,7.28,18,4.52,7.19,75,24.83,57.42,5.37,37.5,9.46,2,40.13,45.51,14.74,3.85,4.49,1.28,25,1.39,4.17,15.28,15.97,63.19,2.8,4.9,25.17,18.18,48.95,18.59,36.54,18.59,18.59,13.46,27.56,23.08,28.21,0.68,NA,NA,NA,NA,6415851
2020-05-10,159,0.67,0.67,0.67,5.37,0.68,19.87,11.41,10.07,2.01,3.33,3.36,2.01,8.78,21.85,2.53,8.44,66.67,27.59,63.27,4.17,30.34,8.33,2.76,40.54,44.65,15.09,8.81,0.63,2.52,21.38,1.38,4.83,17.93,14.48,61.38,2.76,5.52,20.69,22.07,48.97,16.35,38.36,13.84,21.38,15.72,29.56,19.5,25.16,2.7,NA,NA,NA,NA,0.443234074886806,0.669999999999995,0.803738444020169,5.27843657640851,1.7553207454013,19.047442015679,9.52284196504258,8.85803515693329,2.35960761672116,2.83047177075261,2.99041368422725,1.95685770484386,7.15484293981694,21.1057328844757,3.95011737124701,8.55922270073355,49.4997916342618,28.1095909210627,61.9265843219579,4.17,36.2202464387526,8.43819577021889,2.76,41.8808303415279,44.5836663546427,15.3011613526827,5.53744344476362,0.63,2.3897879742003,22.3644249915561,1.38,3.77397314562401,16.4713299204375,14.4318489656048,62.1501118593609,2.8468752961912,5.51983278802813,21.0442941326631,21.6794629519653,48.9688276390081,16.0771772478682,38.115439780363,17.2462370523062,20.0839120299883,15.8102554547069,29.7767420840934,19.4869163093953,26.9860187782532,2.7,NA,NA,NA,NA,6415851
2020-05-11,165,1.3,0.65,1.95,6.45,3.27,18.47,7.1,10.39,3.9,1.95,3.87,1.3,7.14,19.87,2.42,6.75,0,30.07,61.78,4.58,34.19,6.54,2.61,35.06,45.45,12.73,6.67,3.03,4.85,19.39,1.36,0,13.61,14.29,70.75,1.36,2.04,13.61,22.45,60.54,16.97,30.3,22.42,19.39,13.33,24.24,21.82,29.09,1.96,NA,NA,NA,NA,0.607355195716415,0.65000000000012,1.06669620595946,6.49344654823756,2.31497513240592,18.7304937188503,9.00449417084945,10.1298115399256,2.88459156548436,2.43183493442454,3.93275271347214,1.50190912424305,7.14057817799622,21.2875917540779,3.63247987794322,6.78199333917655,38.6152576845886,29.3622397741425,62.0073604421793,4.26906072942335,36.1180535934377,6.71121117028354,2.66028832767013,40.7933887117829,45.5458009773125,13.1582996692716,6.16442719292838,3.03,3.04765706471684,20.1821409294226,1.34867418190586,3.01779264453243,15.4266170747141,14.3070135371383,68.2335190037235,1.35185780204682,2.6165574211816,13.7699040811124,20.744664605112,60.2699352525888,16.9818065414915,32.2216114168689,20.7149644824953,19.9500048421391,13.3276215278284,25.4808876168009,21.3372252053609,26.9529782042792,1.96,NA,NA,NA,NA,6415851
2020-05-12,144,2.16,1.44,2.16,7.14,0.72,20.86,9.35,9.42,5.76,0.72,2.17,0.72,3.62,17.86,3.47,6.34,100,33.81,60.99,3.68,39.57,7.25,2.17,43.66,48.61,11.81,8.33,5.56,2.08,21.53,1.49,0,17.16,17.16,64.18,1.47,2.21,17.65,19.12,59.56,22.92,33.33,20.14,18.06,19.44,29.17,21.53,24.31,0.72,NA,NA,NA,NA,1.76051439006895,1.42807179758739,1.59224187500295,7.13604823746304,1.53802767639183,19.9747805732267,9.02142611038674,9.27969483537318,5.54997174186328,1.83578197910582,2.58194912471464,0.748075385478734,6.46194332285917,19.0370954024334,3.5652084256442,6.23231723273191,52.5818692554039,32.1060475332595,61.7392918505687,3.71859886470855,37.2140767399518,6.83875142208764,2.14415555827216,41.831635960578,48.5515215863793,11.6575441937535,7.43788732829618,5.56,2.86530630002309,20.8487703027313,1.25316354127911,2.11618939479859,15.5308309785735,16.2934225365821,66.1758160508634,1.34323775100927,1.84344786972667,16.8510030854518,20.3732471955585,60.317327789745,22.8930203754511,32.4945329240587,18.6080388206297,19.5757741490199,17.3972458523616,28.1017508610473,21.5782891351716,26.097822632127,0.72,NA,NA,NA,NA,6415851
2020-05-13,128,0,0,0,8.87,1.61,29.37,5.6,9.68,4.88,2.42,1.61,0,5.69,15.32,5.47,8.73,50,42.15,70.73,6.72,50,10.92,3.36,49.6,49.22,16.41,7.81,3.12,7.03,13.28,0.87,6.09,20,17.39,55.65,3.51,7.02,19.3,20.18,50,18.75,34.38,15.62,20.31,12.5,26.56,21.09,28.91,0,NA,NA,NA,NA,0.01010013863946,0.412091177489061,1.07428599473907,8.82035558891159,1.39846052425636,28.184920023028,8.37003544314863,9.96682771379173,5.3419497828463,1.85342074026344,1.68121888188768,0.248015739842698,6.23201979591308,16.1187192526178,3.86135011479384,8.70038000573235,52.9164294284598,40.847955055028,65.2506099220834,6.21248185929901,40.4437957854568,10.6102202393141,3.33264223156436,43.9847912840288,49.3238975779566,15.9250422149031,7.87204960730374,3.12,4.7681025148774,15.4941470049535,1.18050035877328,3.01853874171761,16.809542064743,17.3957018356717,57.4721688513511,3.51215454094825,6.93663264154594,19.5673661032346,20.3599426540058,50.5837830173548,19.7471103155666,33.6608071100272,16.7093457911916,19.6915569419814,15.3872314546376,27.055635346024,21.2600781739494,26.1522231140058,0,NA,NA,NA,NA,6415851
2020-05-14,142,1.43,0.71,3.57,4.32,2.88,26.43,11.51,12.95,10.79,6.47,5.76,0.72,8.63,17.99,2.13,5.71,20,40.58,67.39,4.44,40.58,9.56,2.94,57.04,46.48,19.72,8.45,2.82,2.11,11.97,0,3.97,17.46,20.63,57.94,0,5.56,17.46,19.05,57.94,19.72,31.69,22.54,14.79,10.56,23.24,26.76,28.17,2.86,NA,NA,NA,NA,0.970428530118141,0.543916702350151,2.04010910603899,5.39234440161009,2.00244976705989,27.412885523046,8.81864830710323,11.6310929358675,9.98323418109191,5.79245154834993,5.52372383646886,0.305490993157611,6.60646806505321,16.7733667828138,3.54970169882723,6.87004187344708,46.685796614569,42.1697117274866,66.821587847043,5.10501391524199,41.0870334654818,10.0360825128531,3.02408761653942,47.448449312628,46.8962696576672,19.8815726039924,8.45357925364217,3.67905331332238,3.68408515571567,12.1469139866706,0.14774560489986,3.16262755043704,16.9670741112116,20.0832380645532,57.6693242698408,2.02654450436855,5.63041075349814,17.6772848474671,20.133740814562,56.2967825541828,19.3965697525162,32.2793748138631,18.8440956431657,17.2056963661288,14.3764722484309,23.8049431687725,26.1258516019667,26.0942846751005,2.86,NA,NA,NA,NA,6415851
2020-05-15,116,0,0,0,8.85,3.57,25.22,8.85,7.08,1.77,3.54,3.57,0.89,8.77,13.91,3.45,10.62,0,46.36,67.27,7.27,50.46,10.09,1.83,50,51.72,17.24,8.62,2.59,1.72,12.93,0.99,1.98,17.82,15.84,63.37,0,3.92,14.71,21.57,59.8,19.83,25.86,18.1,24.14,10.34,21.55,23.28,33.62,0,NA,NA,NA,NA,0.763324055692092,0.212926543948978,1.35852475998284,8.15563416076296,3.18788311712442,25.8465923125836,8.77422280752385,9.6495477805143,4.95655616031689,3.56949144048594,4.1920287074299,0.720453141152921,6.93260460163236,14.6364482635339,3.49870896445687,7.69310475427852,38.7879840641111,46.2981823888259,67.5792543558019,6.8468038794048,44.1236675125519,9.92944080946849,1.81855487833323,48.8171782889894,50.7552529470487,17.5544309239241,8.88942991479114,3.28748588032515,3.32060846096701,11.6569714160903,0.971799534858427,2.95804543056461,17.2146475524002,17.5995682035479,62.8899547891755,1.4399293256873,3.91388955935365,14.4999530304663,20.4012473677064,59.9967997877127,19.8742549229935,27.5438416398237,18.7303510887575,19.6486224457841,10.9962929443866,21.4881797963195,24.0877468423548,30.2295537024337,0,NA,NA,NA,NA,6415851
2020-05-16,145,0.71,0.71,0.71,7.8,2.84,18.31,7.8,9.86,2.84,2.13,2.86,1.42,6.38,7.75,5.52,7.64,33.33,35.25,60.71,3.62,39.57,9.35,4.29,43.36,52.41,16.55,8.97,1.38,4.83,12.41,1.54,1.54,15.38,14.62,66.92,2.29,6.11,14.5,20.61,56.49,15.17,40,15.86,20,11.72,21.38,22.76,36.55,1.42,NA,NA,NA,NA,0.759779408048235,0.708952925770877,1.24953844004755,8.13598825985739,3.13041769651358,19.6085688946361,8.57215571256837,9.7182594311724,2.87593419022903,2.97988970611477,2.62853662276074,1.41542847248147,6.8243667304473,10.0348176295488,3.77415872689694,7.78471412714237,37.8332625287991,38.3387435445044,66.1280656434594,4.6574231896833,43.6392822831504,9.35360303984582,2.81332488012903,48.5384046916512,52.6356299637906,16.172998805938,9.2885345399034,2.61630762439194,3.73907394616976,11.6846601167059,1.03597096072364,2.72933671486746,16.5753429831145,14.9447203748165,65.8124925619063,1.66444001164701,5.42851702146863,14.2919414861919,20.4606216430549,57.8184773798867,18.6007363896513,36.3835484556722,18.2523426726134,19.6941030572545,10.9530123296795,20.9554197119278,22.515913660659,34.9555932428474,1.42,NA,NA,NA,NA,6415851
