"","X","country_agg","GID_0","gender","age_bucket","date","rolling_total_responses","weight_sums","smoothed_pct_cli","smoothed_pct_ili","smoothed_pct_fever","smoothed_pct_cough","smoothed_pct_difficulty_breathing","smoothed_pct_fatigue","smoothed_pct_stuffy_runny_nose","smoothed_pct_aches_muscle_pain","smoothed_pct_sore_throat","smoothed_pct_chest_pain","smoothed_pct_nausea","smoothed_pct_anosmia_ageusia","smoothed_pct_eye_pain","smoothed_pct_headache","smoothed_pct_cmnty_sick","smoothed_pct_ever_tested","smoothed_pct_tested_recently","smoothed_pct_worked_outside_home","smoothed_pct_grocery_outside_home","smoothed_pct_ate_outside_home","smoothed_pct_spent_time_with_non_hh","smoothed_pct_attended_public_event","smoothed_pct_used_public_transit","smoothed_pct_direct_contact_with_non_hh","smoothed_pct_wear_mask_all_time","smoothed_pct_wear_mask_most_time","smoothed_pct_wear_mask_half_time","smoothed_pct_wear_mask_some_time","smoothed_pct_wear_mask_none_time","smoothed_pct_no_public","smoothed_pct_feel_nervous_all_time","smoothed_pct_feel_nervous_most_time","smoothed_pct_feel_nervous_some_time","smoothed_pct_feel_nervous_little_time","smoothed_pct_feel_nervous_none_time","smoothed_pct_feel_depressed_all_time","smoothed_pct_feel_depressed_most_time","smoothed_pct_feel_depressed_some_time","smoothed_pct_feel_depressed_little_time","smoothed_pct_feel_depressed_none_time","smoothed_pct_worried_ill_covid19_very","smoothed_pct_worried_ill_covid19_somewhat","smoothed_pct_worried_ill_covid19_notTooWorried","smoothed_pct_worried_ill_covid19_notWorried","smoothed_pct_enough_toEat_very_worried","smoothed_pct_enough_toEat_somewhat_worried","smoothed_pct_enough_toEat_notToo_worried","smoothed_pct_enough_toEat_not_worried","smoothed_pct_cli_weighted","smoothed_pct_ili_weighted","smoothed_pct_fever_weighted","smoothed_pct_cough_weighted","smoothed_pct_difficulty_breathing_weighted","smoothed_pct_fatigue_weighted","smoothed_pct_stuffy_runny_nose_weighted","smoothed_pct_aches_muscle_pain_weighted","smoothed_pct_sore_throat_weighted","smoothed_pct_chest_pain_weighted","smoothed_pct_nausea_weighted","smoothed_pct_anosmia_ageusia_weighted","smoothed_pct_eye_pain_weighted","smoothed_pct_headache_weighted","smoothed_pct_cmnty_sick_weighted","smoothed_pct_ever_tested_weighted","smoothed_pct_tested_recently_weighted","smoothed_pct_worked_outside_home_weighted","smoothed_pct_grocery_outside_home_weighted","smoothed_pct_ate_outside_home_weighted","smoothed_pct_spent_time_with_non_hh_weighted","smoothed_pct_attended_public_event_weighted","smoothed_pct_used_public_transit_weighted","smoothed_pct_direct_contact_with_non_hh_weighted","smoothed_pct_wear_mask_all_time_weighted","smoothed_pct_wear_mask_most_time_weighted","smoothed_pct_wear_mask_half_time_weighted","smoothed_pct_wear_mask_some_time_weighted","smoothed_pct_wear_mask_none_time_weighted","smoothed_pct_no_public_weighted","smoothed_pct_feel_nervous_all_time_weighted","smoothed_pct_feel_nervous_most_time_weighted","smoothed_pct_feel_nervous_some_time_weighted","smoothed_pct_feel_nervous_little_time_weighted","smoothed_pct_feel_nervous_none_time_weighted","smoothed_pct_feel_depressed_all_time_weighted","smoothed_pct_feel_depressed_most_time_weighted","smoothed_pct_feel_depressed_some_time_weighted","smoothed_pct_feel_depressed_little_time_weighted","smoothed_pct_feel_depressed_none_time_weighted","smoothed_pct_worried_ill_covid19_very_weighted","smoothed_pct_worried_ill_covid19_somewhat_weighted","smoothed_pct_worried_ill_covid19_notTooWorried_weighted","smoothed_pct_worried_ill_covid19_notWorried_weighted","smoothed_pct_enough_toEat_very_worried_weighted","smoothed_pct_enough_toEat_somewhat_worried_weighted","smoothed_pct_enough_toEat_notToo_worried_weighted","smoothed_pct_enough_toEat_not_worried_weighted","smoothed_pct_chills","smoothed_pct_chills_weighted","smoothedpct_wear_mask_all_time_weighted","smoothed_pct_finances_very_worried","smoothed_pct_finances_somewhat_worried","smoothed_pct_finances_notToo_worried","smoothed_pct_finances_not_worried","smoothed_pct_finances_very_worried_weighted","smoothed_pct_finances_somewhat_worried_weighted","smoothed_pct_finances_notToo_worried_weighted","smoothed_pct_finances_not_worried_weighted"
"11",1084,"Spain","ESP","other","55+","2020-04-29",87,184629.94,1.15,1.15,1.15,9.32,1.21,8.11,8.29,12.89,7.14,3.45,1.21,4.72,4.81,15.17,12.64,1.15,NA,22.96,71.26,3.51,17.48,2.3,10.47,14.94,42.53,11.49,6.9,2.3,13.79,22.99,4.78,2.36,24.62,23.47,44.76,2.43,5.81,19.67,26.76,45.34,39.08,41.38,11.49,6.9,3.45,19.54,28.74,48.28,0.54,0.54,0.54,4.5,0.47,3.93,8.88,8.98,3.57,1.49,0.47,2.93,5.66,9.5,14.97,2.29,0,19.77,68.41,7.76,16.61,1.34,9.5,14.68,40.76,7.29,4.73,1.91,14.41,30.9,2.96,0.72,19.64,26.8,45.08,1.23,4.88,23.13,20.71,47.76,34.55,46.06,10.87,6.22,5.35,14.07,32.61,47.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1085,"Spain","ESP","other","overall","2020-04-29",259,435496.72,2.38,1.98,3.17,12.9,5.54,14.86,16.42,14.48,9.5,7.82,5.09,3.92,10.71,21.54,13.6,6.19,NA,23.38,59.49,3.23,16.95,0.45,7.14,13.51,47.1,10.04,8.49,2.32,10.42,21.62,4.79,6.66,25.27,20.97,42.32,5.19,7.84,22.87,21.6,42.49,38.61,42.08,10.04,7.34,11.97,18.92,28.57,39.38,1.54,1.19,1.77,8.97,2.89,9.52,13.13,10.49,7.38,5.08,2.77,3.15,8.44,15.64,15.48,9.61,2.21,24.06,61.58,5.78,16.23,0.32,7.53,13.29,48.84,8.04,6.87,1.91,10.38,23.96,2.85,3.98,21.87,21.62,44.53,3.7,5.72,22.2,20.41,43.89,35.21,44.58,8.92,7.23,10.27,14.66,29.97,42.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1086,"Spain","ESP","overall","18-34","2020-04-29",4611,7961659.15,1.15,1.02,1.48,13.7,4.24,13.84,20.74,10.38,10.76,4.94,5.98,2.35,11.63,25.3,21.34,3.82,34.04,18.56,48.23,0.72,16.39,0.72,3.93,18.62,43.57,12.43,7.63,1.17,16.42,18.74,1.79,6.53,24.82,25.63,41.22,2.27,8.68,24.52,29.79,34.74,32.57,43.2,17.55,5.83,9.3,14.62,25.83,50.01,1.25,1.08,1.55,14.06,4.45,13.53,20.63,10.06,10.54,4.9,5.57,2.35,11.77,23.57,21.04,3.49,0.72,19.36,49.46,0.91,17.47,0.8,4.96,19.73,44.3,12.7,7.5,1.26,15.58,18.61,1.83,6.31,24.64,24.7,41.85,2.67,8.32,23.9,28.88,35.5,31.79,43.56,17.56,6.29,9.33,15.92,26.37,48.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1087,"Spain","ESP","overall","35-54","2020-04-29",7121,13641844.29,0.89,0.89,1.34,13.36,4.36,12.7,17.98,12.41,8.94,5.25,3.69,2.61,8.67,21.82,18.07,4.51,51.91,26.31,58.88,1.38,17.21,0.85,3.84,16.02,53.36,12.69,6.82,1.33,13.41,12.3,1,5.76,21.83,24.32,47.09,1.2,5.48,20.38,27.04,45.91,36.12,44.07,13.86,5.39,7.47,13.38,24.91,54.02,0.87,0.85,1.31,12.94,4.33,12.2,17.48,11.42,8.43,5.22,3.53,2.77,8.05,20.57,18.15,4.49,1.2,27.8,61.39,1.72,17.61,1,4.52,16.08,54.81,12.84,6.74,1.24,12.66,11.52,0.98,5.48,21.53,23.84,47.36,1.13,5.34,19.61,26.75,46.53,36.23,43.4,14.05,5.67,7.78,13.31,24.8,53.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1088,"Spain","ESP","overall","55+","2020-04-29",3021,11883608.59,0.53,0.47,0.77,12.43,3.17,10.71,15.37,11.01,6.01,3.73,2.13,1.8,6.37,14.06,14.75,3.67,54.34,15.97,63.23,3.01,12.11,0.3,3.5,11.35,51.67,10.16,5.69,1.42,12.05,18.7,1,2.98,16.26,22.11,57.64,0.7,3.24,16.7,24.02,55.34,33.4,41.74,15.86,8.14,2.85,10.89,20.69,64.88,0.42,0.38,0.67,11.23,2.78,10.09,15.29,10.23,4.95,3.76,1.93,1.61,6.07,13.42,13.82,2.61,0.6,11.46,59.66,2.83,9.86,0.29,2.8,9.44,51.63,9.05,5.45,1.35,10.57,21.69,1.1,2.54,14.81,23.29,56.62,0.62,3.05,16.54,23.53,55.06,33.19,40.73,16.57,8.32,2.32,10.29,19.89,66.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1089,"Spain","ESP","overall","overall","2020-04-29",16549,38818328.18,0.94,0.86,1.28,13.71,4.36,13.22,18.89,11.91,9.21,5.05,4.22,2.59,9.4,21.54,19.03,4.25,46.92,21.71,56.55,1.56,16.06,0.69,3.86,15.89,46.04,11.12,6.37,1.17,12.96,14.51,1.27,5.44,21.58,24.31,47.41,1.45,5.98,20.94,27.33,44.3,31.37,39.34,14.05,5.56,6.5,12.05,22.09,50.06,0.91,0.83,1.22,13.02,4.13,12.44,18.17,11.13,8.21,4.93,3.79,2.63,8.65,18.96,17.1,3.55,0.83,18.41,53.75,1.85,13.79,0.64,3.8,13.52,46.58,10.48,5.96,1.1,11.36,15.33,1.11,4.16,17.74,21.22,44.25,1.21,4.66,17.49,23.35,41.93,30.45,38.01,14.18,6.02,5.63,11.43,20.85,51.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2400,"Spain","ESP","female","18-34","2020-04-30",3017,4265632.02,0.76,0.76,1.13,12.87,4.12,14.65,22.42,11.81,11.96,4.56,7.55,2.46,12.23,31.83,21.98,4.44,34.64,15.79,46.22,0.4,14.46,0.5,3.33,16.24,45.31,12.4,6.4,1.79,14.09,19.99,1.81,7.97,27.6,25.92,36.71,2.44,10.18,27.06,30.47,29.85,35.9,42.09,16.31,4.64,9.78,14.02,27.01,48.96,0.75,0.8,1.21,13.01,4.47,14.86,22.44,12.71,12.51,4.5,8.14,2.52,13.21,32.02,22.61,4.18,0.78,15.35,47.1,0.34,14.36,0.52,3.57,16.1,46.53,11.87,6.4,1.74,13.12,20.31,1.84,8.38,27.98,25.09,35.69,2.82,10.09,27.3,29.98,28.79,35.72,42.84,15.85,4.55,10.01,14.67,27.93,47.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2401,"Spain","ESP","female","35-54","2020-04-30",4084,6913442.16,1.04,1.04,1.48,14.28,4.89,14.57,19.27,15.99,10.12,5.53,4.99,2.94,9.74,28.73,19.29,5.58,54.49,20.24,56.82,0.84,15.05,0.77,4.23,15.1,58.06,10.65,4.51,1.71,10.65,14.37,1.18,7.45,25.53,25.73,40.1,1.26,6.9,23.84,29.48,38.52,39.47,42.78,12.51,4.58,8.15,13.57,25.32,52.74,0.94,0.99,1.4,13.98,4.8,14.3,18.37,15.48,9.87,5.47,5.04,3.3,9.22,28.3,19.53,5.28,1.76,19.63,58.44,0.95,14.75,0.74,5.28,14.72,59.77,10.75,4.25,1.66,9.25,14.26,1.3,7.33,25.53,25.82,39.29,1.24,6.67,23.25,29.99,38.25,39.58,42.58,12.59,4.56,8.24,13.9,25.14,52.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2402,"Spain","ESP","female","55+","2020-04-30",1497,5950525.36,0.67,0.54,0.94,13.46,3.24,13.04,16.53,15.3,8.36,4.44,3.1,2.09,9.15,20.52,18.14,4.84,61.77,14.03,58.36,1.22,12.32,0.2,4.24,10.47,55.24,7.41,4.07,1.6,8.82,22.38,1.42,4.81,19.79,24.86,49.12,1.02,4.6,21.21,25.68,47.5,35,41.68,15.3,6.75,3.27,10.15,19.71,65.87,0.58,0.5,0.93,11.51,2.89,12.17,14.48,12.75,5.97,4.69,2.9,1.97,7.67,18.08,17.41,3.13,0.84,9.2,54.99,1.14,9.95,0.31,3.12,8.41,54.55,6.26,4.01,1.81,7.39,25.26,1.73,3.31,17.24,26.24,48.86,0.96,4.13,20.43,23.94,48.34,33.38,41.43,15.82,7.23,2.42,9.1,18.82,68.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2403,"Spain","ESP","female","overall","2020-04-30",8743,17757469.51,0.89,0.85,1.27,13.64,4.31,14.22,19.84,14.37,10.46,4.97,5.53,2.66,10.46,28.21,19.95,5.11,50.31,17.56,53.52,0.75,14.41,0.57,3.96,14.74,53.09,10.73,5.11,1.72,11.51,17.73,1.47,7.18,25.31,25.63,40.41,1.62,7.64,24.58,29.23,36.94,37.39,42.31,14.34,4.95,7.89,13.12,24.89,53.65,0.85,0.83,1.26,12.81,4.04,13.63,17.95,13.79,9.19,5,5.1,2.8,9.65,25.5,19.33,4.3,1.2,14.86,54.53,0.83,13,0.53,4.16,13.04,54.81,9.58,4.75,1.68,9.56,19.35,1.59,6.28,23.27,25.54,41.49,1.57,6.67,23.32,27.78,39,36.28,42.2,14.48,5.43,6.7,12.3,23.54,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2404,"Spain","ESP","male","18-34","2020-04-30",1623,3444546.98,1.17,0.99,1.42,14.09,3.71,11.44,17.87,6.44,7.54,4.89,2.72,1.92,10.14,17.15,19.98,3.46,39.82,23.48,53.12,1.24,19.98,0.93,4.71,22.78,40.79,13.56,8.56,1.85,19.41,15.77,1.61,4.76,17.58,26.48,49.56,1.86,5.94,20.19,28.61,43.4,26.49,46.7,18.73,7.46,8.81,13.8,23.11,54.1,1.37,1.07,1.54,14.53,3.91,11.25,18.62,6.28,7.76,4.74,2.54,2.19,10.24,17.54,20.04,2.99,0.49,22.98,53.16,1.61,20.11,0.99,5.96,23.77,42.66,13.62,7.72,2.03,17.89,16,1.65,4.95,19.32,25.42,48.12,2.31,6.41,20.41,27.93,42.29,27.32,45.78,18.55,7.57,9.68,15.73,24.15,50.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
